Ano,Município,Sexo,Salário,SaldoMov
2017,330630,02,-715037,-435
2017,350160,01,-4458984,-288
2017,350160,02,-2274648,-324
2017,350280,01,-2588856,-434
2017,350280,02,-1382820,-394
2017,350320,01,-2806578,-407
2017,350320,02,-1670253,-572
2017,350330,01,-1190895,343
2017,350330,02,-584606,-51
2017,350410,01,-1626818,-441
2017,350410,02,-854507,-104
2017,350570,01,-26024687,-213
2017,350570,02,-14777624,-1484
2017,350600,01,-4467198,-48
2017,350600,02,-3134989,-550
2017,350760,01,-1443794,-30
2017,350760,02,-539394,81
2017,350920,01,-3532972,-714
2017,350920,02,-2812395,-1104
2017,350950,01,-24141818,-839
2017,350950,02,-13294775,-1540
2017,351060,01,-865195,78
2017,351060,02,-695676,-137
2017,351300,01,-4802086,-290
2017,351300,02,-1268456,99
2017,351350,01,-5627108,-793
2017,351350,02,-1402893,-499
2017,351380,01,-7684644,-1240
2017,351380,02,-3142304,-641
2017,351500,01,-2114330,98
2017,351500,02,-690246,21
2017,351620,01,-1316111,328
2017,351620,02,-2380009,-622
2017,351840,01,-1004684,-165
2017,351840,02,-473305,-108
2017,351870,01,-4612336,-1262
2017,351870,02,-1119487,-440
2017,351880,01,-17300707,313
2017,351880,02,-9693075,-1951
2017,351907,01,-7069685,-374
2017,351907,02,-1641834,-192
2017,352050,01,-5726140,-832
2017,352050,02,-1629306,-16
2017,352250,01,-3541876,-1057
2017,352250,02,-2004628,-860
2017,352310,01,490304,958
2017,352310,02,743603,904
2017,352340,01,-1544736,138
2017,352340,02,-400975,316
2017,352390,01,-3231073,-23
2017,352390,02,-1741087,-106
2017,352440,01,-2398065,-364
2017,352440,02,-910746,-332
2017,352470,01,-1712346,451
2017,352470,02,-726111,89
2017,352590,01,-18998396,-1307
2017,352590,02,-9270334,-532
2017,352690,01,-3038349,615
2017,352690,02,-1544293,55
2017,352730,01,-1955882,-249
2017,352730,02,-151661,23
2017,352900,01,-1432166,647
2017,352900,02,-519863,777
2017,352940,01,-6679652,-149
2017,352940,02,-1911467,60
2017,353060,01,-4775133,-362
2017,353060,02,-1335006,597
2017,353070,01,-1648352,716
2017,353070,02,189050,529
2017,353080,01,-1163691,88
2017,353080,02,-359145,-19
2017,353440,01,-21617334,-3285
2017,353440,02,-10592694,-1428
2017,353650,01,-4265344,-566
2017,353650,02,-1508754,-726
2017,353800,01,-1387706,-114
2017,353800,02,-438945,-137
2017,353870,01,-7151661,258
2017,353870,02,-3388502,-484
2017,353980,01,-896673,-287
2017,353980,02,-1124364,-874
2017,354100,01,-1332500,-422
2017,354100,02,-1317765,-456
2017,354140,01,-2617120,-373
2017,354140,02,-1547457,-283
2017,354340,01,-8856724,-204
2017,354340,02,-4168507,677
2017,354390,01,-1650936,694
2017,354390,02,-86573,602
2017,354520,01,-2009671,-4
2017,354520,02,-843655,-339
2017,354580,01,-1657624,302
2017,354580,02,-798420,-276
2017,354730,01,-3009969,-350
2017,354730,02,-2018036,-516
2017,354780,01,-7835559,1045
2017,354780,02,-5860652,-148
2017,354850,01,-10370813,-1783
2017,354850,02,-4264008,-831
2017,354870,01,-27378203,-1349
2017,354870,02,-8790633,-686
2017,354880,01,-5601562,922
2017,354880,02,-2136031,-832
2017,354890,01,-2127089,493
2017,354890,02,-1284393,-256
2017,354980,01,-6537503,567
2017,354980,02,-208675,1329
2017,354990,01,-14606478,-1359
2017,354990,02,-5098851,-828
2017,355030,01,-325965007,-19599
2017,355030,02,-172507568,417
2017,355070,01,-318009,26
2017,355070,02,-310140,-173
2017,355100,01,-1533159,-618
2017,355100,02,-1222715,-549
2017,355170,01,-5017340,-793
2017,355170,02,-667704,-48
2017,355220,01,-19008077,-1173
2017,355220,02,-4372956,470
2017,355240,01,-3074047,443
2017,355240,02,-1329242,-288
2017,355250,01,-782423,642
2017,355250,02,416521,627
2017,355280,01,-963006,495
2017,355280,02,-1308655,-252
2017,355410,01,-7374089,-731
2017,355410,02,-855815,180
2017,355620,01,-1833136,222
2017,355620,02,-125057,490
2017,355670,01,-1730188,-6
2017,355670,02,-796101,-78
2017,410180,01,-3525818,-405
2017,410180,02,-751397,-124
2017,410480,01,-4529942,128
2017,410480,02,-1566097,692
2017,410690,01,-69426218,-4121
2017,410690,02,-39078647,-5145
2017,410830,01,-1757647,160
2017,410830,02,-149920,215
2017,410940,01,-1273239,210
2017,410940,02,-849382,-278
2017,411370,01,-8678875,-1034
2017,411370,02,-5215020,-1065
2017,411520,01,-8700594,10
2017,411520,02,-4226527,384
2017,411820,01,-1787078,24
2017,411820,02,-756007,-36
2017,411915,01,-5206001,-469
2017,411915,02,-1084981,-46
2017,411990,01,-2340554,649
2017,411990,02,-1621201,68
2017,412550,01,-5605281,951
2017,412550,02,-2127846,-108
2017,412770,01,-794370,458
2017,412770,02,-447661,214
2017,420240,01,-8823715,526
2017,420240,02,-7389990,602
2017,420290,01,-1364309,781
2017,420290,02,-1014122,310
2017,420420,01,-2361402,1202
2017,420420,02,-1805773,350
2017,420460,01,-3773403,-85
2017,420460,02,-2202700,-207
2017,420540,01,-26644690,-1546
2017,420540,02,-18907453,-2285
2017,420820,01,-15231816,747
2017,420820,02,-2872488,136
2017,420890,01,-4560282,223
2017,420890,02,-2768455,185
2017,420910,01,-15350531,3214
2017,420910,02,-6510632,2253
2017,420930,01,-1747546,-8
2017,420930,02,-1175315,135
2017,421660,01,-1388103,2132
2017,421660,02,-2212579,209
2017,430210,01,-2220912,74
2017,430210,02,-2270334,-413
2017,430310,01,-3537828,-399
2017,430310,02,-1283112,-59
2017,430460,01,-5195173,-495
2017,430460,02,-1912432,215
2017,430510,01,-12519659,21
2017,430510,02,-7465752,-636
2017,430920,01,-302081,1426
2017,430920,02,156423,428
2017,430930,01,-288445,202
2017,430930,02,-178751,-25
2017,431340,01,-3358132,-501
2017,431340,02,-2346597,-396
2017,431410,01,-2816099,280
2017,431410,02,-889475,646
2017,431440,01,-2208192,-115
2017,431440,02,-1896569,-697
2017,431490,01,-41225031,-5202
2017,431490,02,-26132078,-5765
2017,431560,01,-6626510,-1101
2017,431560,02,-2405860,-978
2017,431680,01,-1657863,-6
2017,431680,02,-1025574,32
2017,431690,01,-1924967,195
2017,431690,02,-554534,557
2017,431870,01,-4680189,563
2017,431870,02,-1094203,509
2017,432200,01,285636,491
2017,432200,02,-47946,41
2017,500270,01,-9156821,-520
2017,500270,02,-7600480,-2980
2017,500370,01,-1003790,212
2017,500370,02,14808,265
2017,500830,01,-13518903,-3294
2017,500830,02,-968678,-412
2017,510340,01,-7623586,-23
2017,510340,02,-3975833,93
2017,510760,01,-2330228,1069
2017,510760,02,-1331356,28
2017,510840,01,-372654,860
2017,510840,02,-167232,286
2017,520110,01,-1783313,1113
2017,520110,02,-1288180,59
2017,520140,01,-484550,2881
2017,520140,02,-173484,920
2017,520510,01,-638956,291
2017,520510,02,-145710,83
2017,520870,01,-34529899,-422
2017,520870,02,-9395776,1537
2017,521880,01,-1704715,721
2017,521880,02,-395351,317
2017,530010,01,-38239371,-1879
2017,530010,02,-17315629,-1515
2018,110020,01,-3360542,-384
2018,110020,02,-1876935,-391
2018,120040,01,-1404139,-228
2018,120040,02,-1356961,-540
2018,130260,01,-8333574,2656
2018,130260,02,-5911869,31
2018,140010,01,-446635,473
2018,140010,02,-615849,-140
2018,150080,01,-1370148,214
2018,150080,02,174082,425
2018,150140,01,-9226142,-828
2018,150140,02,-4261157,-87
2018,150420,01,-3349674,-897
2018,150420,02,-554119,-86
2018,150553,01,2025080,2586
2018,150553,02,-141842,313
2018,150810,01,-808414,-474
2018,150810,02,-52853,30
2018,160030,01,-64391,1275
2018,160030,02,-1039154,44
2018,172100,01,-2379831,-662
2018,172100,02,-151325,390
2018,210530,01,167779,867
2018,210530,02,-586562,38
2018,211130,01,-4264172,850
2018,211130,02,2531731,3375
2018,221100,01,-4542054,-629
2018,221100,02,-2123090,-1
2018,230370,01,-1052442,185
2018,230370,02,35641,287
2018,230440,01,-5103908,3873
2018,230440,02,-3258180,1794
2018,230765,01,-178369,1089
2018,230765,02,33050,502
2018,240800,01,145614,627
2018,240800,02,-154596,117
2018,240810,01,-4036728,1176
2018,240810,02,-2198159,482
2018,250400,01,-450582,760
2018,250400,02,-950193,-239
2018,250750,01,-3565535,497
2018,250750,02,-1017783,1239
2018,260290,01,-2080585,-411
2018,260290,02,-139362,151
2018,260410,01,-590030,248
2018,260410,02,-412073,185
2018,260720,01,-8937284,-3068
2018,260720,02,-583457,-129
2018,260790,01,-5188131,-1650
2018,260790,02,-2434937,-1422
2018,260960,01,-567764,544
2018,260960,02,742020,867
2018,261110,01,-157469,602
2018,261110,02,-79489,-243
2018,261160,01,-20320066,-3089
2018,261160,02,-13554403,-3170
2018,270430,01,-5893722,-1902
2018,270430,02,-1688718,1057
2018,280030,01,-4827883,-1293
2018,280030,02,-2235141,-401
2018,290570,01,-6935335,169
2018,290570,02,-929785,96
2018,291080,01,-1254993,841
2018,291080,02,-707174,248
2018,291920,01,-899505,941
2018,291920,02,-3373110,-819
2018,292740,01,-13131924,1969
2018,292740,02,-6422216,1921
2018,292920,01,247233,150
2018,292920,02,443008,197
2018,293070,01,-813480,956
2018,293070,02,-794191,-204
2018,293330,01,756552,1223
2018,293330,02,172103,407
2018,310400,01,-2993522,-668
2018,310400,02,-798290,-253
2018,310620,01,1793420,20085
2018,310620,02,-7197945,6569
2018,310670,01,-10109105,1077
2018,310670,02,-627944,863
2018,311860,01,-6432152,1557
2018,311860,02,-2385862,71
2018,312230,01,-643105,731
2018,312230,02,-936891,66
2018,312510,01,1493811,1098
2018,312510,02,645465,428
2018,312770,01,-1644930,-629
2018,312770,02,-771830,-287
2018,313130,01,1977505,1937
2018,313130,02,-135453,331
2018,313170,01,-160237,351
2018,313170,02,-75614,142
2018,313670,01,1545440,1637
2018,313670,02,1458781,121
2018,314330,01,-36646,765
2018,314330,02,-258649,162
2018,314480,01,-300653,1805
2018,314480,02,539635,968
2018,314610,01,-678502,-234
2018,314610,02,-234471,-151
2018,315180,01,-2586917,-348
2018,315180,02,-104635,324
2018,315250,01,434288,974
2018,315250,02,173357,516
2018,316720,01,-154307,1371
2018,316720,02,-538577,261
2018,317010,01,-2001106,504
2018,317010,02,-943735,346
2018,317020,01,-7253238,797
2018,317020,02,-4387943,-54
2018,317070,01,-2116705,-139
2018,317070,02,-433950,56
2018,320060,01,-4064998,850
2018,320060,02,-5260,219
2018,320120,01,-2713945,-443
2018,320120,02,-820993,-178
2018,320130,01,1151807,1852
2018,320130,02,-682695,167
2018,320320,01,-380561,782
2018,320320,02,-628053,506
2018,320430,01,-16673,1
2018,320430,02,12374,14
2018,320500,01,-1964884,3554
2018,320500,02,-4795693,1000
2018,320520,01,-708507,1138
2018,320520,02,-1297567,110
2018,320530,01,-4686846,1379
2018,320530,02,-3445372,-201
2018,330010,01,-5415280,-1326
2018,330010,02,-1034503,-423
2018,330040,01,-286272,251
2018,330040,02,325561,312
2018,330045,01,-1094798,-225
2018,330045,02,-406976,-109
2018,330070,01,-560661,-128
2018,330070,02,96452,148
2018,330100,01,-1486092,-106
2018,330100,02,-1083308,-130
2018,330170,01,-10669402,-981
2018,330170,02,-5668261,-2976
2018,330200,01,-1331150,193
2018,330200,02,-110418,122
2018,330240,01,-11339400,-395
2018,330240,02,-1609746,190
2018,330270,01,646982,578
2018,330270,02,149498,181
2018,330330,01,-10480382,-2142
2018,330330,02,-2639070,265
2018,330340,01,123732,774
2018,330340,02,-147668,216
2018,330350,01,35702,835
2018,330350,02,-586933,-43
2018,330390,01,-1252245,104
2018,330390,02,-472791,147
2018,330415,01,40520,39
2018,330415,02,-15589,8
2018,330420,01,-1335543,54
2018,330420,02,-210827,285
2018,330452,01,-4784834,-383
2018,330452,02,-309105,-46
2018,330455,01,-92480738,-966
2018,330455,02,-48823587,-2767
2018,330490,01,-2458422,-1266
2018,330490,02,-1339703,-404
2018,330500,01,3188753,1481
2018,330500,02,365252,217
2018,330510,01,-381064,189
2018,330510,02,-618256,-302
2018,330580,01,-76057,412
2018,330580,02,132597,308
2018,330630,01,261112,1245
2018,330630,02,1055741,1008
2018,350160,01,-4579210,-386
2018,350160,02,-1274716,617
2018,350280,01,-2923131,-849
2018,350280,02,-597431,25
2018,350320,01,-1470796,475
2018,350320,02,-1191204,-179
2018,350330,01,-1464809,-96
2018,350330,02,-434048,-21
2018,350410,01,-338200,373
2018,350410,02,-288529,192
2018,350570,01,-12098591,2175
2018,350570,02,-3048911,1943
2018,350600,01,-683193,1734
2018,350600,02,-892718,705
2018,350760,01,-574627,529
2018,350760,02,-170462,473
2018,350920,01,-3308535,224
2018,350920,02,-1927358,-434
2018,350950,01,-13035737,2067
2018,350950,02,-8477327,1989
2018,351060,01,-813478,128
2018,351060,02,-380804,72
2018,351300,01,-3540060,-430
2018,351300,02,-791192,161
2018,351350,01,-2492532,577
2018,351350,02,-747686,-94
2018,351380,01,-3727117,811
2018,351380,02,-1803884,-57
2018,351500,01,-2241660,158
2018,351500,02,-654075,259
2018,351620,01,-2896753,-539
2018,351620,02,-1234082,294
2018,351840,01,-709197,251
2018,351840,02,-101493,145
2018,351870,01,-3124204,-804
2018,351870,02,-397495,294
2018,351880,01,-11038192,2076
2018,351880,02,-5388788,1077
2018,351907,01,-5058189,-376
2018,351907,02,-795027,303
2018,352050,01,-882010,1317
2018,352050,02,-574866,674
2018,352250,01,-25760,334
2018,352250,02,39507,203
2018,352310,01,-375841,693
2018,352310,02,-225912,165
2018,352340,01,-978479,284
2018,352340,02,-816319,119
2018,352390,01,-1066711,662
2018,352390,02,-667854,301
2018,352440,01,-287988,553
2018,352440,02,187441,402
2018,352470,01,-2246911,-373
2018,352470,02,-1206270,-737
2018,352590,01,-11572156,1498
2018,352590,02,-7145872,698
2018,352690,01,-1102884,1100
2018,352690,02,-1049519,171
2018,352730,01,-1844696,362
2018,352730,02,-1261887,38
2018,352900,01,-1026976,1092
2018,352900,02,-385576,811
2018,352940,01,-2959770,669
2018,352940,02,-1273849,4
2018,353060,01,-1721138,896
2018,353060,02,-430804,756
2018,353070,01,-2792875,-281
2018,353070,02,-780806,-301
2018,353080,01,-32628,303
2018,353080,02,-119154,64
2018,353440,01,-5422898,1033
2018,353440,02,-3779040,-161
2018,353650,01,-2205718,133
2018,353650,02,-1273028,-537
2018,353800,01,-329022,458
2018,353800,02,40941,24
2018,353870,01,-4157715,360
2018,353870,02,-1393651,241
2018,353980,01,-940717,-275
2018,353980,02,-790923,-249
2018,354100,01,-565748,342
2018,354100,02,-345865,226
2018,354140,01,-3060903,-756
2018,354140,02,-497148,327
2018,354340,01,-2528322,3179
2018,354340,02,1617347,3525
2018,354390,01,-1564900,428
2018,354390,02,-769452,170
2018,354520,01,-374659,685
2018,354520,02,21113,483
2018,354580,01,-2508303,-427
2018,354580,02,-14233,437
2018,354730,01,-305547,754
2018,354730,02,-931426,34
2018,354780,01,-13875934,-459
2018,354780,02,-6936791,802
2018,354850,01,-2467446,1259
2018,354850,02,-2291623,416
2018,354870,01,-16586110,2285
2018,354870,02,-5338043,680
2018,354880,01,-4302153,1210
2018,354880,02,671693,2224
2018,354890,01,-1802127,319
2018,354890,02,-698114,146
2018,354980,01,-4092130,483
2018,354980,02,-975040,1107
2018,354990,01,-13899533,-555
2018,354990,02,-2280690,860
2018,355030,01,-200163593,15768
2018,355030,02,-71665210,30933
2018,355070,01,-1263944,-404
2018,355070,02,-77474,-10
2018,355100,01,-163744,197
2018,355100,02,-863008,-421
2018,355170,01,-965488,519
2018,355170,02,-638430,0
2018,355220,01,-11028066,1391
2018,355220,02,-3166810,932
2018,355240,01,-3500191,-101
2018,355240,02,-1207317,-362
2018,355250,01,-318834,1129
2018,355250,02,1002306,1292
2018,355280,01,1784916,2554
2018,355280,02,2186138,1718
2018,355410,01,-6283024,-863
2018,355410,02,258272,834
2018,355620,01,-188904,628
2018,355620,02,-57504,402
2018,355670,01,-2392255,580
2018,355670,02,-1217480,505
2018,410180,01,-3965245,-194
2018,410180,02,-1393518,-96
2018,410480,01,-2784779,1328
2018,410480,02,-1243509,739
2018,410690,01,-35712249,8271
2018,410690,02,-16923367,4414
2018,410830,01,-859406,1470
2018,410830,02,-556445,1081
2018,410940,01,-1153385,575
2018,410940,02,-38677,379
2018,411370,01,-7918459,-778
2018,411370,02,-4854288,-160
2018,411520,01,-5430510,1343
2018,411520,02,-1546533,1621
2018,411820,01,-330478,983
2018,411820,02,-281671,315
2018,411915,01,-4154388,61
2018,411915,02,-1614869,-499
2018,411990,01,-2079613,832
2018,411990,02,1048890,948
2018,412550,01,-2884535,1493
2018,412550,02,6356,1334
2018,412770,01,-2476204,13
2018,412770,02,-1098506,40
2018,420240,01,-8466277,702
2018,420240,02,-9635192,207
2018,420290,01,-750842,897
2018,420290,02,-949983,335
2018,420420,01,-2036669,1290
2018,420420,02,-1695431,308
2018,420460,01,-1042200,1058
2018,420460,02,-1771873,-90
2018,420540,01,-11603200,1221
2018,420540,02,-7452037,1172
2018,420820,01,-14719486,264
2018,420820,02,-4932942,504
2018,420890,01,-4989124,498
2018,420890,02,-2523064,-39
2018,420910,01,-14052127,4278
2018,420910,02,-4914583,4709
2018,420930,01,-1509635,38
2018,420930,02,-1607223,-18
2018,421660,01,-3049571,684
2018,421660,02,-2725445,-215
2018,430210,01,-1639922,371
2018,430210,02,-1448186,232
2018,430310,01,-2470711,-309
2018,430310,02,-1143477,-497
2018,430460,01,-5335569,-848
2018,430460,02,-2638181,-428
2018,430510,01,-2806936,3576
2018,430510,02,-4284051,1345
2018,430920,01,-1916982,189
2018,430920,02,-499705,222
2018,430930,01,-954531,99
2018,430930,02,-237419,-98
2018,431340,01,-4850825,-1371
2018,431340,02,-2814373,-511
2018,431410,01,-1992503,334
2018,431410,02,-628542,649
2018,431440,01,-1520548,173
2018,431440,02,-756565,385
2018,431490,01,-32331631,-923
2018,431490,02,-12998865,1446
2018,431560,01,1308249,1915
2018,431560,02,-1231217,-186
2018,431680,01,-1340740,530
2018,431680,02,-1067164,432
2018,431690,01,-1527678,11
2018,431690,02,-1040308,124
2018,431870,01,-3367605,1057
2018,431870,02,-123958,738
2018,432200,01,-233679,140
2018,432200,02,83095,99
2018,500270,01,-4654134,1073
2018,500270,02,-2273202,802
2018,500370,01,-14405139,-4717
2018,500370,02,-17099448,-3847
2018,500830,01,-2590831,-315
2018,500830,02,-712058,-179
2018,510340,01,-4381455,1525
2018,510340,02,-2962792,1455
2018,510760,01,-2034468,1051
2018,510760,02,-538061,488
2018,510840,01,-820848,363
2018,510840,02,-417084,-80
2018,520110,01,-1185520,1255
2018,520110,02,-1289589,289
2018,520140,01,-2644429,1017
2018,520140,02,-1273861,106
2018,520510,01,-870347,325
2018,520510,02,46924,198
2018,520870,01,-17041355,3013
2018,520870,02,-9301715,2089
2018,521880,01,-1598497,602
2018,521880,02,-491490,387
2018,530010,01,-8021697,6311
2018,530010,02,12423486,7117
