Ano,Município,Grau Instrução,Salário,SaldoMov
2010,317070,07,42184,775
2010,317070,08,49117,130
2010,317070,09,29034,149
2010,320060,01,4862,11
2010,320060,02,-51789,53
2010,320060,03,-135273,-54
2010,320060,04,-488940,-192
2010,320060,05,294508,575
2010,320060,06,-298565,-136
2010,320060,07,841343,1550
2010,320060,08,17167,46
2010,320060,09,-244109,91
2010,320120,01,2130,2
2010,320120,02,14166,54
2010,320120,03,10130,48
2010,320120,04,-250317,77
2010,320120,05,-337333,-31
2010,320120,06,-28843,283
2010,320120,07,622920,1597
2010,320120,08,-2325,127
2010,320120,09,-126300,92
2010,320130,01,-4130,2
2010,320130,02,-249,24
2010,320130,03,-31129,-18
2010,320130,04,-81367,1
2010,320130,05,20832,224
2010,320130,06,142792,406
2010,320130,07,855058,2090
2010,320130,08,22787,101
2010,320130,09,133437,195
2010,320320,01,-6188,25
2010,320320,02,41137,159
2010,320320,03,-232752,-121
2010,320320,04,-343807,-227
2010,320320,05,-194998,105
2010,320320,06,17835,272
2010,320320,07,343797,1200
2010,320320,08,-47669,44
2010,320320,09,-167129,25
2010,320430,01,615,1
2010,320430,02,-689,-1
2010,320430,03,1883,3
2010,320430,04,174,4
2010,320430,05,-5119,-2
2010,320430,06,470,4
2010,320430,07,27992,48
2010,320430,08,-2304,0
2010,320430,09,6608,1
2010,320500,01,-1965,-1
2010,320500,02,125073,277
2010,320500,03,-184476,-101
2010,320500,04,25494,512
2010,320500,05,-635837,79
2010,320500,06,-276392,361
2010,320500,07,-488006,4569
2010,320500,08,-46670,170
2010,320500,09,234547,508
2010,320520,01,1600,16
2010,320520,02,9087,202
2010,320520,03,-97798,-60
2010,320520,04,-344023,-92
2010,320520,05,-480611,-4
2010,320520,06,-63218,355
2010,320520,07,789289,3478
2010,320520,08,-34436,158
2010,320520,09,-736056,211
2010,320530,01,-23863,-15
2010,320530,02,5049,182
2010,320530,03,-185558,-106
2010,320530,04,-772746,-787
2010,320530,05,-181009,406
2010,320530,06,-30014,556
2010,320530,07,3015418,6779
2010,320530,08,-458326,465
2010,320530,09,706893,1151
2010,330010,01,5045,7
2010,330010,02,17656,28
2010,330010,03,282343,316
2010,330010,04,568671,629
2010,330010,05,-32850,313
2010,330010,06,262740,484
2010,330010,07,810972,1263
2010,330010,08,3648,14
2010,330010,09,799207,323
2010,330040,01,-928,-3
2010,330040,02,13278,13
2010,330040,03,-143414,-141
2010,330040,04,-113837,-27
2010,330040,05,101270,243
2010,330040,06,184726,469
2010,330040,07,429154,990
2010,330040,08,-4447,50
2010,330040,09,46248,-65
2010,330045,01,4765,6
2010,330045,02,64765,92
2010,330045,03,17447,32
2010,330045,04,67416,119
2010,330045,05,74739,173
2010,330045,06,96709,206
2010,330045,07,611183,882
2010,330045,08,39197,42
2010,330045,09,101853,70
2010,330070,01,-39820,-65
2010,330070,02,-157635,-228
2010,330070,03,-126092,-146
2010,330070,04,140899,135
2010,330070,05,-47676,-24
2010,330070,06,98517,150
2010,330070,07,356942,876
2010,330070,08,16874,48
2010,330070,09,148684,124
2010,330100,01,-100956,-169
2010,330100,02,-279805,-367
2010,330100,03,45134,160
2010,330100,04,190664,326
2010,330100,05,418113,766
2010,330100,06,210723,382
2010,330100,07,1022247,1898
2010,330100,08,-11007,77
2010,330100,09,118408,166
2010,330170,01,1711,15
2010,330170,02,-980212,-275
2010,330170,03,-862862,-238
2010,330170,04,-575447,1347
2010,330170,05,-1424941,1709
2010,330170,06,-559278,663
2010,330170,07,-498943,6874
2010,330170,08,-752892,-7
2010,330170,09,-1333741,415
2010,330200,01,-5361,-6
2010,330200,02,112385,268
2010,330200,03,-144152,-181
2010,330200,04,166718,252
2010,330200,05,251503,305
2010,330200,06,349980,428
2010,330200,07,1591653,2268
2010,330200,08,8790,36
2010,330200,09,1149639,350
2010,330240,01,6823,7
2010,330240,02,-17423,32
2010,330240,03,-290895,-204
2010,330240,04,-535684,-408
2010,330240,05,-997077,127
2010,330240,06,-248757,261
2010,330240,07,3585676,6605
2010,330240,08,-352042,137
2010,330240,09,1147094,1250
2010,330270,01,-1682,0
2010,330270,02,-11394,-9
2010,330270,03,251,2
2010,330270,04,7735,32
2010,330270,05,80780,128
2010,330270,06,56409,107
2010,330270,07,269179,437
2010,330270,08,10826,19
2010,330270,09,21703,43
2010,330330,01,23139,33
2010,330330,02,-82039,120
2010,330330,03,-285768,-71
2010,330330,04,-466262,135
2010,330330,05,-1040012,34
2010,330330,06,-233550,607
2010,330330,07,-474254,3522
2010,330330,08,-313295,168
2010,330330,09,-1679084,250
2010,330340,01,5459,13
2010,330340,02,59325,119
2010,330340,03,-155847,-188
2010,330340,04,227588,263
2010,330340,05,237433,549
2010,330340,06,49353,219
2010,330340,07,533235,1093
2010,330340,08,25623,61
2010,330340,09,-206233,9
2010,330350,01,4615,9
2010,330350,02,42236,72
2010,330350,03,-187799,-201
2010,330350,04,85810,243
2010,330350,05,338454,672
2010,330350,06,175930,325
2010,330350,07,1660390,3577
2010,330350,08,-126560,42
2010,330350,09,-188883,93
2010,330390,01,-1504,-1
2010,330390,02,-73864,-66
2010,330390,03,-158920,-119
2010,330390,04,-51019,143
2010,330390,05,244758,492
2010,330390,06,120512,385
2010,330390,07,760896,1662
2010,330390,08,67859,181
2010,330415,01,1962,4
2010,330415,02,815,3
2010,330415,03,5306,12
2010,330415,04,954,1
2010,330415,05,133297,190
2010,330415,06,3485,4
2010,330415,07,102915,118
2010,330415,08,3302,4
2010,330415,09,87927,59
2010,330420,01,-8064,-13
2010,330420,02,42151,90
2010,330420,03,13676,56
2010,330420,04,-132711,-151
2010,330420,05,-29340,-71
2010,330420,06,-8391,32
2010,330420,07,1354614,1818
2010,330420,08,43832,69
2010,330420,09,243406,232
2010,330452,01,-4306,-4
2010,330452,02,31884,112
2010,330452,03,-69108,-56
2010,330452,04,-124524,-47
2010,330452,05,-70278,137
2010,330452,06,22947,120
2010,330452,07,510670,986
2010,330452,08,1339,23
2010,330452,09,-59608,59
2010,330455,01,-379219,-37
2010,330455,02,89241,2710
2010,330455,03,-2838174,-623
2010,330455,04,-2335432,3277
2010,330455,05,-4472819,7216
2010,330455,06,1939770,9634
2010,330455,07,21556204,61626
2010,330455,08,553393,5816
2010,330455,09,26587536,16857
2010,330490,01,-9160,-9
2010,330490,02,91456,158
2010,330490,03,-205456,-211
2010,330490,04,-60653,159
2010,330490,05,-518378,-55
2010,330490,06,164207,486
2010,330490,07,1629015,3756
2010,330490,08,80030,140
2010,330490,09,-193263,172
2010,330500,01,3352,4
2010,330500,02,-4331,10
2010,330500,03,31114,57
2010,330500,04,-48864,25
2010,330500,05,-35018,151
2010,330500,06,-152304,-60
2010,330500,07,-96766,37
2010,330500,08,6344,5
2010,330500,09,16637,28
2010,330510,01,-1187,5
2010,330510,02,45209,59
2010,330510,03,-21619,30
2010,330510,04,283968,435
2010,330510,05,248709,687
2010,330510,06,342942,596
2010,330510,07,1482806,2556
2010,330510,08,-26812,63
2010,330510,09,-28515,131
2010,330580,01,-1898,-2
2010,330580,02,17979,43
2010,330580,03,-141575,-189
2010,330580,04,-183752,-175
2010,330580,05,-140179,-70
2010,330580,06,24011,151
2010,330580,07,559741,1128
2010,330580,08,28424,84
2010,330580,09,34209,90
2010,330630,01,532,-2
2010,330630,02,-92072,-96
2010,330630,03,-63567,-27
2010,330630,04,-275411,-154
2010,330630,05,-970604,-628
2010,330630,06,28466,323
2010,330630,07,1689732,3183
2010,330630,08,-101628,48
2010,330630,09,-273368,86
2010,350160,01,2490,3
2010,350160,02,19471,42
2010,350160,03,-138236,-68
2010,350160,04,-513328,-331
2010,350160,05,-696070,20
2010,350160,06,35324,438
2010,350160,07,1098260,2590
2010,350160,08,221776,360
2010,350160,09,-448883,361
2010,350280,01,-7299,-10
2010,350280,02,-93365,-106
2010,350280,03,-61703,-14
2010,350280,04,-25378,5
2010,350280,05,216889,378
2010,350280,06,-34154,71
2010,350280,07,1154769,1783
2010,350280,08,-40363,53
2010,350280,09,547977,334
2010,350320,01,-81853,-103
2010,350320,02,-104624,-66
2010,350320,03,-1043220,-1306
2010,350320,04,-380334,8
2010,350320,05,-280894,-94
2010,350320,06,-90799,150
2010,350320,07,498896,2643
2010,350320,08,56008,172
2010,350320,09,-669978,368
2010,350330,01,-525,0
2010,350330,02,82620,187
2010,350330,03,106595,101
2010,350330,04,-65523,-28
2010,350330,05,167031,309
2010,350330,06,44794,160
2010,350330,07,775154,1194
2010,350330,08,86506,141
2010,350330,09,104370,187
2010,350410,01,6289,9
2010,350410,02,11208,30
2010,350410,03,-150643,-172
2010,350410,04,-90315,-13
2010,350410,05,-337112,-159
2010,350410,06,76936,209
2010,350410,07,1531391,2264
2010,350410,08,88847,123
2010,350410,09,518902,241
2010,350570,01,17766,29
2010,350570,02,-149605,-122
2010,350570,03,-328897,-293
2010,350570,04,-238886,312
2010,350570,05,-407517,130
2010,350570,06,250421,954
2010,350570,07,5376709,10059
2010,350570,08,-6302,1131
2010,350570,09,1252422,2750
2010,350600,01,4006,1
2010,350600,02,70784,113
2010,350600,03,-207240,-165
2010,350600,04,60685,140
2010,350600,05,410986,809
2010,350600,06,561334,1187
2010,350600,07,6064601,9035
2010,350600,08,24432,330
2010,350600,09,624882,872
2010,350760,01,32064,42
2010,350760,02,45964,64
2010,350760,03,35274,47
2010,350760,04,82365,125
2010,350760,05,90480,149
2010,350760,06,-48856,23
2010,350760,07,1191122,1768
2010,350760,08,13563,52
2010,350760,09,404568,304
2010,350920,01,6397,-7
2010,350920,02,-98751,-221
2010,350920,03,-277273,-437
2010,350920,04,-205551,-235
2010,350920,05,115061,289
2010,350920,06,-39339,-9
2010,350920,07,498680,761
2010,350920,08,-42931,36
2010,350920,09,704533,281
2010,350950,01,10325,44
2010,350950,02,-237289,-35
2010,350950,03,-632580,-322
2010,350950,04,-958616,-203
2010,350950,05,-497722,1444
2010,350950,06,-273855,961
2010,350950,07,5437046,13082
2010,350950,08,1032609,1525
2010,350950,09,3860555,3799
2010,351060,01,-11168,-10
2010,351060,02,-35383,-16
2010,351060,03,-137701,-191
2010,351060,04,21570,136
2010,351060,05,285891,446
2010,351060,06,83425,225
2010,351060,07,1100840,1554
2010,351060,08,76395,97
2010,351060,09,646926,469
2010,351300,01,25148,34
2010,351300,02,54879,128
2010,351300,03,-165070,-180
2010,351300,04,33970,154
2010,351300,05,-177076,58
2010,351300,06,163772,385
2010,351300,07,3188266,4499
2010,351300,08,-420063,-6
2010,351300,09,-479056,382
2010,351350,01,5102,5
2010,351350,02,-24124,-6
2010,351350,03,-86077,-49
2010,351350,04,-130106,-56
2010,351350,05,50828,225
2010,351350,06,-349324,-99
2010,351350,07,617916,1469
2010,351350,08,-78217,74
2010,351350,09,108260,127
2010,351380,01,19027,31
2010,351380,02,68398,151
2010,351380,03,-120621,-11
2010,351380,04,-319901,-123
2010,351380,05,-273766,79
2010,351380,06,-80061,267
2010,351380,07,4267090,5987
2010,351380,08,52831,253
2010,351380,09,-253776,461
2010,351500,01,3806,6
2010,351500,02,-311186,-345
2010,351500,03,-23339,126
2010,351500,04,-449816,-388
2010,351500,05,666840,1440
2010,351500,06,20260,169
2010,351500,07,956101,1865
2010,351500,08,-47575,48
2010,351500,09,201319,154
2010,351620,01,13755,21
2010,351620,02,17081,95
2010,351620,03,-245823,-221
2010,351620,04,-252087,-77
2010,351620,05,444726,733
2010,351620,06,578456,1025
2010,351620,07,3310370,4842
2010,351620,08,107952,196
2010,351620,09,531204,529
2010,351840,01,-3563,-5
2010,351840,02,21661,39
2010,351840,03,-44168,-44
2010,351840,04,-30670,-9
2010,351840,05,-213149,75
2010,351840,06,-27354,42
2010,351840,07,480743,849
2010,351840,08,54056,66
2010,351840,09,-81946,-116
2010,351870,01,1234,2
2010,351870,02,-48044,-9
2010,351870,03,11895,115
2010,351870,04,-6577,42
2010,351870,05,-90551,6
2010,351870,06,99881,271
2010,351870,07,824632,1465
2010,351870,08,-11181,56
2010,351870,09,137313,226
2010,351880,01,44083,71
2010,351880,02,-117778,117
2010,351880,03,-925312,-582
2010,351880,04,-930675,-254
2010,351880,05,-781195,552
2010,351880,06,282109,1365
2010,351880,07,11577475,17762
2010,351880,08,175121,861
2010,351880,09,1728658,2130
2010,351907,01,5363,8
2010,351907,02,62137,77
2010,351907,03,18610,24
2010,351907,04,124544,191
2010,351907,05,191026,318
2010,351907,06,141184,234
2010,351907,07,2520295,2768
2010,351907,08,-101574,61
2010,351907,09,977953,384
2010,352050,01,-10806,-22
2010,352050,02,26985,67
2010,352050,03,-47814,-14
2010,352050,04,-89690,61
2010,352050,05,-257960,-12
2010,352050,06,-68819,285
2010,352050,07,1827006,3076
2010,352050,08,57898,213
2010,352050,09,554942,655
2010,352250,01,8311,13
2010,352250,02,-8887,1
2010,352250,03,-13966,15
2010,352250,04,-99174,-27
2010,352250,05,55802,141
2010,352250,06,160298,255
2010,352250,07,1125523,1676
2010,352250,08,28254,129
2010,352250,09,-129750,130
2010,352310,01,-2710,-1
2010,352310,02,-5742,34
2010,352310,03,-64684,-38
2010,352310,04,30817,140
2010,352310,05,-147518,15
2010,352310,06,116384,235
2010,352310,07,1233837,1849
2010,352310,08,52173,81
2010,352310,09,-53407,75
2010,352340,01,-2485,-3
2010,352340,02,-15651,-16
2010,352340,03,31543,186
2010,352340,04,249147,565
2010,352340,05,-38207,50
2010,352340,06,24303,139
2010,352340,07,883169,1213
2010,352340,08,105935,115
2010,352340,09,175077,192
2010,352390,01,22839,38
2010,352390,02,-21788,19
2010,352390,03,-145823,-97
2010,352390,04,-18779,76
2010,352390,05,58920,394
2010,352390,06,86575,386
2010,352390,07,1418980,2783
2010,352390,08,-203757,100
2010,352390,09,-1272616,224
2010,352440,01,-12077,-15
2010,352440,02,-68677,-47
2010,352440,03,-62140,-23
2010,352440,04,-218388,-30
2010,352440,05,-169749,-39
2010,352440,06,60825,195
2010,352440,07,512973,1483
2010,352440,08,-10011,80
2010,352440,09,-103698,162
2010,352470,01,3911,7
2010,352470,02,-11079,-4
2010,352470,03,-122737,-167
2010,352470,04,4550,45
2010,352470,05,345082,662
2010,352470,06,-122407,-166
2010,352470,07,1500541,1820
2010,352470,08,-155831,61
2010,352470,09,-2272274,162
2010,352590,01,-223,9
2010,352590,02,-344941,-142
2010,352590,03,-27980,229
2010,352590,04,-540818,-12
2010,352590,05,-536377,409
2010,352590,06,-146524,810
2010,352590,07,4374938,8381
2010,352590,08,30787,436
2010,352590,09,510888,950
2010,352690,01,-7690,-16
2010,352690,02,-39390,-41
2010,352690,03,-81566,11
2010,352690,04,-660,54
2010,352690,05,-102514,312
2010,352690,06,168892,468
2010,352690,07,2590023,3752
2010,352690,08,161166,307
2010,352690,09,589700,497
2010,352730,01,-1029,-1
2010,352730,02,20243,36
2010,352730,03,7459,17
2010,352730,04,41632,95
2010,352730,05,114300,205
2010,352730,06,244007,361
2010,352730,07,1531120,1901
2010,352730,08,11545,35
2010,352730,09,139625,160
2010,352900,01,1237,2
2010,352900,02,189,39
2010,352900,03,-39360,7
2010,352900,04,-21954,29
2010,352900,05,-117060,45
2010,352900,06,-97193,167
2010,352900,07,542046,1724
2010,352900,08,-53277,103
2010,352900,09,-284684,197
2010,352940,01,8997,15
2010,352940,02,-161116,-96
2010,352940,03,-240918,-87
2010,352940,04,-304192,-143
2010,352940,05,115099,303
2010,352940,06,71628,358
2010,352940,07,2375606,3688
2010,352940,08,13356,164
2010,352940,09,751101,285
2010,353060,01,15028,37
2010,353060,02,-311404,-216
2010,353060,03,-119784,15
2010,353060,04,-324222,-10
2010,353060,05,-188890,22
2010,353060,06,233537,586
2010,353060,07,2371471,4283
2010,353060,08,-101830,54
2010,353060,09,-468067,265
2010,353070,01,-22456,-40
2010,353070,02,-120593,-186
2010,353070,03,-605983,-1067
2010,353070,04,-58664,85
2010,353070,05,-301974,139
2010,353070,06,-58232,121
2010,353070,07,1523282,2405
2010,353070,08,8916,71
2010,353070,09,-199293,206
2010,353080,01,-7934,-11
2010,353080,02,6487,46
2010,353080,03,-232746,-230
2010,353080,04,9571,106
2010,353080,05,-208807,-126
2010,353080,06,-64527,30
2010,353080,07,855027,1405
2010,353080,08,17019,53
2010,353080,09,-42268,159
2010,353440,01,-23561,-8
2010,353440,02,54576,166
2010,353440,03,-21580,201
2010,353440,04,-292362,109
2010,353440,05,-373881,470
2010,353440,06,522393,1202
2010,353440,07,4805842,8036
2010,353440,08,1067776,1081
2010,353440,09,142207,1535
2010,353650,01,5327,11
2010,353650,02,-82227,-84
2010,353650,03,-65431,-11
2010,353650,04,11988,242
2010,353650,05,-499618,-133
2010,353650,06,54363,206
2010,353650,07,681400,1330
2010,353650,08,-134826,78
2010,353650,09,-193808,223
2010,353800,01,1294,2
2010,353800,02,-3779,4
2010,353800,03,-59159,-24
2010,353800,04,49585,96
2010,353800,05,-89104,56
2010,353800,06,-9422,55
2010,353800,07,508497,1164
2010,353800,08,56211,71
2010,353800,09,-16759,169
2010,353870,01,-1875,32
2010,353870,02,235289,348
2010,353870,03,-456239,-88
2010,353870,04,-540516,-322
2010,353870,05,43680,551
2010,353870,06,-19385,515
2010,353870,07,1854588,3891
2010,353870,08,233827,367
2010,353870,09,154729,685
2010,353980,01,826,8
2010,353980,02,-32713,-24
2010,353980,03,-9352,15
2010,353980,04,-140949,-110
2010,353980,05,219160,230
2010,353980,06,42503,132
2010,353980,07,420325,1175
2010,353980,08,-93132,-9
2010,353980,09,90330,55
2010,354100,01,-18595,-19
2010,354100,02,-56403,-39
2010,354100,03,41846,51
2010,354100,04,-156667,-178
2010,354100,05,512817,696
2010,354100,06,26797,92
2010,354100,07,771940,1243
2010,354100,08,29790,52
2010,354100,09,184978,89
2010,354140,01,-7793,-3
2010,354140,02,-103197,-73
2010,354140,03,-152904,-110
2010,354140,04,-312393,-173
2010,354140,05,-141570,90
2010,354140,06,-122485,-22
2010,354140,07,596667,2074
2010,354140,08,43599,139
2010,354140,09,-35186,312
2010,354340,01,29559,49
2010,354340,02,364387,604
2010,354340,03,-73987,228
2010,354340,04,-351302,100
2010,354340,05,-25294,788
2010,354340,06,628353,1284
2010,354340,07,3843896,7701
2010,354340,08,78147,524
2010,354340,09,811398,1591
2010,354390,01,1666,8
2010,354390,02,-21943,54
2010,354390,03,-264397,-335
2010,354390,04,-78960,-3
2010,354390,05,325230,707
2010,354390,06,149540,325
2010,354390,07,1477001,2322
2010,354390,08,18904,140
2010,354390,09,157421,261
2010,354520,01,3758,5
2010,354520,02,1994,11
2010,354520,03,-32817,-12
2010,354520,04,-29597,22
2010,354520,05,-77871,96
2010,354520,06,184105,298
2010,354520,07,779853,1222
2010,354520,08,70996,120
2010,354520,09,58339,152
2010,354580,01,-36562,-52
2010,354580,02,231033,439
2010,354580,03,-66877,-1
2010,354580,04,74016,120
2010,354580,05,-227653,-171
2010,354580,06,232631,437
2010,354580,07,2191981,2461
2010,354580,08,143163,164
2010,354580,09,435610,294
2010,354730,01,1063,5
2010,354730,02,-82066,-32
2010,354730,03,-142974,-82
2010,354730,04,-287746,-190
2010,354730,05,-63848,247
2010,354730,06,216823,615
2010,354730,07,1617515,2149
2010,354730,08,5553,121
2010,354730,09,158571,377
2010,354780,01,-43389,-43
2010,354780,02,-334655,-124
2010,354780,03,-578072,-399
2010,354780,04,-98348,363
2010,354780,05,279021,1016
2010,354780,06,305493,1044
2010,354780,07,5775103,8463
2010,354780,08,295313,693
2010,354780,09,2190833,1492
2010,354850,01,-9358,-9
2010,354850,02,-208632,-122
2010,354850,03,-502569,-390
2010,354850,04,-53954,161
2010,354850,05,-54336,268
2010,354850,06,459955,955
2010,354850,07,4163615,6631
2010,354850,08,124145,505
2010,354850,09,227991,845
2010,354870,01,-11930,-2
2010,354870,02,30433,418
2010,354870,03,-477919,-115
2010,354870,04,-408836,133
2010,354870,05,-921257,379
2010,354870,06,-129330,1162
2010,354870,07,7503475,12457
2010,354870,08,-822006,465
2010,354870,09,-1621900,751
2010,354880,01,19902,28
2010,354880,02,209066,388
2010,354880,03,-117251,89
2010,354880,04,89586,347
2010,354880,05,-481126,291
2010,354880,06,136955,595
2010,354880,07,2822188,4320
2010,354880,08,389118,500
2010,354880,09,1367172,856
2010,354890,01,5838,12
2010,354890,02,-22477,-4
2010,354890,03,-219725,-226
2010,354890,04,-123381,-19
2010,354890,05,-35237,101
2010,354890,06,-45540,41
2010,354890,07,482575,1273
2010,354890,08,-34869,59
2010,354890,09,20316,229
2010,354980,01,24044,27
2010,354980,02,-33185,-9
2010,354980,03,65059,148
2010,354980,04,301822,519
2010,354980,05,92574,645
2010,354980,06,49263,527
2010,354980,07,2656343,5128
2010,354980,08,-277904,193
2010,354980,09,-227531,703
2010,354990,01,-20888,-22
2010,354990,02,-152100,-93
2010,354990,03,-828983,-497
2010,354990,04,-2195892,-1118
2010,354990,05,-1575683,-485
2010,354990,06,-295663,430
2010,354990,07,-921699,4809
2010,354990,08,-70738,209
2010,354990,09,-195987,1100
2010,355030,01,-110769,200
2010,355030,02,-996023,3068
2010,355030,03,-8939224,-4439
2010,355030,04,-9644002,841
2010,355030,05,-7364268,8829
2010,355030,06,1359636,16999
2010,355030,07,70699980,148714
2010,355030,08,6194647,18719
2010,355030,09,69804973,46396
2010,355070,01,-3075,-5
2010,355070,02,176816,183
2010,355070,03,36398,55
2010,355070,04,-58082,21
2010,355070,05,-81668,37
2010,355070,06,81316,167
2010,355070,07,-81204,208
2010,355070,08,-49661,-20
2010,355070,09,-116364,13
2010,355100,01,-5187,-3
2010,355100,02,279261,301
2010,355100,03,-66932,-100
2010,355100,04,-144830,-101
2010,355100,05,13608,191
2010,355100,06,75953,302
2010,355100,07,857094,1445
2010,355100,08,-4564,31
2010,355100,09,-30231,-606
2010,355170,01,-27227,-29
2010,355170,02,-35921,-55
2010,355170,03,216177,555
2010,355170,04,163918,331
2010,355170,05,-480009,-179
2010,355170,06,-33580,152
2010,355170,07,1200483,1729
2010,355170,08,3509,27
2010,355170,09,-197560,36
2010,355220,01,12227,14
2010,355220,02,188627,267
2010,355220,03,-63529,-21
2010,355220,04,-155739,52
2010,355220,05,-439031,21
2010,355220,06,534593,1324
2010,355220,07,7265992,10463
2010,355220,08,481453,630
2010,355220,09,68050,900
2010,355240,01,353,5
2010,355240,02,-24796,5
2010,355240,03,-83015,-44
2010,355240,04,-72204,5
2010,355240,05,139099,287
2010,355240,06,253866,502
2010,355240,07,1355522,2252
2010,355240,08,127747,156
2010,355240,09,369339,296
2010,355250,01,8849,16
2010,355250,02,-28418,-18
2010,355250,03,17289,51
2010,355250,04,-97788,-55
2010,355250,05,33970,159
2010,355250,06,62356,234
2010,355250,07,1499486,2496
2010,355250,08,-131217,32
2010,355250,09,-80910,260
2010,355280,01,-36901,-44
2010,355280,02,31138,146
2010,355280,03,-176666,-185
2010,355280,04,-121411,-112
2010,355280,05,-237602,84
2010,355280,06,308588,685
2010,355280,07,1880077,2800
2010,355280,08,51027,138
2010,355280,09,38442,238
2010,355410,01,-29182,-23
2010,355410,02,-76927,-113
2010,355410,03,-25878,10
2010,355410,04,-263563,-405
2010,355410,05,-27721,406
2010,355410,06,63713,281
2010,355410,07,1869339,2891
2010,355410,08,226376,269
2010,355410,09,955369,502
2010,355620,01,9119,14
2010,355620,02,30720,79
2010,355620,03,-28342,11
2010,355620,04,-115061,-19
2010,355620,05,31447,249
2010,355620,06,-13558,137
2010,355620,07,571737,1240
2010,355620,08,-65887,43
2010,355620,09,921036,295
2010,355670,01,4734,10
2010,355670,02,-22143,19
2010,355670,03,-41476,0
2010,355670,04,104843,371
2010,355670,05,-97986,58
2010,355670,06,147897,298
2010,355670,07,744476,1415
2010,355670,08,-49497,43
2010,355670,09,417103,206
2010,410180,01,1502,6
2010,410180,02,81999,110
2010,410180,03,842508,598
2010,410180,04,1540914,1222
2010,410180,05,558150,551
2010,410180,06,706530,684
2010,410180,07,5208732,4208
2010,410180,08,115445,120
2010,410180,09,813468,285
2010,410480,01,23421,43
2010,410480,02,271648,471
2010,410480,03,172127,399
2010,410480,04,90190,549
2010,410480,05,25083,508
2010,410480,06,-86403,349
2010,410480,07,1036780,3339
2010,410480,08,-109880,234
2010,410480,09,85022,397
2010,410690,01,55970,128
2010,410690,02,465874,1154
2010,410690,03,-982498,-356
2010,410690,04,-789306,795
2010,410690,05,-684292,3000
2010,410690,06,-18235,2816
2010,410690,07,8589865,23591
2010,410690,08,620113,2748
2010,410690,09,3136748,5263
2010,410830,01,-5102,0
2010,410830,02,-19710,24
2010,410830,03,-117948,-86
2010,410830,04,-43460,76
2010,410830,05,25858,263
2010,410830,06,273849,683
2010,410830,07,832375,2100
2010,410830,08,30574,178
2010,410830,09,157661,404
2010,410940,01,4690,8
2010,410940,02,103569,164
2010,410940,03,-123759,-150
2010,410940,04,54273,56
2010,410940,05,461896,707
2010,410940,06,95761,215
2010,410940,07,384430,826
2010,410940,08,11394,65
2010,410940,09,4723,107
2010,411370,01,18788,33
2010,411370,02,253789,495
2010,411370,03,-192614,49
2010,411370,04,37185,550
2010,411370,05,-125409,1006
2010,411370,06,-320445,977
2010,411370,07,641057,6111
2010,411370,08,-36781,647
2010,411370,09,329904,1289
2010,411520,01,-29602,-25
2010,411520,02,43475,291
2010,411520,03,-229383,-170
2010,411520,04,-528,496
2010,411520,05,47661,789
2010,411520,06,-241569,434
2010,411520,07,1280176,4879
2010,411520,08,10653,527
2010,411520,09,10551,873
2010,411820,01,5777,1
2010,411820,02,-5900,6
2010,411820,03,-13005,11
2010,411820,04,37372,113
2010,411820,05,-90172,41
2010,411820,06,-4721,118
2010,411820,07,90175,713
2010,411820,08,12584,74
2010,411820,09,-244399,63
2010,411915,01,451,8
2010,411915,02,63313,115
2010,411915,03,38627,54
2010,411915,04,246795,441
2010,411915,05,502979,734
2010,411915,06,242805,388
2010,411915,07,1417080,2222
2010,411915,08,-24291,78
2010,411915,09,346648,267
2010,411990,01,-2276,0
2010,411990,02,37670,70
2010,411990,03,-97601,-97
2010,411990,04,-81130,11
2010,411990,05,-371744,-135
2010,411990,06,101144,358
2010,411990,07,2557523,3886
2010,411990,08,87121,175
2010,411990,09,14161,258
2010,412550,01,5751,11
2010,412550,02,-77923,179
2010,412550,03,-835937,-186
2010,412550,04,-514681,-16
2010,412550,05,-1123445,-175
2010,412550,06,-801538,593
2010,412550,07,-1839612,2420
2010,412550,08,-226326,195
2010,412550,09,-1279914,538
2010,412770,01,-3875,15
2010,412770,02,-7743,13
2010,412770,03,5346,51
2010,412770,04,38971,221
2010,412770,05,46034,186
2010,412770,06,89788,376
2010,412770,07,489181,1259
2010,412770,08,-31115,58
2010,412770,09,418651,161
2010,420240,01,1458,18
2010,420240,02,195219,230
2010,420240,03,-185369,-61
2010,420240,04,276828,949
2010,420240,05,-109944,687
2010,420240,06,-252927,835
2010,420240,07,490605,3557
2010,420240,08,-418403,532
2010,420240,09,-2152472,476
2010,420290,01,11529,9
2010,420290,02,-44206,-30
2010,420290,03,-66567,39
2010,420290,04,245793,538
2010,420290,05,-387877,-134
2010,420290,06,71762,419
2010,420290,07,713743,1479
2010,420290,08,24718,156
2010,420290,09,-163635,112
2010,420420,01,1328,1
2010,420420,02,-5249,49
2010,420420,03,-80156,-28
2010,420420,04,109631,270
2010,420420,05,73303,421
2010,420420,06,-28807,369
2010,420420,07,1225875,2726
2010,420420,08,-27839,229
2010,420420,09,286703,383
2010,420460,01,-9392,-11
2010,420460,02,85304,143
2010,420460,03,-67055,14
2010,420460,04,-8945,98
2010,420460,05,-154725,104
2010,420460,06,57317,390
2010,420460,07,1151464,2778
2010,420460,08,186563,361
2010,420460,09,-34813,289
2010,420540,01,13010,46
2010,420540,02,-66496,110
2010,420540,03,-109927,56
