Ano,Município,Grau Instrução,Salário,SaldoMov
2015,412770,03,-162517,-113
2015,412770,04,-511669,-346
2015,412770,05,-526724,-335
2015,412770,06,-753736,-414
2015,412770,07,-1539621,-455
2015,412770,08,-165823,-13
2015,412770,09,-630735,-26
2015,420240,01,-45935,-27
2015,420240,02,-473254,-268
2015,420240,03,-743544,-420
2015,420240,04,-2168204,-1135
2015,420240,05,-3138049,-1195
2015,420240,06,-2727603,-1255
2015,420240,07,-6456786,-1055
2015,420240,08,-1976648,95
2015,420240,09,-7129590,-78
2015,420290,01,-14252,-4
2015,420290,02,-213435,-121
2015,420290,03,-295181,-182
2015,420290,04,-739775,-356
2015,420290,05,-2029791,-1069
2015,420290,06,-972949,-367
2015,420290,07,-2739369,-835
2015,420290,08,-276193,-22
2015,420290,09,-1101323,-68
2015,420420,01,80177,111
2015,420420,02,-246210,-171
2015,420420,03,-332421,-209
2015,420420,04,-923644,-525
2015,420420,05,-1890833,-1018
2015,420420,06,-621365,-183
2015,420420,07,-3482653,-820
2015,420420,08,-542473,18
2015,420420,09,-1061374,153
2015,420460,01,-21774,-24
2015,420460,02,-51798,-3
2015,420460,03,-362168,-229
2015,420460,04,-653884,-367
2015,420460,05,-1111612,-605
2015,420460,06,-631116,-297
2015,420460,07,-1662220,-147
2015,420460,08,-294529,-30
2015,420460,09,-1522749,-110
2015,420540,01,-66500,-15
2015,420540,02,-678988,-163
2015,420540,03,-1160229,-415
2015,420540,04,-2262477,-441
2015,420540,05,-3760485,-1292
2015,420540,06,-2069195,-444
2015,420540,07,-9817220,334
2015,420540,08,-1729492,196
2015,420540,09,-10252910,-391
2015,420820,01,-6917,-2
2015,420820,02,-288624,-106
2015,420820,03,-318755,-119
2015,420820,04,-638478,-9
2015,420820,05,-2185087,-652
2015,420820,06,-1292626,-418
2015,420820,07,-7884388,-774
2015,420820,08,-1442809,-215
2015,420820,09,-2465217,-72
2015,420890,01,-4882,-6
2015,420890,02,-151379,-73
2015,420890,03,-243570,-120
2015,420890,04,-766983,-341
2015,420890,05,-1337200,-493
2015,420890,06,-1224265,-362
2015,420890,07,-5436045,-1266
2015,420890,08,-689489,-100
2015,420890,09,-3705127,-485
2015,420910,01,-60409,-14
2015,420910,02,-520036,-212
2015,420910,03,-723222,-381
2015,420910,04,-2118652,-995
2015,420910,05,-6914090,-2762
2015,420910,06,-3144147,-1314
2015,420910,07,-16751097,-3936
2015,420910,08,-1746894,79
2015,420910,09,-9907482,-723
2015,420930,01,-18816,-15
2015,420930,02,-90275,-68
2015,420930,03,-224133,-167
2015,420930,04,-220533,-140
2015,420930,05,-598732,-388
2015,420930,06,-134673,66
2015,420930,07,-1333069,-240
2015,420930,08,-176317,19
2015,420930,09,-611157,-57
2015,421660,01,-90606,-49
2015,421660,02,-325897,-215
2015,421660,03,-1125928,-573
2015,421660,04,-1055307,-323
2015,421660,05,-1996497,-1342
2015,421660,06,-714438,-367
2015,421660,07,-4122722,-1011
2015,421660,08,-525851,-70
2015,421660,09,-1590574,18
2015,430210,01,-19716,-15
2015,430210,02,-62963,-2
2015,430210,03,-137336,-70
2015,430210,04,-921382,-487
2015,430210,05,-1214115,-554
2015,430210,06,-727639,-423
2015,430210,07,-1517111,-54
2015,430210,08,-790007,-148
2015,430210,09,-1411161,-145
2015,430310,01,-19174,-23
2015,430310,02,-95553,-72
2015,430310,03,-198417,-160
2015,430310,04,-595799,-578
2015,430310,05,-324553,123
2015,430310,06,-686293,-400
2015,430310,07,-2307911,-915
2015,430310,08,-870478,-298
2015,430310,09,-967660,-31
2015,430460,01,-3631,2
2015,430460,02,-253966,-185
2015,430460,03,-341087,-222
2015,430460,04,-986036,-687
2015,430460,05,-1493180,-781
2015,430460,06,-966477,-483
2015,430460,07,-4206511,-1767
2015,430460,08,-885134,-94
2015,430460,09,-1939715,-234
2015,430510,01,-50368,-21
2015,430510,02,-508716,-245
2015,430510,03,-520870,-258
2015,430510,04,-3167822,-1616
2015,430510,05,-7198758,-3301
2015,430510,06,-3212276,-1547
2015,430510,07,-14531876,-4824
2015,430510,08,-4591945,-1035
2015,430510,09,-9791932,-1233
2015,430920,01,-2903,2
2015,430920,02,-64366,-11
2015,430920,03,-230237,-121
2015,430920,04,-404387,-186
2015,430920,05,-1204600,-718
2015,430920,06,-794869,-565
2015,430920,07,-4361645,-2034
2015,430920,08,-453027,-54
2015,430920,09,-924192,-117
2015,430930,01,-1170,-1
2015,430930,02,-162527,-74
2015,430930,03,-176826,-84
2015,430930,04,-1342035,-532
2015,430930,05,-1555310,-628
2015,430930,06,-729808,-271
2015,430930,07,-5013348,-1751
2015,430930,08,-120183,-17
2015,430930,09,-310955,154
2015,431340,01,-8360,-5
2015,431340,02,-225057,-151
2015,431340,03,-714682,-489
2015,431340,04,-1374758,-885
2015,431340,05,-1441810,-854
2015,431340,06,-504365,-108
2015,431340,07,-3332884,-1065
2015,431340,08,-607101,75
2015,431340,09,-576223,5
2015,431410,01,-692,0
2015,431410,02,-141148,-75
2015,431410,03,-8027,17
2015,431410,04,-592268,-366
2015,431410,05,-573281,-269
2015,431410,06,-563649,-293
2015,431410,07,-2152953,-401
2015,431410,08,-374529,61
2015,431410,09,-822741,86
2015,431440,01,-29951,-25
2015,431440,02,-165982,-175
2015,431440,03,-139914,-104
2015,431440,04,-770290,-695
2015,431440,05,-789765,-716
2015,431440,06,-375468,-312
2015,431440,07,-1296679,-582
2015,431440,08,-221365,-47
2015,431440,09,-1133730,-197
2015,431490,01,-72600,-2
2015,431490,02,-949187,-576
2015,431490,03,-1335912,-1027
2015,431490,04,-5242226,-3207
2015,431490,05,-6625657,-3715
2015,431490,06,-6931255,-3048
2015,431490,07,-24445864,-6502
2015,431490,08,-6482625,-591
2015,431490,09,-19846319,-882
2015,431560,01,-4952,-3
2015,431560,02,-311158,-143
2015,431560,03,-303506,-136
2015,431560,04,-855651,-477
2015,431560,05,-1020365,-412
2015,431560,06,-564511,-442
2015,431560,07,-6576528,-1561
2015,431560,08,-459510,-65
2015,431560,09,-4418707,-339
2015,431680,01,-12935,-11
2015,431680,02,-84623,-34
2015,431680,03,-11358,25
2015,431680,04,-673268,-537
2015,431680,05,-843953,-531
2015,431680,06,-170893,0
2015,431680,07,-1492222,-497
2015,431680,08,-579400,-74
2015,431680,09,-1282731,-15
2015,431690,01,-7823,-6
2015,431690,02,-75767,-69
2015,431690,03,-83021,-66
2015,431690,04,-437846,-338
2015,431690,05,-559737,-420
2015,431690,06,-145368,94
2015,431690,07,-1648738,-454
2015,431690,08,-292695,44
2015,431690,09,-759769,-89
2015,431870,01,1525,5
2015,431870,02,-174317,-111
2015,431870,03,-207256,-116
2015,431870,04,-688061,-491
2015,431870,05,-1257222,-648
2015,431870,06,-788801,-558
2015,431870,07,-3106236,-912
2015,431870,08,-430299,-56
2015,431870,09,-1567662,-131
2015,432200,01,-5388,-3
2015,432200,02,-10172,-12
2015,432200,03,-36861,-20
2015,432200,04,-101317,-83
2015,432200,05,-772,23
2015,432200,06,-26623,-33
2015,432200,07,-69875,203
2015,432200,08,-348742,-35
2015,432200,09,-634326,-53
2015,500270,01,15220,37
2015,500270,02,-731230,-590
2015,500270,03,-585826,-457
2015,500270,04,-1508145,-897
2015,500270,05,-1723869,-1104
2015,500270,06,-1812882,-1144
2015,500270,07,-6550846,-2961
2015,500270,08,-1378972,-149
2015,500270,09,-5322820,-1286
2015,500370,01,-3785,-1
2015,500370,02,-123148,-29
2015,500370,03,-179172,-115
2015,500370,04,-152190,-93
2015,500370,05,-610516,-463
2015,500370,06,-554735,-349
2015,500370,07,-722894,-267
2015,500370,08,-171841,21
2015,500370,09,353118,145
2015,500830,01,-1917,4
2015,500830,02,3292,1
2015,500830,03,-83935,-69
2015,500830,04,-291048,-135
2015,500830,05,-868775,-496
2015,500830,06,-294552,-158
2015,500830,07,-2168273,-629
2015,500830,08,-180683,-13
2015,500830,09,-757162,-139
2015,510340,01,-71005,-50
2015,510340,02,-1009525,-696
2015,510340,03,-610883,-355
2015,510340,04,-2101167,-1404
2015,510340,05,-2083082,-1314
2015,510340,06,-1895843,-951
2015,510340,07,-7619806,-2495
2015,510340,08,-1217698,-235
2015,510340,09,-6658075,-552
2015,510760,01,-72607,-65
2015,510760,02,-214791,-140
2015,510760,03,-45216,-16
2015,510760,04,-838937,-473
2015,510760,05,-806558,-121
2015,510760,06,-1115355,-619
2015,510760,07,-3574549,-656
2015,510760,08,-394962,-16
2015,510760,09,-1026510,-20
2015,510840,01,-25552,-27
2015,510840,02,-108922,-78
2015,510840,03,-181688,-116
2015,510840,04,-331679,-215
2015,510840,05,-458036,-228
2015,510840,06,-505360,-287
2015,510840,07,-1768518,-538
2015,510840,08,-226790,-20
2015,510840,09,-500670,6
2015,520110,01,-35067,-36
2015,520110,02,-335460,-240
2015,520110,03,-187992,-128
2015,520110,04,-550806,-264
2015,520110,05,-491648,-296
2015,520110,06,-1925274,-1339
2015,520110,07,-1741847,283
2015,520110,08,-431465,1
2015,520110,09,-382275,187
2015,520140,01,4603,12
2015,520140,02,-631361,-385
2015,520140,03,-794680,-619
2015,520140,04,-1525103,-1174
2015,520140,05,-1969705,-1227
2015,520140,06,-2454248,-1617
2015,520140,07,-5863859,-2635
2015,520140,08,-656645,-175
2015,520140,09,-1729244,-188
2015,520510,01,-471,3
2015,520510,02,-64147,-47
2015,520510,03,18540,-17
2015,520510,04,-52020,-77
2015,520510,05,-422930,-223
2015,520510,06,-333419,-176
2015,520510,07,-2010994,-721
2015,520510,08,-159991,-19
2015,520510,09,-901201,-99
2015,520870,01,-162586,-117
2015,520870,02,-2073438,-1069
2015,520870,03,-1836596,-1221
2015,520870,04,-3861863,-2281
2015,520870,05,-5444657,-3159
2015,520870,06,-6180040,-3434
2015,520870,07,-16693741,-1757
2015,520870,08,-2716826,-443
2015,520870,09,-6973475,483
2015,521880,01,-38429,-23
2015,521880,02,-523995,-426
2015,521880,03,-176846,-38
2015,521880,04,-818203,-420
2015,521880,05,-778853,-313
2015,521880,06,-788502,-309
2015,521880,07,-1259835,-233
2015,521880,08,-196129,-51
2015,521880,09,-410581,24
2015,530010,01,-204091,-195
2015,530010,02,-3681480,-2761
2015,530010,03,-2166190,-1642
2015,530010,04,-5321932,-3539
2015,530010,05,-8465658,-5600
2015,530010,06,-6413543,-4427
2015,530010,07,-17743713,-6589
2015,530010,08,-1870883,89
2015,530010,09,2027987,4710
2016,110020,01,-77195,-50
2016,110020,02,-1119731,-620
2016,110020,03,-971081,-570
2016,110020,04,-3260514,-1793
2016,110020,05,-2733808,-1570
2016,110020,06,-1927111,-957
2016,110020,07,-9195141,-3645
2016,110020,08,-609784,-185
2016,110020,09,-2623877,-337
2016,120040,01,-34542,-29
2016,120040,02,-264621,-227
2016,120040,03,-128321,-100
2016,120040,04,-243921,-163
2016,120040,05,-171896,-130
2016,120040,06,-323270,-228
2016,120040,07,-2089248,-1168
2016,120040,08,-73076,64
2016,120040,09,-837709,28
2016,130260,01,-20821,-8
2016,130260,02,-771775,-587
2016,130260,03,-462796,-326
2016,130260,04,-2559769,-1673
2016,130260,05,-3761750,-2726
2016,130260,06,-3105488,-2517
2016,130260,07,-21283699,-8480
2016,130260,08,-3530136,-970
2016,130260,09,-14600666,-1732
2016,140010,01,4187,6
2016,140010,02,-43341,-29
2016,140010,03,-31743,-22
2016,140010,04,-84974,-24
2016,140010,05,-212122,-175
2016,140010,06,123020,-164
2016,140010,07,-1081896,-565
2016,140010,08,-49830,66
2016,140010,09,-198099,116
2016,150080,01,-16664,-11
2016,150080,02,-258165,-210
2016,150080,03,-286861,-238
2016,150080,04,-41102,55
2016,150080,05,-610631,-540
2016,150080,06,-406294,-209
2016,150080,07,-1233728,-551
2016,150080,08,-170198,-40
2016,150080,09,-415734,76
2016,150140,01,-136525,-102
2016,150140,02,-706618,-559
2016,150140,03,-641829,-484
2016,150140,04,-1707685,-1242
2016,150140,05,-3799644,-2767
2016,150140,06,-2038375,-1045
2016,150140,07,-7961558,-3236
2016,150140,08,-865179,-124
2016,150140,09,-4173714,-249
2016,150420,01,-16535,-18
2016,150420,02,-269301,-189
2016,150420,03,-205457,-154
2016,150420,04,-545248,-381
2016,150420,05,-561039,-380
2016,150420,06,-485644,-327
2016,150420,07,-2574971,-1047
2016,150420,08,-238013,-83
2016,150420,09,-962359,-116
2016,150553,01,-19350,-19
2016,150553,02,-203347,-122
2016,150553,03,-191968,-116
2016,150553,04,-336524,-180
2016,150553,05,-825410,-481
2016,150553,06,-485978,-267
2016,150553,07,-2459225,-753
2016,150553,08,-28774,6
2016,150553,09,-999944,-40
2016,150810,01,4235,5
2016,150810,02,-5156,-5
2016,150810,03,-1084,-15
2016,150810,04,-24265,-20
2016,150810,05,-36049,-50
2016,150810,06,-60370,-58
2016,150810,07,-172803,-67
2016,150810,08,-3836,3
2016,150810,09,73589,31
2016,160030,01,936,-2
2016,160030,02,-180170,-128
2016,160030,03,-74531,-53
2016,160030,04,-232265,-170
2016,160030,05,-258762,-154
2016,160030,06,-378863,-285
2016,160030,07,-2561881,-1330
2016,160030,08,-247189,-90
2016,160030,09,-907872,-68
2016,172100,01,-36591,-34
2016,172100,02,-81785,9
2016,172100,03,-54714,-27
2016,172100,04,-238859,-183
2016,172100,05,-453080,-314
2016,172100,06,-369028,-184
2016,172100,07,-2949297,-1345
2016,172100,08,-124461,-26
2016,172100,09,-2256152,-478
2016,210530,01,-13777,-15
2016,210530,02,-70029,-48
2016,210530,03,-67280,-46
2016,210530,04,-322336,-243
2016,210530,05,-287466,-169
2016,210530,06,-287396,-115
2016,210530,07,-1157644,7
2016,210530,08,-62851,22
2016,210530,09,-298136,84
2016,211130,01,-50729,-36
2016,211130,02,-834272,-609
2016,211130,03,-418666,-355
2016,211130,04,-1481480,-1095
2016,211130,05,-2862047,-1627
2016,211130,06,-1232167,-865
2016,211130,07,-12518993,-5728
2016,211130,08,-345556,165
2016,211130,09,-4452565,557
2016,221100,01,-143549,-135
2016,221100,02,-1353735,-1144
2016,221100,03,-1472251,-1369
2016,221100,04,-2218693,-1955
2016,221100,05,-1897328,-1519
2016,221100,06,-1685025,-1452
2016,221100,07,-3492260,-1526
2016,221100,08,-475934,-144
2016,221100,09,-1738700,10
2016,230370,01,-24438,-22
2016,230370,02,-220307,-190
2016,230370,03,-156576,-123
2016,230370,04,-421023,-273
2016,230370,05,-757301,-489
2016,230370,06,-160865,-37
2016,230370,07,-8634970,-2822
2016,230370,08,-28577,51
2016,230370,09,-1867920,-72
2016,230440,01,-112406,-42
2016,230440,02,-2463578,-1700
2016,230440,03,-1351964,-972
2016,230440,04,-2830284,-2015
2016,230440,05,-4792957,-3717
2016,230440,06,-2870540,-1862
2016,230440,07,-19935225,-5071
2016,230440,08,-4198675,-756
2016,230440,09,-13306254,-1225
2016,230765,01,-3971,-2
2016,230765,02,-136653,-72
2016,230765,03,-51724,-39
2016,230765,04,-289421,-162
2016,230765,05,-343212,-91
2016,230765,06,-318485,-166
2016,230765,07,-3205053,-1403
2016,230765,08,-363177,-21
2016,230765,09,-539865,-81
2016,240800,01,-58794,-65
2016,240800,02,-279382,-231
2016,240800,03,-119049,-103
2016,240800,04,-285498,-173
2016,240800,05,-646341,-540
2016,240800,06,-217285,-19
2016,240800,07,-3589947,-1587
2016,240800,08,-167921,-31
2016,240800,09,-1386852,-321
2016,240810,01,-180361,-176
2016,240810,02,-1498157,-1331
2016,240810,03,-459408,-373
2016,240810,04,-1078472,-868
2016,240810,05,-1860055,-1695
2016,240810,06,-1301141,-1054
2016,240810,07,-7585043,-4489
2016,240810,08,-500038,-94
2016,240810,09,-4118545,-157
2016,250400,01,-43613,-46
2016,250400,02,-186777,-153
2016,250400,03,-124309,-89
2016,250400,04,-429536,-361
2016,250400,05,-456628,-384
2016,250400,06,-457064,-401
2016,250400,07,-1141681,-440
2016,250400,08,-443569,-109
2016,250400,09,-705417,2
2016,250750,01,-53638,-58
2016,250750,02,-1144211,-966
2016,250750,03,-702178,-541
2016,250750,04,-1606535,-1137
2016,250750,05,-1531456,-1087
2016,250750,06,-928297,-719
2016,250750,07,-6056213,-3446
2016,250750,08,-797013,-423
2016,250750,09,-2452230,-33
2016,260290,01,-197661,-220
2016,260290,02,-40127,-47
2016,260290,03,-70229,-61
2016,260290,04,-466585,-403
2016,260290,05,-562115,-444
2016,260290,06,-322789,-279
2016,260290,07,-2158102,-995
2016,260290,08,-325780,-99
2016,260290,09,-1452254,-54
2016,260410,01,-61705,-61
2016,260410,02,-244362,-230
2016,260410,03,-182451,-153
2016,260410,04,-629700,-504
2016,260410,05,-618012,-493
2016,260410,06,-609863,-496
2016,260410,07,-2667879,-1288
2016,260410,08,-196474,-28
2016,260410,09,-1007314,-3
2016,260720,01,-27729,-25
2016,260720,02,952,13
2016,260720,03,-70085,-48
2016,260720,04,-162096,-76
2016,260720,05,-287627,-158
2016,260720,06,-70170,-39
2016,260720,07,-535661,608
2016,260720,08,-345488,-80
2016,260720,09,-1523643,-137
2016,260790,01,-62243,-43
2016,260790,02,-293303,-213
2016,260790,03,-187330,-97
2016,260790,04,-501879,-452
2016,260790,05,-734206,-498
2016,260790,06,-519276,-394
2016,260790,07,-5380962,-1238
2016,260790,08,-659505,-111
2016,260790,09,-1881330,-224
2016,260960,01,-15308,-15
2016,260960,02,-207991,-165
2016,260960,03,-435261,-369
2016,260960,04,-178647,-95
2016,260960,05,-736567,-575
2016,260960,06,-898336,-723
2016,260960,07,-2032400,-1363
2016,260960,08,-472469,-214
2016,260960,09,-977701,-158
2016,261110,01,-35341,-34
2016,261110,02,-617627,-497
2016,261110,03,-207264,-171
2016,261110,04,-379568,-286
2016,261110,05,-61121,53
2016,261110,06,-297791,-156
2016,261110,07,-1421359,-437
2016,261110,08,-52574,25
2016,261110,09,-467482,52
2016,261160,01,-138021,-103
2016,261160,02,-2956730,-2055
2016,261160,03,-1705994,-1083
2016,261160,04,-3923962,-2532
2016,261160,05,-4934075,-3306
2016,261160,06,-4063227,-3030
2016,261160,07,-24071698,-10633
2016,261160,08,-4119406,-1513
2016,261160,09,-17996523,-1923
2016,270430,01,-236365,-50
2016,270430,02,-1510992,-875
2016,270430,03,-573108,-362
2016,270430,04,-1528535,-849
2016,270430,05,-1895597,-1216
2016,270430,06,-1982045,-1074
2016,270430,07,-7570036,-2588
2016,270430,08,-767683,-54
2016,270430,09,-2616459,-79
2016,280030,01,-81699,-71
2016,280030,02,-1128517,-753
2016,280030,03,-673481,-549
2016,280030,04,-1545822,-1107
2016,280030,05,-1602126,-1377
2016,280030,06,-1389018,-1102
2016,280030,07,-5269183,-2530
2016,280030,08,-857405,-393
2016,280030,09,-3421749,-184
2016,290570,01,-12075,-2
2016,290570,02,-441692,-373
2016,290570,03,-368531,-241
2016,290570,04,-516481,-327
2016,290570,05,-968109,-556
2016,290570,06,-427370,-246
2016,290570,07,-7045373,-2271
2016,290570,08,-582569,-104
2016,290570,09,-3433698,-374
2016,291080,01,-92208,-79
2016,291080,02,-391997,-278
2016,291080,03,-282814,-198
2016,291080,04,-657048,-477
2016,291080,05,-1119030,-820
2016,291080,06,-975786,-622
2016,291080,07,-6235526,-3386
2016,291080,08,-557840,-107
2016,291080,09,-1169179,-35
2016,291920,01,-67333,-58
2016,291920,02,-468873,-410
2016,291920,03,-280636,-261
2016,291920,04,-954707,-820
2016,291920,05,-1468377,-1373
2016,291920,06,-796896,-901
2016,291920,07,-7531419,-6469
2016,291920,08,-270602,-29
2016,291920,09,-1959807,353
2016,292740,01,25460,28
2016,292740,02,-2943653,-1842
2016,292740,03,-2063653,-1315
2016,292740,04,-4525424,-3024
2016,292740,05,-5483913,-3458
2016,292740,06,-4938663,-3297
2016,292740,07,-31985198,-13210
2016,292740,08,-3196632,-980
2016,292740,09,-18995174,-1083
2016,292920,01,-1834,-2
2016,292920,02,-18218,-23
2016,292920,03,-59533,-49
2016,292920,04,-65949,-66
2016,292920,05,-25602,-19
2016,292920,06,-33198,-29
2016,292920,07,-382571,-138
2016,292920,08,-30399,-12
2016,292920,09,-368591,-49
2016,293070,01,-3234,-3
2016,293070,02,-202071,-114
2016,293070,03,-105196,-49
2016,293070,04,-257483,-134
2016,293070,05,-229148,-29
2016,293070,06,-410366,-222
2016,293070,07,-3326139,-1107
2016,293070,08,-231646,-36
2016,293070,09,-1559294,-253
2016,293330,01,-14562,-16
2016,293330,02,-228570,-202
2016,293330,03,-67410,-38
2016,293330,04,-140088,-79
2016,293330,05,-534718,-403
2016,293330,06,-264422,-185
2016,293330,07,-1014398,-536
2016,293330,08,-70587,-12
2016,293330,09,-196951,160
2016,310400,01,-13108,-8
2016,310400,02,-9060,5
2016,310400,03,-9196,29
2016,310400,04,-171288,-71
2016,310400,05,-280976,-66
2016,310400,06,-37560,148
2016,310400,07,-1075401,241
2016,310400,08,-130943,11
2016,310400,09,-1121969,40
2016,310620,01,-119073,-74
2016,310620,02,-7521015,-4578
2016,310620,03,-5851913,-3793
2016,310620,04,-12981863,-9046
2016,310620,05,-13328962,-8138
2016,310620,06,-9580786,-5786
2016,310620,07,-33501669,-5778
2016,310620,08,-5572061,-500
2016,310620,09,-52336294,-3550
2016,310670,01,-70852,-61
2016,310670,02,-721759,-327
2016,310670,03,-1815875,-309
2016,310670,04,-2027004,-573
2016,310670,05,-11172294,-2030
2016,310670,06,-8282657,-981
2016,310670,07,-38345535,-3369
2016,310670,08,-3203975,-229
2016,310670,09,-9101567,-578
2016,311860,01,-1206,-1
2016,311860,02,-785914,-525
2016,311860,03,-1171838,-810
2016,311860,04,-1950851,-1140
2016,311860,05,-4019841,-2242
2016,311860,06,-2488460,-1362
2016,311860,07,-12296341,-3717
2016,311860,08,-1630224,-181
2016,311860,09,-6105338,-604
2016,312230,01,-3737,-1
2016,312230,02,-138869,-100
2016,312230,03,-98665,-48
2016,312230,04,-432234,-306
2016,312230,05,-1014868,-662
2016,312230,06,-564315,-363
2016,312230,07,-557043,406
2016,312230,08,-81268,105
2016,312230,09,-1540150,-43
2016,312510,01,-3772,-6
2016,312510,02,-9621,-4
2016,312510,03,-83840,-66
2016,312510,04,-92089,-53
2016,312510,05,-106358,9
2016,312510,06,-152103,17
2016,312510,07,-266562,311
2016,312510,08,48310,59
2016,312510,09,-792068,-44
2016,312770,01,-25006,-23
2016,312770,02,-234848,-180
2016,312770,03,-168668,-132
2016,312770,04,-379193,-295
2016,312770,05,-495918,-374
2016,312770,06,-347591,-239
2016,312770,07,-2065765,-1191
2016,312770,08,-110192,6
2016,312770,09,-939746,-146
2016,313130,01,-9788,-7
2016,313130,02,-244929,-162
2016,313130,03,-230582,-112
2016,313130,04,-815142,-518
2016,313130,05,-929038,-617
2016,313130,06,-632790,-454
2016,313130,07,-1879185,-708
2016,313130,08,-230090,-23
2016,313130,09,-2270163,-269
2016,313170,01,-10420,-6
2016,313170,02,-173294,-129
2016,313170,03,-121652,-88
2016,313170,04,-496330,-308
2016,313170,05,-487850,-260
2016,313170,06,-684342,-462
2016,313170,07,-2891841,-1199
2016,313170,08,-105546,-25
2016,313170,09,-1006658,-153
2016,313670,01,425,5
2016,313670,02,-380803,-271
2016,313670,03,-773129,-548
2016,313670,04,-563015,-417
2016,313670,05,-1375228,-1023
2016,313670,06,-554457,-411
2016,313670,07,-2726300,-1108
2016,313670,08,9471,150
2016,313670,09,-942470,-127
2016,314330,01,-20282,-19
2016,314330,02,-173927,-139
2016,314330,03,-203228,-177
2016,314330,04,-325483,-272
2016,314330,05,-547044,-428
2016,314330,06,-275469,-273
2016,314330,07,-1281714,-536
2016,314330,08,-173602,-32
2016,314330,09,-305669,-34
2016,314480,01,-3972,-2
2016,314480,02,-92883,-6
2016,314480,03,-428031,-212
2016,314480,04,-612288,-316
2016,314480,05,-806519,-361
2016,314480,06,-372940,-83
2016,314480,07,-1947211,-166
2016,314480,08,-222075,77
2016,314480,09,-5113032,-221
2016,314610,01,7914,5
2016,314610,02,36631,7
2016,314610,03,-85793,-59
2016,314610,04,17030,7
2016,314610,05,-106270,-81
2016,314610,06,-65089,-28
2016,314610,07,-183232,87
2016,314610,08,-64775,-4
2016,314610,09,-653781,-76
2016,315180,01,1490,3
2016,315180,02,-205946,-24
2016,315180,03,-131004,-102
2016,315180,04,-233989,-171
2016,315180,05,-545127,-304
2016,315180,06,-385822,-284
2016,315180,07,-944943,-25
2016,315180,08,-12939,82
2016,315180,09,-1478580,-14
2016,315250,01,5639,9
2016,315250,02,-118236,-77
2016,315250,03,-81092,-28
2016,315250,04,-316014,-217
2016,315250,05,-741245,-471
2016,315250,06,-424014,-257
2016,315250,07,-1446476,-637
2016,315250,08,-220476,-40
2016,315250,09,-312407,63
2016,316720,01,-7806,-5
2016,316720,02,-278885,-143
2016,316720,03,-396953,-206
2016,316720,04,-495311,-333
2016,316720,05,-1395173,-171
2016,316720,06,-1863344,-526
2016,316720,07,-7132195,-1096
2016,316720,08,-947163,-138
2016,316720,09,-2319733,-171
2016,317010,01,-17074,-16
2016,317010,02,-234613,-137
2016,317010,03,-678514,-430
2016,317010,04,-778723,-472
2016,317010,05,-1272711,-766
2016,317010,06,-995511,-536
2016,317010,07,-1932348,-275
2016,317010,08,-392443,-58
2016,317010,09,-1607231,-75
2016,317020,01,-7662,14
2016,317020,02,-319566,-152
2016,317020,03,-443710,-239
2016,317020,04,-1785701,-1119
2016,317020,05,-3198969,-1666
2016,317020,06,-2109517,-987
2016,317020,07,-4459008,1075
2016,317020,08,-1546779,170
2016,317020,09,-3956433,143
2016,317070,01,4880,4
2016,317070,02,-24627,-22
2016,317070,03,-75363,-74
2016,317070,04,-313811,-194
2016,317070,05,-416406,-233
2016,317070,06,-84645,44
2016,317070,07,-597194,69
2016,317070,08,32074,100
2016,317070,09,-519628,1
2016,320060,01,1082,3
2016,320060,02,-133214,-64
2016,320060,03,-111821,-54
2016,320060,04,-390035,-116
2016,320060,05,-579261,-76
2016,320060,06,-357096,-91
2016,320060,07,-2210313,6
2016,320060,08,-122641,-3
2016,320060,09,-683487,-77
2016,320120,01,-19667,-9
2016,320120,02,-246708,-126
2016,320120,03,-301643,-198
2016,320120,04,-549718,-379
2016,320120,05,-863643,-577
2016,320120,06,-709410,-472
2016,320120,07,-2053537,-839
2016,320120,08,-145689,-3
2016,320120,09,-753698,-50
2016,320130,01,-17550,-16
2016,320130,02,-100099,-65
2016,320130,03,-185986,-122
2016,320130,04,-570881,-432
2016,320130,05,-715906,-533
2016,320130,06,-480168,-335
2016,320130,07,-1874145,-752
2016,320130,08,-210629,-34
2016,320130,09,-604783,-43
2016,320320,01,-20807,-12
2016,320320,02,78665,32
2016,320320,03,-103472,-103
2016,320320,04,-524249,-349
2016,320320,05,-322808,-260
2016,320320,06,-631803,-469
2016,320320,07,-1740087,-826
2016,320320,08,-83945,-38
2016,320320,09,-994930,-18
2016,320430,01,-7521,-8
2016,320430,02,-605,0
2016,320430,03,-3142,-3
2016,320430,04,-4967,-5
2016,320430,05,-11491,-13
2016,320430,06,-22805,-20
2016,320430,07,1611,12
2016,320430,08,1869,2
2016,320430,09,-7191,-3
2016,320500,01,13078,30
2016,320500,02,-495559,-323
2016,320500,03,-650456,-404
2016,320500,04,-1449430,-897
2016,320500,05,-2410971,-1322
2016,320500,06,-1466965,-665
2016,320500,07,-11361692,-3633
2016,320500,08,-676287,-106
2016,320500,09,-3863263,-357
2016,320520,01,-23645,-20
2016,320520,02,-209622,-143
2016,320520,03,-292567,-207
2016,320520,04,-829948,-537
2016,320520,05,-1078889,-720
2016,320520,06,-1222311,-1063
2016,320520,07,-3790315,-1394
2016,320520,08,-470851,-97
2016,320520,09,-2352231,-188
2016,320530,01,-96698,-56
2016,320530,02,-402665,-333
2016,320530,03,-331636,-233
2016,320530,04,-1082399,-907
