Ano,Município,Faixa Empr Início Jan,Salário,SaldoMov
2008,353870,01,3683808,3248
2008,353870,02,-286703,-154
2008,353870,03,215961,609
2008,353870,04,-79908,454
2008,353870,05,-378459,296
2008,353870,06,222720,737
2008,353870,07,344401,708
2008,353870,08,-1201633,-181
2008,353870,09,-366448,212
2008,353980,01,1244598,1484
2008,353980,02,57024,90
2008,353980,03,269552,467
2008,353980,04,-224320,99
2008,353980,05,-128257,148
2008,353980,06,138716,115
2008,353980,07,720698,183
2008,353980,08,71633,192
2008,353980,09,1041573,2642
2008,354100,01,720105,1070
2008,354100,02,8624,73
2008,354100,03,38301,73
2008,354100,04,-132978,-10
2008,354100,05,-105164,-68
2008,354100,06,23323,168
2008,354100,07,-53966,16
2008,354140,01,1129389,1886
2008,354140,02,-402129,-165
2008,354140,03,-196504,-7
2008,354140,04,-278139,67
2008,354140,05,-53176,283
2008,354140,06,-12372,202
2008,354140,07,-144020,-101
2008,354140,08,495549,638
2008,354140,09,-340940,430
2008,354340,01,3780529,5775
2008,354340,02,-317147,153
2008,354340,03,-481476,-68
2008,354340,04,-209001,486
2008,354340,05,-32326,1127
2008,354340,06,-848429,726
2008,354340,07,-101156,556
2008,354340,08,301618,563
2008,354340,09,517632,1152
2008,354390,01,1088522,1761
2008,354390,02,45020,79
2008,354390,03,-70132,5
2008,354390,04,14237,164
2008,354390,05,-119796,294
2008,354390,06,-283619,-85
2008,354390,07,-124073,10
2008,354390,08,-45163,190
2008,354390,09,-2193755,-1628
2008,354520,01,437935,800
2008,354520,02,-57973,-55
2008,354520,03,-81170,-45
2008,354520,04,-37402,111
2008,354520,05,-5535,168
2008,354520,06,-293258,-242
2008,354520,07,-105535,-100
2008,354520,08,-73718,-14
2008,354520,09,140892,193
2008,354580,01,822788,1065
2008,354580,02,-104683,-30
2008,354580,03,-41858,136
2008,354580,04,-211671,45
2008,354580,05,-13788,242
2008,354580,06,-205348,-83
2008,354580,07,-401917,36
2008,354580,08,-486336,136
2008,354580,09,120399,588
2008,354730,01,1426803,1479
2008,354730,02,-171650,-8
2008,354730,03,-409221,-255
2008,354730,04,387749,558
2008,354730,05,-197388,119
2008,354730,06,163505,-111
2008,354730,07,125765,696
2008,354730,08,327861,578
2008,354730,09,-100677,-114
2008,354780,01,4002585,5310
2008,354780,02,-55341,-13
2008,354780,03,-36525,577
2008,354780,04,163343,615
2008,354780,05,224431,571
2008,354780,06,-1173015,-31
2008,354780,07,-1279427,1109
2008,354780,08,-1565425,-652
2008,354780,09,-442172,-178
2008,354850,01,2870717,3863
2008,354850,02,-498803,-122
2008,354850,03,-763450,126
2008,354850,04,-821277,396
2008,354850,05,-414637,866
2008,354850,06,-707171,372
2008,354850,07,27255,375
2008,354850,08,-180772,396
2008,354850,09,254026,463
2008,354870,01,3568607,4586
2008,354870,02,219015,227
2008,354870,03,159633,475
2008,354870,04,47301,773
2008,354870,05,-268363,939
2008,354870,06,-1600292,178
2008,354870,07,-715470,940
2008,354870,08,-631592,472
2008,354870,09,-1752908,2761
2008,354880,01,1554250,2156
2008,354880,02,-78314,9
2008,354880,03,-88466,102
2008,354880,04,-107887,205
2008,354880,05,-477739,-54
2008,354880,06,-852063,-98
2008,354880,07,26809,508
2008,354880,08,320721,686
2008,354880,09,-134081,-357
2008,354890,01,1178193,1654
2008,354890,02,-247816,-271
2008,354890,03,-56774,110
2008,354890,04,-212340,-152
2008,354890,05,-168728,-12
2008,354890,06,-164997,43
2008,354890,07,-14649,19
2008,354890,08,416642,706
2008,354890,09,-2079988,-1590
2008,354980,01,3561484,5706
2008,354980,02,-519206,-77
2008,354980,03,-344712,301
2008,354980,04,-492185,503
2008,354980,05,-1089,447
2008,354980,06,-492256,244
2008,354980,07,-521556,133
2008,354980,08,-571308,-443
2008,354980,09,-116449,-56
2008,354990,01,6889674,7401
2008,354990,02,-65386,187
2008,354990,03,-418227,502
2008,354990,04,139527,623
2008,354990,05,-402338,364
2008,354990,06,-264391,150
2008,354990,07,-527514,143
2008,354990,08,-229744,412
2008,354990,09,-2787435,3892
2008,355030,01,103462862,114203
2008,355030,02,-3444514,2884
2008,355030,03,-4036499,5752
2008,355030,04,-2016761,13821
2008,355030,05,-3810740,14530
2008,355030,06,-143886,18417
2008,355030,07,-4203357,12102
2008,355030,08,6309854,19080
2008,355030,09,6788207,31835
2008,355070,01,335553,609
2008,355070,02,-123886,-13
2008,355070,03,-50782,-49
2008,355070,04,-209015,-67
2008,355070,05,85987,114
2008,355070,06,-344269,-309
2008,355070,07,-52385,-42
2008,355100,01,509238,1021
2008,355100,02,-250864,-32
2008,355100,03,-298743,15
2008,355100,04,-248300,-89
2008,355100,05,-16547,247
2008,355100,06,-64699,48
2008,355100,07,21854,125
2008,355100,08,162415,208
2008,355100,09,-1557421,-628
2008,355170,01,1656646,1940
2008,355170,02,120778,128
2008,355170,03,-91828,11
2008,355170,04,-351400,-175
2008,355170,05,-568049,-394
2008,355170,06,-326900,-135
2008,355170,07,-1003480,-703
2008,355170,08,197002,369
2008,355170,09,-247837,-64
2008,355220,01,3789364,5152
2008,355220,02,19066,64
2008,355220,03,68557,341
2008,355220,04,54976,515
2008,355220,05,-702249,-89
2008,355220,06,-1362555,-234
2008,355220,07,905106,1991
2008,355220,08,-579259,129
2008,355220,09,832057,1939
2008,355240,01,918014,1271
2008,355240,02,1834,41
2008,355240,03,-105913,-7
2008,355240,04,-66350,37
2008,355240,05,-199011,-136
2008,355240,06,-270082,-20
2008,355240,07,156363,245
2008,355240,08,-43282,31
2008,355240,09,978838,732
2008,355250,01,1007054,1469
2008,355250,02,-101987,-35
2008,355250,03,123566,226
2008,355250,04,-250471,-104
2008,355250,05,-469177,-290
2008,355250,06,-152460,33
2008,355250,07,23797,-13
2008,355250,08,-908887,-831
2008,355250,09,15495,354
2008,355280,01,1209513,1734
2008,355280,02,-49098,65
2008,355280,03,113320,203
2008,355280,04,-30074,363
2008,355280,05,-34284,401
2008,355280,06,-8061,180
2008,355280,07,-772022,-125
2008,355280,08,-1135,-51
2008,355280,09,41954,-97
2008,355410,01,1342803,1930
2008,355410,02,-227378,-76
2008,355410,03,-259003,-16
2008,355410,04,-167301,-23
2008,355410,05,417136,805
2008,355410,06,-335575,-3
2008,355410,07,15482,237
2008,355410,08,302250,405
2008,355410,09,159911,163
2008,355620,01,681335,983
2008,355620,02,-133241,-99
2008,355620,03,376775,364
2008,355620,04,-13101,127
2008,355620,05,-125631,-99
2008,355620,06,-137678,171
2008,355620,07,237534,54
2008,355620,08,77442,190
2008,355620,09,-383504,-200
2008,355670,01,197515,606
2008,355670,02,-10172,-5
2008,355670,03,-38320,-10
2008,355670,04,57127,205
2008,355670,05,-157973,-15
2008,355670,06,-724977,-276
2008,355670,07,-183118,-9
2008,355670,08,812377,477
2008,355670,09,-215608,25
2008,410180,01,1406432,1461
2008,410180,02,-933923,-547
2008,410180,03,86917,243
2008,410180,04,979284,591
2008,410180,05,-92695,538
2008,410180,06,332691,545
2008,410180,07,-405486,-16
2008,410180,08,96580,263
2008,410180,09,11869,92
2008,410480,01,1639556,2949
2008,410480,02,-319125,-191
2008,410480,03,-8281,420
2008,410480,04,-563932,-109
2008,410480,05,-318069,118
2008,410480,06,-175023,323
2008,410480,07,-588090,-357
2008,410480,08,-123359,246
2008,410480,09,-595104,-538
2008,410690,01,12191052,18787
2008,410690,02,-2222323,-1327
2008,410690,03,-1037645,938
2008,410690,04,-483378,3484
2008,410690,05,-685805,2205
2008,410690,06,2243460,3515
2008,410690,07,-2371218,969
2008,410690,08,-2523768,-439
2008,410690,09,-6946312,80
2008,410830,01,984349,1901
2008,410830,02,-206759,-251
2008,410830,03,-140945,-39
2008,410830,04,-90213,-123
2008,410830,05,97536,205
2008,410830,06,-120405,53
2008,410830,07,29326,149
2008,410830,08,-28481,4
2008,410830,09,-230611,36
2008,410940,01,620154,1131
2008,410940,02,-23997,0
2008,410940,03,-38753,-10
2008,410940,04,-96672,-113
2008,410940,05,-10883,107
2008,410940,06,35901,439
2008,410940,07,-724293,-567
2008,410940,09,-289340,-296
2008,411370,01,2695284,6101
2008,411370,02,-946333,-324
2008,411370,03,-839729,42
2008,411370,04,-986908,220
2008,411370,05,-265863,676
2008,411370,06,-289312,1090
2008,411370,07,-555937,-149
2008,411370,08,-149236,405
2008,411370,09,53246,164
2008,411520,01,3092226,5768
2008,411520,02,-291513,-103
2008,411520,03,-846956,38
2008,411520,04,-388651,556
2008,411520,05,-541893,181
2008,411520,06,-293070,818
2008,411520,07,69576,480
2008,411520,08,302804,1094
2008,411520,09,-280228,-175
2008,411820,01,375003,664
2008,411820,02,-127162,-120
2008,411820,03,-181589,-216
2008,411820,04,-278124,-296
2008,411820,05,-176735,-130
2008,411820,06,-543883,-350
2008,411820,07,-133777,-44
2008,411820,08,-38418,3
2008,411820,09,105448,153
2008,411915,01,726837,1119
2008,411915,02,-43270,77
2008,411915,03,-195577,-74
2008,411915,04,-233802,122
2008,411915,05,-210426,13
2008,411915,06,-160541,10
2008,411915,07,-133244,-17
2008,411915,08,-53668,24
2008,411915,09,-101796,-111
2008,411990,01,1258867,2119
2008,411990,02,-65878,41
2008,411990,03,-212217,-13
2008,411990,04,-185024,-31
2008,411990,05,23639,481
2008,411990,06,-8801,154
2008,411990,07,-185945,27
2008,411990,08,33466,136
2008,411990,09,-55450,134
2008,412550,01,1986458,2956
2008,412550,02,8863,176
2008,412550,03,-160872,135
2008,412550,04,-130512,157
2008,412550,05,246223,622
2008,412550,06,5130,404
2008,412550,07,-321332,598
2008,412550,08,19488,110
2008,412550,09,-2826613,-109
2008,412770,01,648146,1241
2008,412770,02,-41184,58
2008,412770,03,-73369,81
2008,412770,04,10045,159
2008,412770,05,-47723,98
2008,412770,06,-144488,62
2008,412770,07,-41645,37
2008,412770,08,-210555,-115
2008,412770,09,-814724,518
2008,420240,01,2051514,3284
2008,420240,02,-364423,-96
2008,420240,03,-515787,-48
2008,420240,04,-925799,112
2008,420240,05,-891367,327
2008,420240,06,310387,663
2008,420240,07,-1463161,5
2008,420240,08,-332738,43
2008,420240,09,-1467698,-902
2008,420290,01,1035769,1530
2008,420290,02,-124520,-65
2008,420290,03,-157329,-16
2008,420290,04,-302382,23
2008,420290,05,-235862,4
2008,420290,06,-385385,47
2008,420290,07,-107439,-6
2008,420290,08,-60703,101
2008,420290,09,-66783,47
2008,420420,01,1318096,2650
2008,420420,02,51138,193
2008,420420,03,-25331,128
2008,420420,04,-176434,367
2008,420420,05,27610,384
2008,420420,06,-287932,101
2008,420420,07,-18166,167
2008,420420,08,-8888,120
2008,420420,09,-77232,496
2008,420460,01,1175573,1834
2008,420460,02,-98241,16
2008,420460,03,-140093,81
2008,420460,04,-183313,-65
2008,420460,05,-53923,35
2008,420460,06,-352663,-115
2008,420460,07,-162761,169
2008,420460,08,154009,292
2008,420460,09,-286761,-59
2008,420540,01,2373425,4001
2008,420540,02,-756906,-543
2008,420540,03,-730695,-398
2008,420540,04,-662271,-94
2008,420540,05,-625286,80
2008,420540,06,-725644,975
2008,420540,07,-107772,448
2008,420540,08,-158495,851
2008,420540,09,-1163419,92
2008,420820,01,1518268,2278
2008,420820,02,-340860,-275
2008,420820,03,-459217,-173
2008,420820,04,-703533,-268
2008,420820,05,-435064,57
2008,420820,06,-392815,192
2008,420820,07,-39830,147
2008,420820,08,-258035,-301
2008,420820,09,-1225833,-197
2008,420890,01,822861,1632
2008,420890,02,-77518,63
2008,420890,03,-194657,69
2008,420890,04,163161,455
2008,420890,05,-152719,64
2008,420890,06,-416882,-155
2008,420890,07,93073,195
2008,420890,08,-151574,145
2008,420890,09,428125,1651
2008,420910,01,3949172,5408
2008,420910,02,-391089,-97
2008,420910,03,-546512,-65
2008,420910,04,-847812,214
2008,420910,05,-1130529,105
2008,420910,06,-2371173,-114
2008,420910,07,-891507,760
2008,420910,08,-614079,99
2008,420910,09,-1098415,1065
2008,420930,01,647581,1311
2008,420930,02,-164865,-139
2008,420930,03,-135910,-24
2008,420930,04,-330375,-209
2008,420930,05,-369350,-345
2008,420930,06,-192148,-38
2008,420930,07,-10509,45
2008,420930,08,79670,1
2008,421660,01,1265309,2088
2008,421660,02,-224122,-100
2008,421660,03,-212561,-21
2008,421660,04,548266,1534
2008,421660,05,-36972,512
2008,421660,06,134736,513
2008,421660,07,-11396,269
2008,421660,08,-21771,24
2008,421660,09,1286562,2849
2008,430210,01,814020,1310
2008,430210,02,-49013,50
2008,430210,03,-4456,139
2008,430210,04,-184261,74
2008,430210,05,-293228,-50
2008,430210,06,-169991,131
2008,430210,07,-11742,200
2008,430210,08,-35448,-62
2008,430210,09,31830,45
2008,430310,01,680805,1119
2008,430310,02,23528,11
2008,430310,03,-57450,33
2008,430310,04,304184,921
2008,430310,05,-46087,-36
2008,430310,06,-143326,-25
2008,430310,07,1412,302
2008,430310,08,166175,86
2008,430460,01,935677,1689
2008,430460,02,-12102,137
2008,430460,03,-116646,224
2008,430460,04,-353263,69
2008,430460,05,-145507,305
2008,430460,06,-91395,481
2008,430460,07,-338155,-166
2008,430460,08,-1116848,-481
2008,430460,09,-70459,64
2008,430510,01,2960134,4519
2008,430510,02,-169846,205
2008,430510,03,-656906,-82
2008,430510,04,-617386,492
2008,430510,05,-684837,219
2008,430510,06,-1012311,98
2008,430510,07,-408690,110
2008,430510,08,250040,1116
2008,430510,09,-853523,1183
2008,430920,01,683061,1194
2008,430920,02,-101303,-124
2008,430920,03,-101738,13
2008,430920,04,-402595,-205
2008,430920,05,-126333,22
2008,430920,06,-95767,253
2008,430920,07,-98941,84
2008,430920,08,-97162,-13
2008,430920,09,-303881,42
2008,430930,01,142075,225
2008,430930,02,-58362,-33
2008,430930,03,-13832,30
2008,430930,04,-61153,-12
2008,430930,05,-216293,-206
2008,430930,06,-72924,92
2008,430930,07,-1567553,-1005
2008,430930,08,-6442,30
2008,430930,09,-516640,-1065
2008,431340,01,2143401,3639
2008,431340,02,-371898,-197
2008,431340,03,-312405,-30
2008,431340,04,-873539,-384
2008,431340,05,-847725,-656
2008,431340,06,-1057958,-771
2008,431340,07,-1023729,-1139
2008,431340,08,-371980,-274
2008,431340,09,-181078,-1
2008,431410,01,954597,1597
2008,431410,02,-7897,141
2008,431410,03,-17583,180
2008,431410,04,-91559,293
2008,431410,05,-107401,80
2008,431410,06,-173382,340
2008,431410,07,164275,316
2008,431410,08,24462,100
2008,431410,09,-406334,-98
2008,431440,01,902427,1645
2008,431440,02,-125157,-9
2008,431440,03,-73850,136
2008,431440,04,-135182,87
2008,431440,05,-171036,109
2008,431440,06,-272423,-107
2008,431440,07,-24364,55
2008,431440,08,36908,246
2008,431440,09,-2957675,-820
2008,431490,01,9383952,15611
2008,431490,02,-1173467,-77
2008,431490,03,-2146271,167
2008,431490,04,-2745193,1471
2008,431490,05,207212,3073
2008,431490,06,-567881,2488
2008,431490,07,-114328,1447
2008,431490,08,-1370819,1036
2008,431490,09,-2116699,-1083
2008,431560,01,532348,913
2008,431560,02,67507,95
2008,431560,03,38747,111
2008,431560,04,-177164,-14
2008,431560,05,-114415,39
2008,431560,06,-559169,-132
2008,431560,07,-542889,-351
2008,431560,08,-80269,97
2008,431560,09,38862,115
2008,431680,01,520027,1186
2008,431680,02,-128660,-43
2008,431680,03,-174843,-82
2008,431680,04,-99264,194
2008,431680,05,-119636,95
2008,431680,06,-56380,341
2008,431680,07,-233997,-108
2008,431680,08,-689749,-546
2008,431680,09,-324243,-381
2008,431690,01,823162,1697
2008,431690,02,-73719,18
2008,431690,03,-137898,54
2008,431690,04,-117009,196
2008,431690,05,-230211,7
2008,431690,06,52175,343
2008,431690,07,6658,121
2008,431690,08,-812465,-382
2008,431690,09,13797,80
2008,431870,01,711169,1336
2008,431870,02,-158121,-116
2008,431870,03,-108048,-92
2008,431870,04,-223571,24
2008,431870,05,-151887,212
2008,431870,06,-44115,15
2008,431870,07,-223954,-284
2008,431870,08,-335771,-116
2008,431870,09,139135,1317
2008,432200,01,-156171,80
2008,432200,02,-59066,-50
2008,432200,03,-6144,84
2008,432200,04,-216694,2
2008,432200,05,-36929,-10
2008,432200,06,-389886,-249
2008,432200,07,-1740790,-740
2008,432200,08,-171214,-19
2008,500270,01,3675350,5602
2008,500270,02,-438526,-52
2008,500270,03,-194799,412
2008,500270,04,254606,785
2008,500270,05,-599537,-131
2008,500270,06,-299458,655
2008,500270,07,-395681,552
2008,500270,08,1821086,2773
2008,500270,09,-1407970,-1537
2008,500370,01,943234,1903
2008,500370,02,-81262,-92
2008,500370,03,-74040,24
2008,500370,04,-66365,-12
2008,500370,05,-269710,99
2008,500370,06,-158861,-162
2008,500370,07,-82886,-66
2008,500370,08,8779,-5
2008,500370,09,206155,554
2008,500830,01,1290323,1697
2008,500830,02,820637,300
2008,500830,03,-122496,-101
2008,500830,04,16898,28
2008,500830,05,321691,539
2008,500830,06,-573973,-425
2008,500830,07,-424767,-1015
2008,500830,08,42487,58
2008,500830,09,-1633428,-1948
2008,510340,01,2413525,4249
2008,510340,02,-277611,-167
2008,510340,03,-552105,-60
2008,510340,04,-25157,1148
2008,510340,05,-381231,48
2008,510340,06,17884,484
2008,510340,07,166872,635
2008,510340,08,1073150,1690
2008,510340,09,-71091,-5
2008,510760,01,519152,898
2008,510760,02,-44592,-89
2008,510760,03,-187353,-65
2008,510760,04,-468922,-349
2008,510760,05,-389066,-49
2008,510760,06,117625,469
2008,510760,07,-138880,332
2008,510760,08,-379571,-429
2008,510840,01,821882,1262
2008,510840,02,-133991,-167
2008,510840,03,-129896,-95
2008,510840,04,-367341,-219
2008,510840,05,-29799,294
2008,510840,06,-132726,45
2008,510840,07,-239144,-283
2008,510840,08,-20799,40
2008,510840,09,-117660,557
2008,520110,01,1778474,3310
2008,520110,02,-234337,-65
2008,520110,03,-401767,-121
2008,520110,04,-197803,186
2008,520110,05,-257051,148
2008,520110,06,-541408,-95
2008,520110,07,-68299,141
2008,520110,08,-188685,58
2008,520110,09,-245370,60
2008,520140,01,1303904,2736
2008,520140,02,-129503,3
2008,520140,03,-1847,402
2008,520140,04,-308514,365
2008,520140,05,-133357,137
2008,520140,06,-337937,558
2008,520140,07,-491737,218
2008,520140,08,78509,692
2008,520140,09,786414,1840
2008,520510,01,694930,999
2008,520510,02,51717,151
2008,520510,03,-51892,-29
2008,520510,04,-24969,105
2008,520510,05,15110,77
2008,520510,06,-33581,205
2008,520510,07,6859,8
2008,520510,08,364755,571
2008,520510,09,-96167,0
2008,520870,01,6663115,14682
2008,520870,02,-2161578,-1481
2008,520870,03,-2643083,-712
2008,520870,04,-2188307,202
2008,520870,05,-209972,1898
2008,520870,06,-962703,1517
2008,520870,07,-1213780,-70
2008,520870,08,-745205,-440
2008,520870,09,-175300,2060
2008,521880,01,268857,1052
2008,521880,02,-198427,-94
2008,521880,03,-249095,-64
2008,521880,04,-201304,74
2008,521880,05,-102446,35
2008,521880,06,-354326,-268
2008,521880,07,-144231,-208
2008,521880,08,-90960,-226
2008,521880,09,-179285,155
2008,530010,01,13676735,19760
2008,530010,02,-1036769,-978
2008,530010,03,-1059456,-661
2008,530010,04,-800508,929
2008,530010,05,-287708,368
2008,530010,06,-495352,1723
2008,530010,07,-1544985,129
2008,530010,08,812264,1978
2008,530010,09,-4660692,2997
2009,110020,01,13090820,11769
2009,110020,02,-11489,35
2009,110020,03,-3732,74
2009,110020,04,-455596,-78
2009,110020,05,-62358,318
2009,110020,06,-531945,412
2009,110020,07,5180826,5899
2009,110020,08,257467,746
2009,110020,09,1520265,1568
2009,120040,01,834575,1133
2009,120040,02,-121130,-163
2009,120040,03,-323055,-346
2009,120040,04,13447,-5
2009,120040,05,-121437,-63
2009,120040,06,257905,127
2009,120040,07,84197,279
2009,120040,08,-143002,253
2009,120040,09,675405,266
2009,130260,01,6358873,8711
2009,130260,02,-679744,-206
2009,130260,03,-965584,-657
2009,130260,04,-410961,290
2009,130260,05,-3724659,-835
2009,130260,06,-2334308,626
2009,130260,07,-5027956,-1025
2009,130260,08,-1563682,-614
2009,130260,09,-9090930,-6449
2009,140010,01,650542,1020
2009,140010,02,-54983,-78
2009,140010,03,-179193,-142
2009,140010,04,-73457,6
2009,140010,05,-106180,72
2009,140010,06,78671,201
2009,140010,07,-80184,-86
2009,140010,08,74537,102
2009,140010,09,10480,20
2009,150080,01,675372,1230
2009,150080,02,3467,55
2009,150080,03,-358731,-260
2009,150080,04,-270038,-130
2009,150080,05,-343074,-174
2009,150080,06,-684838,-608
2009,150080,07,-368908,-153
2009,150080,08,442940,673
2009,150080,09,-147210,64
2009,150140,01,4988170,8090
2009,150140,02,-533823,-153
2009,150140,03,-693851,-101
2009,150140,04,-1265008,-436
2009,150140,05,-1081856,18
2009,150140,06,-3728656,-304
2009,150140,07,-1441646,-2
2009,150140,08,-628499,544
2009,150140,09,-1059709,-654
2009,150420,01,795295,1432
2009,150420,02,-84296,-105
2009,150420,03,-243799,-218
2009,150420,04,-406207,-201
2009,150420,05,-242767,-173
2009,150420,06,676764,1598
2009,150420,07,-526563,-49
2009,150420,08,-339875,-158
2009,150420,09,-42192,-31
2009,150553,01,1085001,1346
2009,150553,02,-69282,-58
2009,150553,03,-94092,1
2009,150553,04,-196557,-70
2009,150553,05,-262211,-120
2009,150553,06,-205377,-67
2009,150553,07,-440077,-137
2009,150553,08,-377629,-180
2009,150553,09,-1971726,-508
2009,150810,01,236843,335
2009,150810,02,-8025,-14
2009,150810,03,-10328,-9
2009,150810,04,-82484,-102
2009,150810,05,-136422,-82
2009,150810,06,113000,150
2009,150810,07,-84732,-145
2009,150810,09,-2376176,-2291
2009,160030,01,391937,787
2009,160030,02,-36346,110
2009,160030,03,-212298,-175
2009,160030,04,-53950,-59
2009,160030,05,-176753,-15
2009,160030,06,-512431,55
2009,160030,07,-416026,-239
2009,160030,08,216389,302
2009,172100,01,1289488,2293
2009,172100,02,-168993,-125
2009,172100,03,-173092,108
2009,172100,04,-330829,-95
2009,172100,05,-367633,-261
2009,172100,06,75034,262
2009,172100,07,-368194,-338
2009,172100,08,106172,-96
2009,172100,09,71545,82
2009,210530,01,656717,1080
2009,210530,02,-157105,-223
2009,210530,03,-207071,-211
2009,210530,04,-303274,-303
2009,210530,05,-96597,56
2009,210530,06,-494591,-644
2009,210530,07,-490624,-523
2009,210530,09,72084,221
2009,211130,01,3522288,5912
2009,211130,02,5579,132
2009,211130,03,-387653,-175
2009,211130,04,-1017983,-149
2009,211130,05,-1474304,-522
2009,211130,06,-860244,-6
2009,211130,07,-2668289,-1988
2009,211130,08,219576,1196
2009,211130,09,-14168841,-11961
2009,221100,01,3354899,6032
2009,221100,02,-93386,-120
2009,221100,03,8417,375
2009,221100,04,-278722,-109
2009,221100,05,56580,385
2009,221100,06,400601,1233
2009,221100,07,-44125,725
2009,221100,08,-285606,-78
2009,221100,09,692041,1197
2009,230370,01,383245,745
2009,230370,02,-9481,2
2009,230370,03,-35383,-18
2009,230370,04,108739,282
2009,230370,05,-143403,-133
2009,230370,06,-171788,-283
2009,230370,07,-160353,-155
2009,230370,08,200783,406
2009,230370,09,-155789,-292
2009,230440,01,11446942,20492
2009,230440,02,-84226,891
2009,230440,03,394504,1716
2009,230440,04,-312759,1780
2009,230440,05,-1187113,334
2009,230440,06,193778,3200
2009,230440,07,-850669,1095
2009,230440,08,1318553,1862
2009,230440,09,2153804,4021
2009,230765,01,978774,1762
2009,230765,02,36619,106
2009,230765,03,19384,81
2009,230765,04,-99840,-104
2009,230765,05,82158,246
2009,230765,06,182838,517
2009,230765,07,-213360,83
2009,230765,08,92606,360
2009,230765,09,-191967,443
2009,240800,01,1795459,2785
2009,240800,02,-130683,-175
2009,240800,03,-122379,-183
2009,240800,04,113323,373
2009,240800,05,-155926,-18
2009,240800,06,-1082119,-414
2009,240800,07,-477239,-618
2009,240800,08,115824,313
2009,240800,09,-844029,-1691
2009,240810,01,3538610,6756
2009,240810,02,-438417,-533
2009,240810,03,-918156,-780
2009,240810,04,-948457,-676
2009,240810,05,-394682,-99
2009,240810,06,-1401495,-593
2009,240810,07,-318020,316
2009,240810,08,-453900,-108
2009,240810,09,-985259,-1524
2009,250400,01,1048323,1829
2009,250400,02,22890,26
2009,250400,03,-48958,176
2009,250400,04,-44548,130
2009,250400,05,-65159,18
2009,250400,06,-103617,-89
2009,250400,07,187033,410
2009,250400,09,-615359,-1158
2009,250750,01,3005732,5407
2009,250750,02,-436486,-337
2009,250750,03,-277216,-258
2009,250750,04,-177191,269
2009,250750,05,-274156,-51
2009,250750,06,-536496,-18
2009,250750,07,18954,397
2009,250750,08,-29021,361
2009,250750,09,332652,636
2009,260290,01,915289,798
2009,260290,02,-56788,-113
2009,260290,03,-29969,-1
2009,260290,04,-315382,-349
2009,260290,05,-6435,15
2009,260290,06,-462301,-347
2009,260290,07,-589507,-403
2009,260290,08,-555900,-370
2009,260290,09,150924,215
2009,260410,01,1448861,2868
2009,260410,02,-169406,-207
2009,260410,03,-188883,-238
2009,260410,04,-278635,-339
2009,260410,05,-160529,-214
2009,260410,06,-305156,-231
2009,260410,07,233687,431
2009,260410,09,12652,82
2009,260720,01,2333239,2159
2009,260720,02,223193,309
2009,260720,03,-109878,-69
2009,260720,04,9432,-111
2009,260720,05,1690614,1523
2009,260720,06,-153930,122
2009,260720,07,-112219,13
2009,260720,08,-184194,-197
2009,260720,09,940320,1043
2009,260790,01,992836,1704
2009,260790,02,-44586,34
2009,260790,03,111194,154
2009,260790,04,-44172,369
2009,260790,05,-248429,65
2009,260790,06,24474,324
2009,260790,07,-748307,-316
2009,260790,08,-221531,-142
2009,260790,09,292594,956
2009,260960,01,874383,1434
2009,260960,02,16182,53
2009,260960,03,-112104,18
2009,260960,04,-99547,-43
2009,260960,05,-96968,-102
2009,260960,06,-12355,243
2009,260960,07,-125753,295
2009,260960,08,-344911,-453
2009,260960,09,369727,1431
2009,261110,01,908055,1685
2009,261110,02,-281954,-271
2009,261110,03,-212582,-134
2009,261110,04,-579855,-487
2009,261110,05,-259279,-211
2009,261110,06,-42152,-39
2009,261110,07,-970644,-596
2009,261110,08,275814,725
2009,261110,09,87242,155
2009,261160,01,8820718,14491
2009,261160,02,341784,1155
2009,261160,03,-736160,-200
2009,261160,04,-2211786,-5
2009,261160,05,-589827,753
2009,261160,06,912278,2527
2009,261160,07,-1584865,1710
2009,261160,08,-1543078,458
2009,261160,09,-2767868,-614
2009,270430,01,4928082,6689
2009,270430,02,-317262,-427
2009,270430,03,-126648,115
2009,270430,04,-213846,271
2009,270430,05,-510673,-98
2009,270430,06,-715703,238
2009,270430,07,-180948,102
2009,270430,08,-667215,-60
2009,270430,09,-204745,652
2009,280030,01,3898036,5186
2009,280030,02,-240080,-127
2009,280030,03,-517402,-279
2009,280030,04,294035,694
2009,280030,05,-919607,-722
2009,280030,06,52076,340
2009,280030,07,205795,793
2009,280030,08,-312029,200
2009,280030,09,-90874,-65
2009,290570,01,1170125,1490
2009,290570,02,-178265,-61
2009,290570,03,-325847,-408
2009,290570,04,-489927,-175
2009,290570,05,-570144,-264
2009,290570,06,-1085129,303
2009,290570,07,-1217185,-305
2009,290570,08,-2074809,-61
2009,290570,09,-632529,-266
2009,291080,01,3204442,5289
2009,291080,02,-190256,-100
2009,291080,03,65832,247
2009,291080,04,-313764,146
2009,291080,05,-288822,-82
2009,291080,06,676416,1654
2009,291080,07,-314099,-307
2009,291080,09,-72630,61
2009,291920,01,2150177,3337
2009,291920,02,281928,389
2009,291920,03,-112281,5
2009,291920,04,326115,589
2009,291920,05,-249622,-206
2009,291920,06,1159723,1428
2009,291920,07,-92948,-44
2009,291920,08,-51209,726
2009,291920,09,-294515,-402
2009,292740,01,14463761,22779
2009,292740,02,-986951,-560
2009,292740,03,-1961978,-817
