Ano,Município,Faixa Empr Início Jan,Salário,SaldoMov
2013,160030,04,-725833,-196
2013,160030,05,-196208,47
2013,160030,06,-886125,-380
2013,160030,07,-367838,-14
2013,160030,08,-141736,-34
2013,160030,09,49824,46
2013,172100,01,1685780,1248
2013,172100,02,-624495,-470
2013,172100,03,-384419,-145
2013,172100,04,-223421,-91
2013,172100,05,-102260,150
2013,172100,06,224623,354
2013,172100,07,-681936,-471
2013,172100,08,-223809,-248
2013,172100,09,-465280,-196
2013,210530,01,2467163,2348
2013,210530,02,-150844,-221
2013,210530,03,-411982,-287
2013,210530,04,-619949,-240
2013,210530,05,5862,112
2013,210530,06,-129250,274
2013,210530,07,36011,-267
2013,210530,08,-6064825,-2357
2013,210530,09,172163,199
2013,211130,01,8215100,6990
2013,211130,02,-1339496,-1102
2013,211130,03,-1024483,-245
2013,211130,04,-1889143,-844
2013,211130,05,-1284445,-267
2013,211130,06,-3468382,-1329
2013,211130,07,-3214107,-1271
2013,211130,08,444554,898
2013,211130,09,-7252800,-3747
2013,221100,01,6446121,8112
2013,221100,02,-756833,-628
2013,221100,03,-536753,-338
2013,221100,04,-668240,22
2013,221100,05,-477045,-106
2013,221100,06,-347491,376
2013,221100,07,-1207550,214
2013,221100,08,-2046833,-1712
2013,221100,09,-2080696,-708
2013,230370,01,1451483,1654
2013,230370,02,-14313,0
2013,230370,03,68605,148
2013,230370,04,241383,326
2013,230370,05,-216939,38
2013,230370,06,-689019,-207
2013,230370,07,-258311,-80
2013,230370,08,-29590,77
2013,230370,09,125123,124
2013,230440,01,20515484,25413
2013,230440,02,-1568313,-670
2013,230440,03,-1573013,211
2013,230440,04,-3076285,973
2013,230440,05,-3296257,-187
2013,230440,06,-5028593,1321
2013,230440,07,-1320564,544
2013,230440,08,-4139790,-2629
2013,230440,09,-5257915,-4274
2013,230765,01,1558195,1858
2013,230765,02,395683,315
2013,230765,03,-1346,57
2013,230765,04,-185691,-17
2013,230765,05,280715,555
2013,230765,06,60216,162
2013,230765,07,12170,240
2013,230765,08,-921556,-707
2013,230765,09,-156347,329
2013,240800,01,1072275,1549
2013,240800,02,-238448,-212
2013,240800,03,-221965,-116
2013,240800,04,-482495,-87
2013,240800,05,-1124263,-548
2013,240800,06,-1587272,265
2013,240800,07,-346983,101
2013,240800,08,464455,294
2013,240800,09,-972840,-723
2013,240810,01,5931918,6562
2013,240810,02,-1100156,-815
2013,240810,03,-1122967,-658
2013,240810,04,-1698795,-991
2013,240810,05,-427518,187
2013,240810,06,-2808127,-1921
2013,240810,07,-1583960,-824
2013,240810,08,341797,908
2013,240810,09,-1984894,-2413
2013,250400,01,842123,1060
2013,250400,02,-59430,-92
2013,250400,03,-240080,-248
2013,250400,04,189445,316
2013,250400,05,36747,132
2013,250400,06,-74087,-70
2013,250400,07,-1490477,-1671
2013,250400,08,-22247,-33
2013,250400,09,-330107,-137
2013,250750,01,4037576,5196
2013,250750,02,-714865,-532
2013,250750,03,-608421,-262
2013,250750,04,-1343350,-594
2013,250750,05,-281916,171
2013,250750,06,-50308,613
2013,250750,07,-756961,-567
2013,250750,08,-396213,11
2013,250750,09,-600145,-341
2013,260290,01,1173466,1069
2013,260290,02,-133925,-118
2013,260290,03,-222964,-219
2013,260290,04,155333,208
2013,260290,05,259322,254
2013,260290,06,-1305115,-419
2013,260290,07,-1026199,-923
2013,260290,08,-761263,-222
2013,260290,09,373759,441
2013,260410,01,2896892,3093
2013,260410,02,-221623,-274
2013,260410,03,-478996,-381
2013,260410,04,-659395,-181
2013,260410,05,-7729,112
2013,260410,06,-39442,89
2013,260410,07,-46890,195
2013,260410,08,-158081,-123
2013,260410,09,34675,77
2013,260720,01,-449453,734
2013,260720,02,-25271,-31
2013,260720,03,-293265,-168
2013,260720,04,430707,307
2013,260720,05,-93794,-126
2013,260720,06,-1412330,-233
2013,260720,07,-1103223,-274
2013,260720,08,18882032,3784
2013,260720,09,-14416771,-4142
2013,260790,01,1739246,1884
2013,260790,02,-440644,-404
2013,260790,03,-296377,3
2013,260790,04,-386491,-276
2013,260790,05,-1232271,-684
2013,260790,06,-653510,88
2013,260790,07,666213,951
2013,260790,08,-581203,-40
2013,260790,09,-798750,149
2013,260960,01,877550,859
2013,260960,02,-206065,-200
2013,260960,03,-484507,-218
2013,260960,04,-300561,-213
2013,260960,05,-196304,-2
2013,260960,06,-472601,69
2013,260960,07,153461,329
2013,260960,08,-123676,-141
2013,260960,09,-1644444,-1333
2013,261110,01,2091924,2688
2013,261110,02,-220919,-165
2013,261110,03,-445108,-421
2013,261110,04,-384077,-275
2013,261110,05,-22246,64
2013,261110,06,60093,204
2013,261110,07,-921405,-864
2013,261110,08,-726359,-645
2013,261110,09,34952,496
2013,261160,01,13232826,12536
2013,261160,02,-1266203,-673
2013,261160,03,-3305555,-2060
2013,261160,04,-3375938,-1854
2013,261160,05,-3152047,-501
2013,261160,06,188879,1409
2013,261160,07,-2256484,-188
2013,261160,08,-2645138,-619
2013,261160,09,-11801127,-4458
2013,270430,01,4187704,4873
2013,270430,02,-496979,-568
2013,270430,03,-429464,-231
2013,270430,04,-140552,388
2013,270430,05,1734104,908
2013,270430,06,-1010484,-662
2013,270430,07,-533367,-471
2013,270430,08,-1954884,-495
2013,270430,09,-3037548,-2287
2013,280030,01,7151461,9261
2013,280030,02,-269963,-214
2013,280030,03,-794270,-459
2013,280030,04,-457528,238
2013,280030,05,-439302,-12
2013,280030,06,-1011897,-462
2013,280030,07,-1462015,-1966
2013,280030,08,-215017,173
2013,280030,09,4453912,1399
2013,290570,01,2076667,2092
2013,290570,02,-150276,-181
2013,290570,03,130793,-53
2013,290570,04,-1924753,-149
2013,290570,05,-72247,137
2013,290570,06,-2110175,-976
2013,290570,07,-3385018,-700
2013,290570,08,-161879,842
2013,290570,09,-1589308,-637
2013,291080,01,4399694,5039
2013,291080,02,143094,104
2013,291080,03,18276,118
2013,291080,04,-503923,-57
2013,291080,05,-1666498,-800
2013,291080,06,-1216313,-736
2013,291080,07,-441556,-3
2013,291080,08,-100790,-76
2013,291080,09,-823351,-520
2013,291920,01,2742593,2958
2013,291920,02,-11305,48
2013,291920,03,-356175,-274
2013,291920,04,-1022696,-515
2013,291920,05,-1209680,-719
2013,291920,06,-824752,98
2013,291920,07,356602,600
2013,291920,08,912204,1310
2013,291920,09,-7219858,-6452
2013,292740,01,17196277,16105
2013,292740,02,-2007559,-1940
2013,292740,03,-2117908,-1291
2013,292740,04,-4485760,-1350
2013,292740,05,-8452832,-1588
2013,292740,06,-7651805,-404
2013,292740,07,-3578823,450
2013,292740,08,-7690019,-2747
2013,292740,09,-7680758,791
2013,292920,01,-7636,90
2013,292920,02,-7100,-3
2013,292920,03,-12417,-12
2013,292920,04,-124766,-28
2013,292920,05,121782,30
2013,292920,06,-82733,-41
2013,292920,07,-2192290,-153
2013,292920,09,-81627,18
2013,293070,01,695209,686
2013,293070,02,-42689,-39
2013,293070,03,-127028,-75
2013,293070,04,-360264,-123
2013,293070,05,-821397,-626
2013,293070,06,-899022,-52
2013,293070,07,-711208,-356
2013,293070,08,-505001,-199
2013,293070,09,-106602,6
2013,293330,01,2451419,2055
2013,293330,02,-57874,-109
2013,293330,03,-390837,-422
2013,293330,04,-307223,-181
2013,293330,05,-513541,-361
2013,293330,06,-143581,-110
2013,293330,07,138594,207
2013,293330,08,18163,198
2013,293330,09,-114411,-83
2013,310400,01,812218,784
2013,310400,02,-22946,-43
2013,310400,03,91168,82
2013,310400,04,-1287,-101
2013,310400,05,-188089,-83
2013,310400,06,408976,-13
2013,310400,07,-140158,-24
2013,310400,08,204110,510
2013,310400,09,117677,57
2013,310620,01,18580130,21158
2013,310620,02,-5340602,-4066
2013,310620,03,-6900698,-3082
2013,310620,04,-9290700,-3263
2013,310620,05,-6723588,-725
2013,310620,06,-13785854,-1037
2013,310620,07,-14210079,-4223
2013,310620,08,-6391169,799
2013,310620,09,-32197873,-10039
2013,310670,01,2254297,2590
2013,310670,02,75455,-27
2013,310670,03,23673,-144
2013,310670,04,-799655,-357
2013,310670,05,167443,296
2013,310670,06,-843313,-488
2013,310670,07,-2037896,-86
2013,310670,08,-2002038,-837
2013,310670,09,-3523170,-679
2013,311860,01,5731981,6126
2013,311860,02,-612266,-593
2013,311860,03,-993692,-703
2013,311860,04,-1333956,-473
2013,311860,05,-1154840,-547
2013,311860,06,-1955488,-126
2013,311860,07,1490731,2209
2013,311860,08,-1941141,-319
2013,311860,09,-1891799,-196
2013,312230,01,1935166,2072
2013,312230,02,-566359,-543
2013,312230,03,-628540,-469
2013,312230,04,-626154,-343
2013,312230,05,-496293,-61
2013,312230,06,-442096,-21
2013,312230,07,74322,131
2013,312230,08,-463767,-351
2013,312230,09,-855639,-158
2013,312510,01,243710,243
2013,312510,02,-22883,-20
2013,312510,03,-34605,8
2013,312510,04,-131902,-56
2013,312510,05,-7295,33
2013,312510,06,306712,309
2013,312510,07,-286884,-277
2013,312510,08,360671,404
2013,312510,09,605746,748
2013,312770,01,1442058,1683
2013,312770,02,-85383,-143
2013,312770,03,-190884,-193
2013,312770,04,-181515,-59
2013,312770,05,25237,178
2013,312770,06,41415,231
2013,312770,07,-15667,102
2013,312770,08,-102386,-113
2013,312770,09,-357293,-301
2013,313130,01,1813903,1988
2013,313130,02,-475270,-326
2013,313130,03,-617068,-480
2013,313130,04,-1108948,-521
2013,313130,05,-433318,-220
2013,313130,06,-443004,8
2013,313130,07,-936842,-481
2013,313130,08,-378467,346
2013,313130,09,-4469584,-1714
2013,313170,01,1423467,815
2013,313170,02,255426,-38
2013,313170,03,595107,4
2013,313170,04,1982234,-122
2013,313170,05,1844456,434
2013,313170,06,-289893,-359
2013,313170,07,396305,450
2013,313170,08,-988050,-560
2013,313170,09,-3410724,-1929
2013,313670,01,3522443,3916
2013,313670,02,-623480,-750
2013,313670,03,-387601,-652
2013,313670,04,-127008,-93
2013,313670,05,-278868,-9
2013,313670,06,-365030,44
2013,313670,07,-2712214,-673
2013,313670,08,-480253,135
2013,313670,09,-1582100,-249
2013,314330,01,3002048,3558
2013,314330,02,-265023,-433
2013,314330,03,-327911,-350
2013,314330,04,1007751,1336
2013,314330,05,-30596,34
2013,314330,06,-148450,-74
2013,314330,07,171985,206
2013,314330,08,176035,10
2013,314330,09,-460802,-342
2013,314480,01,1406925,1212
2013,314480,02,-271237,-218
2013,314480,03,-602649,-264
2013,314480,04,-173869,34
2013,314480,05,-225864,2
2013,314480,06,-908384,-209
2013,314480,07,-266104,416
2013,314480,08,-1823557,-786
2013,314480,09,-9154405,-2810
2013,314610,01,902357,574
2013,314610,02,2975,-65
2013,314610,03,-114434,-74
2013,314610,04,-51885,-17
2013,314610,05,189169,143
2013,314610,06,168796,111
2013,314610,07,-155109,-121
2013,314610,08,-428541,-185
2013,314610,09,-496984,-146
2013,315180,01,1094416,1164
2013,315180,02,-337311,-257
2013,315180,03,-222328,-140
2013,315180,04,-421497,-48
2013,315180,05,-249688,-89
2013,315180,06,-484505,-276
2013,315180,07,-1175735,-220
2013,315180,08,-259714,-88
2013,315180,09,76620,171
2013,315250,01,2076327,1808
2013,315250,02,-27271,-140
2013,315250,03,155671,30
2013,315250,04,44873,-53
2013,315250,05,-20830,81
2013,315250,06,-370755,-219
2013,315250,07,126849,268
2013,315250,08,-87446,71
2013,315250,09,-134774,97
2013,316720,01,1976937,1874
2013,316720,02,-245968,-231
2013,316720,03,-204635,-146
2013,316720,04,-205892,-162
2013,316720,05,-177276,21
2013,316720,06,-964804,-412
2013,316720,07,-31965,173
2013,316720,08,-1924996,-924
2013,316720,09,550677,732
2013,317010,01,2378728,2684
2013,317010,02,-389541,-349
2013,317010,03,-567675,-192
2013,317010,04,-867242,-272
2013,317010,05,47663,209
2013,317010,06,-749281,-99
2013,317010,07,852322,1005
2013,317010,08,29363,4
2013,317010,09,-866415,-201
2013,317020,01,5988960,6747
2013,317020,02,-663600,-636
2013,317020,03,-1244942,-974
2013,317020,04,-1824284,-1020
2013,317020,05,-624746,226
2013,317020,06,-751156,19
2013,317020,07,-1578338,-236
2013,317020,08,-895344,463
2013,317020,09,-1894898,418
2013,317070,01,1100711,1034
2013,317070,02,-181553,-130
2013,317070,03,-176413,-67
2013,317070,04,-69749,-49
2013,317070,05,-356015,-140
2013,317070,06,-444475,0
2013,317070,07,-78897,55
2013,317070,08,-138255,40
2013,317070,09,-1956,-2
2013,320060,01,-272613,486
2013,320060,02,-1966,16
2013,320060,03,-9021,-19
2013,320060,04,-131450,117
2013,320060,05,39141,172
2013,320060,06,-416998,-190
2013,320060,07,-558161,-40
2013,320060,08,-623108,-92
2013,320060,09,-388665,610
2013,320120,01,1243934,1200
2013,320120,02,-169736,-140
2013,320120,03,-98403,46
2013,320120,04,-416758,-239
2013,320120,05,-282318,-97
2013,320120,06,-37615,-154
2013,320120,07,65886,177
2013,320120,08,-99292,-25
2013,320120,09,55251,21
2013,320130,01,1642190,1628
2013,320130,02,-382829,-360
2013,320130,03,-304258,-174
2013,320130,04,-419296,-275
2013,320130,05,-574835,-369
2013,320130,06,-216796,10
2013,320130,07,-411347,-54
2013,320130,08,415634,570
2013,320130,09,-742057,-439
2013,320320,01,1915909,2087
2013,320320,02,-2085258,-132
2013,320320,03,-263637,-298
2013,320320,04,-659276,-261
2013,320320,05,-55553,108
2013,320320,06,-478673,-293
2013,320320,07,84628,126
2013,320320,08,-84103,-56
2013,320320,09,825786,1043
2013,320430,01,6849,3
2013,320430,02,-11109,-13
2013,320430,03,14943,18
2013,320430,04,-12726,-18
2013,320430,06,6524,10
2013,320500,01,4078432,3743
2013,320500,02,-391927,-406
2013,320500,03,-586460,-254
2013,320500,04,1373015,979
2013,320500,05,-1202447,-261
2013,320500,06,-1138986,237
2013,320500,07,-1379078,-136
2013,320500,08,-3962230,-690
2013,320500,09,-80632,620
2013,320520,01,4230201,3894
2013,320520,02,-118634,-340
2013,320520,03,-237042,-283
2013,320520,04,-662958,-1208
2013,320520,05,-640898,-227
2013,320520,06,-1178887,-485
2013,320520,07,-1060509,-418
2013,320520,08,-16933,230
2013,320520,09,-2300979,-1960
2013,320530,01,4340879,3850
2013,320530,02,-774728,-515
2013,320530,03,-43602,-256
2013,320530,04,-1827582,-800
2013,320530,05,-1993690,-793
2013,320530,06,-855690,-487
2013,320530,07,-1477906,58
2013,320530,08,-1710812,-945
2013,320530,09,-1492083,-633
2013,330010,01,-105616,543
2013,330010,02,-217054,-170
2013,330010,03,278639,172
2013,330010,04,-316065,-232
2013,330010,05,142455,-24
2013,330010,06,5985,21
2013,330010,07,-1176217,-544
2013,330010,08,-143285,42
2013,330010,09,-1085241,-304
2013,330040,01,1562681,1183
2013,330040,02,-95334,-105
2013,330040,03,-107692,-170
2013,330040,04,-418505,-353
2013,330040,05,-574376,-391
2013,330040,06,-233600,125
2013,330040,07,-64581,24
2013,330040,08,-2071180,-775
2013,330045,01,1130724,1040
2013,330045,02,-82829,-76
2013,330045,03,-80776,-2
2013,330045,04,-115555,-28
2013,330045,05,-75317,15
2013,330045,06,-306434,-160
2013,330045,07,97177,50
2013,330045,08,41106,72
2013,330045,09,154737,209
2013,330070,01,1721183,1618
2013,330070,02,-169105,-322
2013,330070,03,-167084,-313
2013,330070,04,227535,-36
2013,330070,05,-193524,-133
2013,330070,06,18776,-322
2013,330070,07,334936,445
2013,330070,08,190975,163
2013,330100,01,3220544,3124
2013,330100,02,-71232,-183
2013,330100,03,-494596,-229
2013,330100,04,-393679,-192
2013,330100,05,-575308,-395
2013,330100,06,-396398,142
2013,330100,07,509435,484
2013,330100,08,-314458,-114
2013,330100,09,118237,145
2013,330170,01,10827462,6881
2013,330170,02,-194802,-264
2013,330170,03,-597248,-334
2013,330170,04,-866343,-638
2013,330170,05,-1377853,-593
2013,330170,06,-1091739,-127
2013,330170,07,-2427818,-1017
2013,330170,08,-3633155,-737
2013,330170,09,-6758356,-4536
2013,330200,01,-1383433,-34
2013,330200,02,-75293,-91
2013,330200,03,-244870,-166
2013,330200,04,-441085,-257
2013,330200,05,-314136,-149
2013,330200,06,-387501,-214
2013,330200,07,628469,643
2013,330200,08,168618,220
2013,330200,09,-3240203,-1576
2013,330240,01,4051798,2261
2013,330240,02,-289390,-260
2013,330240,03,540888,-19
2013,330240,04,-454796,50
2013,330240,05,2364444,849
2013,330240,06,-3299740,-349
2013,330240,07,2017040,2907
2013,330240,08,-5743178,-1454
2013,330240,09,-8688474,-20
2013,330270,01,473864,472
2013,330270,02,-70076,-64
2013,330270,03,-42479,-66
2013,330270,04,-27627,-50
2013,330270,05,-123409,-94
2013,330270,06,-115707,-84
2013,330270,08,75618,60
2013,330330,01,4564979,3604
2013,330330,02,-365785,-424
2013,330330,03,-1124846,-842
2013,330330,04,-1329442,-800
2013,330330,05,-399838,-140
2013,330330,06,90978,547
2013,330330,07,4569251,2916
2013,330330,08,-425518,-229
2013,330330,09,-3526210,-1301
2013,330340,01,1540112,1653
2013,330340,02,-282159,-296
2013,330340,03,-276056,-247
2013,330340,04,-262598,-241
2013,330340,05,-448136,-284
2013,330340,06,-206297,-93
2013,330340,07,150951,196
2013,330340,08,-188991,-137
2013,330340,09,216149,354
2013,330350,01,2434499,2704
2013,330350,02,-184184,-210
2013,330350,03,-472776,-387
2013,330350,04,-340019,-227
2013,330350,05,-227285,-51
2013,330350,06,-287430,92
2013,330350,07,1299375,1403
2013,330350,08,279473,410
2013,330350,09,-29075,2
2013,330390,01,2157529,2426
2013,330390,02,-135133,-223
2013,330390,03,-431447,-285
2013,330390,04,-636878,-385
2013,330390,05,-93482,174
2013,330390,06,-425782,-446
2013,330390,07,360429,277
2013,330390,08,-757830,-288
2013,330390,09,68344,21
2013,330415,01,93579,77
2013,330415,02,-3669,-4
2013,330415,03,-59715,-56
2013,330415,04,-48560,-42
2013,330415,05,7562,4
2013,330415,09,117914,81
2013,330420,01,3699414,1988
2013,330420,02,-99308,-148
2013,330420,03,-10712,10
2013,330420,04,259767,216
2013,330420,05,-94996,143
2013,330420,06,-426697,-21
2013,330420,07,301842,352
2013,330420,08,-282552,115
2013,330452,01,1342325,1144
2013,330452,02,-67222,-95
2013,330452,03,-53007,-1
2013,330452,04,-243207,0
2013,330452,05,265604,106
2013,330452,06,-486630,-140
2013,330452,07,446233,119
2013,330452,08,-336924,256
2013,330452,09,-339348,98
2013,330455,01,71918855,52746
2013,330455,02,-5398129,-3794
2013,330455,03,-8122424,-3816
2013,330455,04,-16822299,-5302
2013,330455,05,-5530781,1765
2013,330455,06,-21193395,-367
2013,330455,07,-16964185,1502
2013,330455,08,-14626577,3969
2013,330455,09,-63039701,-16609
2013,330490,01,8879786,5434
2013,330490,02,-189291,-281
2013,330490,03,-190162,-255
2013,330490,04,-575426,-254
2013,330490,05,-750624,-371
2013,330490,06,-1321570,-769
2013,330490,07,-729247,-172
2013,330490,08,41312,-67
2013,330490,09,-1199049,-435
2013,330500,01,283465,82
2013,330500,02,-7341,-13
2013,330500,03,350396,227
2013,330500,04,165890,-14
2013,330500,05,327057,342
2013,330500,06,-347453,-195
2013,330500,07,-1073880,-382
2013,330500,08,-3061726,-937
2013,330500,09,-31452,-11
2013,330510,01,1424200,1424
2013,330510,02,-229563,-211
2013,330510,03,-119791,-65
2013,330510,04,-98320,62
2013,330510,05,869920,626
2013,330510,06,-175668,11
2013,330510,07,-49046,111
2013,330510,08,-2285661,-729
2013,330510,09,2493003,1063
2013,330580,01,733543,829
2013,330580,02,-114693,-84
2013,330580,03,-152560,22
2013,330580,04,-274929,-223
2013,330580,05,-1679,41
2013,330580,06,34424,-36
2013,330580,07,-159849,3
2013,330580,08,48703,275
2013,330580,09,87663,170
2013,330630,01,1649818,1548
2013,330630,02,43837,-178
2013,330630,03,-168233,-209
2013,330630,04,-365646,-204
2013,330630,05,-620440,-375
2013,330630,06,-814561,-537
2013,330630,07,-56737,273
2013,330630,08,20426,43
2013,330630,09,-5164330,-1473
2013,350160,01,2483225,2141
2013,350160,02,-357167,-221
2013,350160,03,-176374,-22
2013,350160,04,-460304,37
2013,350160,05,-816556,-284
2013,350160,06,-624710,80
2013,350160,07,-919391,301
2013,350160,08,-455765,108
2013,350160,09,180162,521
2013,350280,01,2636221,2469
2013,350280,02,-187141,-119
2013,350280,03,-372189,-167
2013,350280,04,-214189,53
2013,350280,05,-425708,-187
2013,350280,06,420006,531
2013,350280,07,-2337643,79
2013,350280,08,-1178491,-444
2013,350280,09,208859,212
2013,350320,01,1694697,1678
2013,350320,02,-414189,-253
2013,350320,03,-771020,-249
2013,350320,04,-381262,-183
2013,350320,05,-149958,-158
2013,350320,06,-906950,-709
2013,350320,07,-271492,-70
2013,350320,08,-716891,-369
2013,350320,09,-70911,306
2013,350330,01,1028601,916
2013,350330,02,-150305,-94
2013,350330,03,-184204,-62
2013,350330,04,-208812,-30
2013,350330,05,-585946,-309
2013,350330,06,-344986,-10
2013,350330,07,548075,432
2013,350330,08,-163466,-33
2013,350330,09,-897133,-238
2013,350410,01,838294,803
2013,350410,02,-191727,-130
2013,350410,03,-117080,-30
2013,350410,04,-70533,-10
2013,350410,05,-401665,-91
2013,350410,06,-294022,2
2013,350410,07,-282386,3
2013,350410,08,-719046,-305
2013,350410,09,247562,101
2013,350570,01,6220252,3998
2013,350570,02,-698249,-355
2013,350570,03,-1136703,-303
2013,350570,04,-2094104,-415
2013,350570,05,-2326997,156
2013,350570,06,-1978984,919
2013,350570,07,617530,1864
2013,350570,08,-2737653,1156
2013,350570,09,-8470888,-4031
2013,350600,01,2720025,2512
2013,350600,02,-457779,-318
2013,350600,03,-384112,-173
2013,350600,04,-840527,-272
2013,350600,05,-344260,-217
2013,350600,06,-1182283,-370
2013,350600,07,-428189,13
2013,350600,08,-568582,-415
2013,350600,09,-585642,-907
2013,350760,01,1216708,1137
2013,350760,02,-80464,-49
2013,350760,03,-362764,-184
2013,350760,04,-274017,-135
2013,350760,05,31381,108
2013,350760,06,-718399,-249
2013,350760,07,-91897,-27
2013,350760,08,-87926,150
2013,350760,09,-67164,-71
2013,350920,01,926960,816
2013,350920,02,-16510,-36
2013,350920,03,-115124,-72
2013,350920,04,-338287,-69
2013,350920,05,-42388,320
2013,350920,06,-1008045,-229
2013,350920,07,-902653,-316
2013,350920,08,-2012173,-890
2013,350920,09,-313570,-354
2013,350950,01,7113503,6255
2013,350950,02,-2560312,-1689
2013,350950,03,-3847482,-1850
2013,350950,04,-4271621,-1282
2013,350950,05,-1694874,-694
2013,350950,06,-7999022,-1049
2013,350950,07,420075,939
2013,350950,08,3811424,3686
2013,350950,09,-8050093,-516
2013,351060,01,1410687,1395
2013,351060,02,36080,24
2013,351060,03,-203973,-131
2013,351060,04,-300426,-164
2013,351060,05,-255315,-109
2013,351060,06,-117321,86
2013,351060,07,151334,173
2013,351060,08,-63889,49
2013,351060,09,183937,565
2013,351300,01,2157143,1819
2013,351300,02,-300975,-191
2013,351300,03,-228307,-131
2013,351300,04,-461594,7
2013,351300,05,-1314321,-516
2013,351300,06,-2139402,-884
2013,351300,07,-1419279,-128
2013,351300,08,-3173052,-1950
2013,351300,09,-984715,-303
2013,351350,01,714205,637
2013,351350,02,42412,-22
2013,351350,03,-144926,-81
2013,351350,04,-244125,-118
2013,351350,05,-204855,119
2013,351350,06,-279270,-22
2013,351350,07,230119,692
2013,351350,08,-53779,-42
2013,351350,09,-1965824,-584
2013,351380,01,1281166,1104
2013,351380,02,-464929,-300
2013,351380,03,-704277,-304
2013,351380,04,-573163,-215
2013,351380,05,-1382219,-335
2013,351380,06,-1982870,-129
2013,351380,07,-1871755,57
2013,351380,08,-2541674,-1011
2013,351380,09,-948046,-270
2013,351500,01,1034783,974
2013,351500,02,-30302,-44
2013,351500,03,57250,77
2013,351500,04,-23590,112
2013,351500,05,-84683,-7
2013,351500,06,-628532,14
2013,351500,07,-379188,-197
2013,351500,08,146167,228
2013,351500,09,-940276,-799
2013,351620,01,3712645,3649
2013,351620,02,-206010,-257
2013,351620,03,-577365,-421
2013,351620,04,-642552,-560
2013,351620,05,-629910,-267
2013,351620,06,-531737,-116
2013,351620,07,360187,449
2013,351620,08,-259903,-48
2013,351620,09,-357092,193
2013,351840,01,441531,549
2013,351840,02,-71649,-92
2013,351840,03,-197831,-82
2013,351840,04,-104725,19
2013,351840,05,148679,37
2013,351840,06,539295,317
2013,351840,07,-556337,-189
2013,351840,08,292921,209
2013,351840,09,8287,201
2013,351870,01,881872,839
2013,351870,02,-73105,-54
2013,351870,03,-305159,-174
2013,351870,04,-568397,-384
2013,351870,05,-284534,-139
2013,351870,06,-444178,-268
2013,351870,07,28896,74
2013,351870,08,-172592,20
2013,351870,09,-9263,134
2013,351880,01,8825958,8472
2013,351880,02,-943976,-542
2013,351880,03,-700349,-241
2013,351880,04,-3058609,-1151
2013,351880,05,-2221267,-156
2013,351880,06,-3520177,-453
2013,351880,07,-557735,807
2013,351880,08,4281695,5174
2013,351880,09,-507746,2068
2013,351907,01,1035819,896
2013,351907,02,-198974,-150
2013,351907,03,-167223,-87
2013,351907,04,-84640,-25
2013,351907,05,-1036552,-396
2013,351907,06,-359334,-126
2013,351907,07,-270696,42
2013,351907,08,21898,236
2013,351907,09,-1904722,-169
2013,352050,01,2578327,1843
2013,352050,02,111266,-86
2013,352050,03,-365161,-75
2013,352050,04,-262074,30
2013,352050,05,780664,397
2013,352050,06,-933865,-191
2013,352050,07,617494,570
2013,352050,08,922,215
2013,352050,09,-917437,-2
2013,352250,01,1109867,937
2013,352250,02,-59794,-66
2013,352250,03,-146204,-57
2013,352250,04,-262635,-159
2013,352250,05,-365290,-99
2013,352250,06,-783389,67
2013,352250,07,-391973,-209
2013,352250,08,-548372,-340
2013,352250,09,177976,-54
2013,352310,01,1385056,1230
2013,352310,02,-39315,-11
2013,352310,03,-153447,-121
2013,352310,04,-151111,76
2013,352310,05,-393096,-131
2013,352310,06,-671781,-342
2013,352310,07,-599386,-244
2013,352310,09,-158291,21
2013,352340,01,972955,912
2013,352340,02,-54105,-40
2013,352340,03,85369,91
2013,352340,04,-115665,-16
2013,352340,05,248569,257
2013,352340,06,-920330,-210
2013,352340,07,-704800,-317
2013,352340,08,-16625,20
2013,352340,09,-1273166,-745
2013,352390,01,1681213,1263
2013,352390,02,-307381,-227
2013,352390,03,-229121,-71
2013,352390,04,-233685,77
2013,352390,05,-693253,-198
2013,352390,06,147322,344
2013,352390,07,-514040,-39
2013,352390,08,-508661,-236
2013,352390,09,-2499656,-1045
2013,352440,01,913141,817
2013,352440,02,-216342,-199
2013,352440,03,-23529,-107
2013,352440,04,64197,15
2013,352440,05,-1039877,-448
2013,352440,06,-563130,-235
2013,352440,07,-1235614,-254
2013,352440,08,144806,115
2013,352440,09,-115838,-134
2013,352470,01,412368,370
2013,352470,02,111600,113
2013,352470,03,-86288,-59
2013,352470,04,-35866,166
2013,352470,05,-162295,-70
2013,352470,06,159070,195
2013,352470,07,-399267,52
2013,352470,08,-415667,-140
2013,352470,09,-6848178,-2123
2013,352590,01,2327070,2782
2013,352590,02,-232449,-193
2013,352590,03,-634453,-81
2013,352590,04,-1144279,-576
2013,352590,05,-1631999,-423
2013,352590,06,-3434518,470
2013,352590,07,-1719521,-249
2013,352590,08,-2168651,-208
2013,352590,09,-4365269,-803
2013,352690,01,1412119,1456
2013,352690,02,-197507,-91
2013,352690,03,-388233,-205
2013,352690,04,-305399,-43
2013,352690,05,-345275,-44
2013,352690,06,271684,736
2013,352690,07,-1116909,-262
2013,352690,08,542303,865
2013,352690,09,-955325,-67
2013,352730,01,405369,323
2013,352730,02,-8687,21
2013,352730,03,16962,11
2013,352730,04,-164400,-66
2013,352730,05,-60280,-48
2013,352730,06,-8037,46
2013,352730,07,-300961,-213
2013,352730,08,98942,347
2013,352730,09,-521627,22
