Ano,Município,Salário,SaldoMov
2014,431870,-2682688,180
2014,432200,-2088609,-578
2014,500270,-7039351,597
2014,500370,1001877,1163
2014,500830,-18906751,-7619
2014,510340,-7518134,-647
2014,510760,-4187144,603
2014,510840,-5655119,-2282
2014,520110,-5093245,1056
2014,520140,-9712708,-3009
2014,520510,-845186,241
2014,520870,-28052294,1590
2014,521880,-2516115,330
2014,530010,-28512187,1593
2015,110020,-27169565,-12122
2015,120040,-4688760,-2431
2015,130260,-77369751,-39361
2015,140010,-2285584,-1062
2015,150080,-4689311,-1993
2015,150140,-24850336,-11797
2015,150420,-5773560,-2649
2015,150553,-9558206,-3602
2015,150810,-578927,-351
2015,160030,-5999233,-3704
2015,172100,-5224782,-2117
2015,210530,-6958409,-4031
2015,211130,-29258335,-11298
2015,221100,-11586544,-3810
2015,230370,-3963458,-740
2015,230440,-53739415,-22587
2015,230765,-5616650,-2578
2015,240800,-5450344,-1828
2015,240810,-16768322,-8308
2015,250400,-4965344,-3731
2015,250750,-15654920,-8206
2015,260290,-8499426,-2932
2015,260410,-7164369,-3666
2015,260720,-49233260,-16706
2015,260790,-11957845,-6481
2015,260960,-10107613,-7071
2015,261110,-2441852,-808
2015,261160,-67637516,-37225
2015,270430,-10362472,-3208
2015,280030,-10124194,-4829
2015,290570,-11711795,-3589
2015,291080,-11033506,-6595
2015,291920,-13640274,-8256
2015,292740,-82747806,-34285
2015,292920,-2569593,-19
2015,293070,-4741988,-1606
2015,293330,-3581073,-2121
2015,310400,-1805176,185
2015,310620,-183925127,-68065
2015,310670,-52540834,-10154
2015,311860,-30649298,-12125
2015,312230,-4433066,-1510
2015,312510,-2138629,-1096
2015,312770,-4685217,-2792
2015,313130,-15425295,-6945
2015,313170,-14080408,-7212
2015,313670,-7256274,-3720
2015,314330,-4691884,-2357
2015,314480,-11250193,-2364
2015,314610,-3336771,-1063
2015,315180,-3938807,-1040
2015,315250,-5313073,-2514
2015,316720,-11355449,-4312
2015,317010,-10148972,-4453
2015,317020,-18181870,-3759
2015,317070,-3259400,-1009
2015,320060,-7201516,-2085
2015,320120,-3780419,-2350
2015,320130,-6316459,-3454
2015,320320,-3780753,-2029
2015,320430,-10322,-5
2015,320500,-24927281,-10152
2015,320520,-13791253,-7088
2015,320530,-25739995,-9432
2015,330010,-15152160,-4531
2015,330040,-1967193,-1773
2015,330045,-1837469,-884
2015,330070,-977542,-852
2015,330100,-9685850,-4898
2015,330170,-17098761,-8147
2015,330200,-11278769,-4271
2015,330240,-59110868,-11349
2015,330270,-400145,-287
2015,330330,-28133349,-8891
2015,330340,-3169442,-1643
2015,330350,-4632857,-2632
2015,330390,-4323128,-2010
2015,330415,-139039,-73
2015,330420,-5683845,-2088
2015,330452,-5058359,-1944
2015,330455,-328817091,-80284
2015,330490,-10808078,-4646
2015,330500,-2005481,-568
2015,330510,-6462858,-3562
2015,330580,-1816070,-783
2015,330630,-8676062,-3836
2015,350160,-11642052,-4834
2015,350280,-4014090,-1566
2015,350320,-7155302,-2300
2015,350330,-4774253,-1626
2015,350410,-5316187,-1529
2015,350570,-55979938,-9726
2015,350600,-14333669,-5464
2015,350760,-2762562,-651
2015,350920,-5274395,-1290
2015,350950,-59709349,-16281
2015,351060,-2824053,-793
2015,351300,-11817998,-3316
2015,351350,-10018496,-3563
2015,351380,-24590419,-9102
2015,351500,-6987806,-2974
2015,351620,-8822285,-4385
2015,351840,-1624924,-420
2015,351870,-1917910,-416
2015,351880,-62054278,-21117
2015,351907,-7964269,-1463
2015,352050,-10934983,-2067
2015,352250,-2613513,-1870
2015,352310,-5459635,-2834
2015,352340,-6395826,-2009
2015,352390,-9545477,-3070
2015,352440,-4587603,-1211
2015,352470,-428542,284
2015,352590,-38207044,-11143
2015,352690,-14901570,-5998
2015,352730,-7226530,-1097
2015,352900,-5808233,-1649
2015,352940,-10486766,-3519
2015,353060,-9209789,-3152
2015,353070,-3562430,-1038
2015,353080,-3679104,-1600
2015,353440,-30322370,-10569
2015,353650,-5750174,-548
2015,353800,-7478154,-2352
2015,353870,-18709513,-5964
2015,353980,-3461738,-765
2015,354100,-1934022,-971
2015,354140,-3575538,-1041
2015,354340,-19423630,-6572
2015,354390,-7937877,-3024
2015,354520,-3973613,-1297
2015,354580,-6048830,-2137
2015,354730,-9211129,-3476
2015,354780,-19861823,-6309
2015,354850,-21054351,-9112
2015,354870,-72725427,-18889
2015,354880,-17384001,-4589
2015,354890,-10219275,-2460
2015,354980,-12463353,-2898
2015,354990,-26965023,-10435
2015,355030,-675848169,-137214
2015,355070,-40695,29
2015,355100,-3506546,-1788
2015,355170,-11895567,-3628
2015,355220,-35881033,-12504
2015,355240,-14429097,-2326
2015,355250,-4813697,-1075
2015,355280,-4707806,-1090
2015,355410,-16954839,-6542
2015,355620,-6319785,-1320
2015,355670,-6611614,-2706
2015,410180,-3773864,203
2015,410480,-9245180,-1629
2015,410690,-127216369,-31839
2015,410830,-3922600,-1056
2015,410940,-1598350,-211
2015,411370,-14500609,-3123
2015,411520,-14455979,-3515
2015,411820,-3449985,-571
2015,411915,-6386065,-2343
2015,411990,-7006093,-2742
2015,412550,-21864246,-6588
2015,412770,-4078576,-1449
2015,420240,-24859613,-5338
2015,420290,-8382268,-3024
2015,420420,-9020796,-2644
2015,420460,-6311850,-1812
2015,420540,-31797496,-2631
2015,420820,-16522901,-2367
2015,420890,-13558940,-3246
2015,420910,-41886029,-10258
2015,420930,-3407705,-990
2015,421660,-11547820,-3932
2015,430210,-6801430,-1898
2015,430310,-6065838,-2354
2015,430460,-11075737,-4451
2015,430510,-43574563,-14080
2015,430920,-8440226,-3804
2015,430930,-9412162,-3204
2015,431340,-8785240,-3477
2015,431410,-5229288,-1240
2015,431440,-4923144,-2853
2015,431490,-71931645,-19550
2015,431560,-14514888,-3578
2015,431680,-5151383,-1674
2015,431690,-4010764,-1304
2015,431870,-8218329,-3018
2015,432200,-1234076,-13
2015,500270,-19599370,-8551
2015,500370,-2165163,-1151
2015,500830,-4643053,-1634
2015,510340,-23267084,-8052
2015,510760,-8089485,-2126
2015,510840,-4107215,-1503
2015,520110,-6081834,-1832
2015,520140,-15620242,-8008
2015,520510,-3926633,-1376
2015,520870,-45943222,-12998
2015,521880,-4991373,-1789
2015,530010,-43839503,-19954
2016,110020,-22518242,-9727
2016,120040,-4166604,-1953
2016,130260,-50096900,-19019
2016,140010,-1574798,-791
2016,150080,-3439377,-1668
2016,150140,-22031127,-9808
2016,150420,-5858567,-2695
2016,150553,-5550520,-1972
2016,150810,-225739,-176
2016,160030,-4840597,-2280
2016,172100,-6563967,-2582
2016,210530,-2566915,-523
2016,211130,-24196475,-9593
2016,221100,-14477475,-9234
2016,230370,-12271977,-3977
2016,230440,-51861883,-17360
2016,230765,-5251561,-2037
2016,240800,-6751069,-3070
2016,240810,-18581220,-10237
2016,250400,-3988594,-1981
2016,250750,-15271771,-8410
2016,260290,-5595642,-2602
2016,260410,-6217760,-3256
2016,260720,-3021547,58
2016,260790,-10220034,-3270
2016,260960,-5954680,-3677
2016,261110,-3540127,-1451
2016,261160,-63909636,-26178
2016,270430,-18680820,-7147
2016,280030,-15969000,-8066
2016,290570,-13795898,-4494
2016,291080,-11481428,-6002
2016,291920,-13798650,-9968
2016,292740,-74106850,-28181
2016,292920,-985895,-387
2016,293070,-6324577,-1947
2016,293330,-2531706,-1311
2016,310400,-2849501,329
2016,310620,-140793636,-41243
2016,310670,-74741518,-8457
2016,311860,-30450013,-10582
2016,312230,-4431149,-1012
2016,312510,-1458103,223
2016,312770,-4766927,-2574
2016,313130,-7241707,-2870
2016,313170,-5977933,-2630
2016,313670,-7305506,-3750
2016,314330,-3306418,-1910
2016,314480,-9598951,-1290
2016,314610,-1097365,-142
2016,315180,-3936860,-839
2016,315250,-3654321,-1655
2016,316720,-14836563,-2789
2016,317010,-7909168,-2765
2016,317020,-17827345,-2761
2016,317070,-1994720,-305
2016,320060,-4586786,-472
2016,320120,-5643713,-2653
2016,320130,-4760147,-2332
2016,320320,-4343436,-2043
2016,320430,-54242,-38
2016,320500,-22361545,-7677
2016,320520,-10270379,-4369
2016,320530,-24454831,-7987
2016,330010,-12863796,-4610
2016,330040,-2901940,-1686
2016,330045,-2454315,-1012
2016,330070,-1420278,-711
2016,330100,-12459894,-5532
2016,330170,-36356880,-14077
2016,330200,-4228102,-1697
2016,330240,-57881834,-12294
2016,330270,-700628,-373
2016,330330,-34895890,-12000
2016,330340,-2439616,-1267
2016,330350,-5603223,-2601
2016,330390,-4844096,-1887
2016,330415,-212274,-104
2016,330420,-5192082,-1442
2016,330452,-9669657,-2085
2016,330455,-493603428,-142480
2016,330490,-10645825,-5075
2016,330500,-3727224,-1436
2016,330510,-7764080,-4739
2016,330580,-3133255,-1672
2016,330630,-9436189,-3699
2016,350160,-10072788,-3718
2016,350280,-4337468,-1373
2016,350320,-4253544,-1054
2016,350330,-4069294,-1197
2016,350410,-2670494,-98
2016,350570,-57891238,-10330
2016,350600,-11231169,-3506
2016,350760,-1070744,878
2016,350920,-7368678,-3064
2016,350950,-55987218,-14837
2016,351060,-3840392,-1151
2016,351300,-13962794,-4536
2016,351350,-17956346,-6599
2016,351380,-17875805,-5177
2016,351500,-2360162,58
2016,351620,-4911874,-660
2016,351840,-2737712,-551
2016,351870,-5634206,-2207
2016,351880,-50274426,-12156
2016,351907,-9899163,-1142
2016,352050,-10820951,-1838
2016,352250,-7480446,-3448
2016,352310,-3595597,-1732
2016,352340,-6412859,-2333
2016,352390,-6711477,-840
2016,352440,-3797269,-439
2016,352470,-3489457,-604
2016,352590,-29325205,-6076
2016,352690,-8461472,-2062
2016,352730,-6770789,-1036
2016,352900,-3577465,381
2016,352940,-8348058,-1029
2016,353060,-10090533,-3418
2016,353070,-5935088,-2856
2016,353080,-2946197,-850
2016,353440,-27811109,-8152
2016,353650,-5351613,-763
2016,353800,-6393111,-1327
2016,353870,-14980271,-3464
2016,353980,-3557509,-835
2016,354100,-2032530,-476
2016,354140,-4639488,-1349
2016,354340,-17094291,-3650
2016,354390,-4964557,-1194
2016,354520,-3019840,-789
2016,354580,-5208973,-985
2016,354730,-11900097,-3145
2016,354780,-20635425,-5846
2016,354850,-20715278,-8275
2016,354870,-71426240,-15389
2016,354880,-13820961,-2755
2016,354890,-9563899,-2481
2016,354980,-17044435,-4639
2016,354990,-37804721,-9223
2016,355030,-750027638,-135093
2016,355070,-367986,19
2016,355100,-3380441,-1853
2016,355170,-4382530,-487
2016,355220,-32112683,-8609
2016,355240,-11198168,-2072
2016,355250,-4301572,-603
2016,355280,-5683103,-2378
2016,355410,-9943860,-3654
2016,355620,-4882379,-559
2016,355670,-5125435,-752
2016,410180,-8573533,-631
2016,410480,-12454129,-3350
2016,410690,-121451759,-21015
2016,410830,-2160572,371
2016,410940,-3669984,-1265
2016,411370,-16773643,-4071
2016,411520,-15057962,-3508
2016,411820,-1926874,-16
2016,411915,-6969964,-1953
2016,411990,-3614482,-437
2016,412550,-13718880,-2195
2016,412770,-1705967,532
2016,420240,-19340340,-1516
2016,420290,-4697079,-507
2016,420420,-9821355,-1150
2016,420460,-6706076,-1553
2016,420540,-35067281,-4978
2016,420820,-18538617,-2685
2016,420890,-15282943,-3953
2016,420910,-32827867,-2990
2016,420930,-2794203,-846
2016,421660,-10328311,-2021
2016,430210,-6534983,-1621
2016,430310,-5211683,-1423
2016,430460,-8153183,-1182
2016,430510,-29515761,-6897
2016,430920,-8455929,-3133
2016,430930,-456484,-64
2016,431340,-5561273,-1022
2016,431410,-5916863,-749
2016,431440,-4361219,-1721
2016,431490,-67050748,-16819
2016,431560,-19684673,-5009
2016,431680,-3606317,-485
2016,431690,-2937018,-397
2016,431870,-5033344,-441
2016,432200,-1756517,-144
2016,500270,-16810246,-5732
2016,500370,-2981615,-849
2016,500830,6183923,3506
2016,510340,-22602073,-7957
2016,510760,-8601361,-2011
2016,510840,-6717661,-3262
2016,520110,-7708369,-3226
2016,520140,-9740112,-2082
2016,520510,-2815522,-828
2016,520870,-56324897,-14029
2016,521880,-5145756,-1583
2016,530010,-88511726,-28527
2017,110020,-6597211,-1333
2017,120040,-2775367,-1166
2017,130260,-23913735,-1365
2017,140010,1089118,1729
2017,150080,-1127914,882
2017,150140,-14382325,-3069
2017,150420,787350,1770
2017,150553,-4198321,-676
2017,150810,-609931,-297
2017,160030,-2489786,-1062
2017,172100,-3096163,-675
2017,210530,-2117973,-279
2017,211130,-9446632,619
2017,221100,-8261297,83
2017,230370,-452285,485
2017,230440,-35642982,-5765
2017,230765,-1143089,161
2017,240800,-2311743,-547
2017,240810,-9990599,-1107
2017,250400,-3214703,-1181
2017,250750,-7273271,-1807
2017,260290,-3684805,-261
2017,260410,-2677516,-311
2017,260720,-3591026,-547
2017,260790,-8277223,-1507
2017,260960,-2562499,-424
2017,261110,-2744950,-1365
2017,261160,-35130117,-8218
2017,270430,-11000302,-3174
2017,280030,-10594729,-2253
2017,290570,-7386585,59
2017,291080,-2083502,389
2017,291920,-5446471,-1873
2017,292740,-43309134,-5949
2017,292920,-1569652,-344
2017,293070,-4544482,-504
2017,293330,-1759306,-685
2017,310400,-3892624,-675
2017,310620,-71625682,-5211
2017,310670,-61466269,-1625
2017,311860,-19910846,-35
2017,312230,-3433245,-23
2017,312510,306419,805
2017,312770,-2771673,-848
2017,313130,-3635083,-83
2017,313170,-1823850,-560
2017,313670,-2358400,-951
2017,314330,-1948289,-233
2017,314480,-7392108,-253
2017,314610,-2212164,-745
2017,315180,-2483658,172
2017,315250,-921584,689
2017,316720,-5506268,965
2017,317010,-4871651,-364
2017,317020,-13870113,2361
2017,317070,-421295,752
2017,320060,-5270551,1061
2017,320120,-4668641,-1052
2017,320130,-2301774,106
2017,320320,-1555024,260
2017,320430,73818,88
2017,320500,-15218917,-2450
2017,320520,-5396239,-669
2017,320530,-14500264,-728
2017,330010,-5005224,-1300
2017,330040,-1439392,-680
2017,330045,-2012435,-843
2017,330070,-1171391,-550
2017,330100,-8098299,-3071
2017,330170,-21619249,-8534
2017,330200,879636,546
2017,330240,-40855455,-8941
2017,330270,63359,298
2017,330330,-16833684,-4972
2017,330340,-1402386,349
2017,330350,-6717343,-3631
2017,330390,-4129126,-1531
2017,330415,-247917,-103
2017,330420,704971,1306
2017,330452,-8800319,-409
2017,330455,-295077142,-59549
2017,330490,-11371318,-3450
2017,330500,-258463,233
2017,330510,-2478180,-1051
2017,330580,-589206,44
2017,330630,-3498200,-619
2017,350160,-6733632,-612
2017,350280,-3971676,-828
2017,350320,-4476831,-979
2017,350330,-1775501,292
2017,350410,-2481325,-545
2017,350570,-40802311,-1697
2017,350600,-7602187,-598
2017,350760,-1983188,51
2017,350920,-6345367,-1818
2017,350950,-37436593,-2379
2017,351060,-1560871,-59
2017,351300,-6070542,-191
2017,351350,-7030001,-1292
2017,351380,-10826948,-1881
2017,351500,-2804576,119
2017,351620,-3696120,-294
2017,351840,-1477989,-273
2017,351870,-5731823,-1702
2017,351880,-26993782,-1638
2017,351907,-8711519,-566
2017,352050,-7355446,-848
2017,352250,-5546504,-1917
2017,352310,1233907,1862
2017,352340,-1945711,454
2017,352390,-4972160,-129
2017,352440,-3308811,-696
2017,352470,-2438457,540
2017,352590,-28268730,-1839
2017,352690,-4582642,670
2017,352730,-2107543,-226
2017,352900,-1952029,1424
2017,352940,-8591119,-89
2017,353060,-6110139,235
2017,353070,-1459302,1245
2017,353080,-1522836,69
2017,353440,-32210028,-4713
2017,353650,-5774098,-1292
2017,353800,-1826651,-251
2017,353870,-10540163,-226
2017,353980,-2021037,-1161
2017,354100,-2650265,-878
2017,354140,-4164577,-656
2017,354340,-13025231,473
2017,354390,-1737509,1296
2017,354520,-2853326,-343
2017,354580,-2456044,26
2017,354730,-5028005,-866
2017,354780,-13696211,897
2017,354850,-14634821,-2614
2017,354870,-36168836,-2035
2017,354880,-7737593,90
2017,354890,-3411482,237
2017,354980,-6746178,1896
2017,354990,-19705329,-2187
2017,355030,-498472575,-19182
2017,355070,-628149,-147
2017,355100,-2755874,-1167
2017,355170,-5685044,-841
2017,355220,-23381033,-703
2017,355240,-4403289,155
2017,355250,-365902,1269
2017,355280,-2271661,243
2017,355410,-8229904,-551
2017,355620,-1958193,712
2017,355670,-2526289,-84
2017,410180,-4277215,-529
2017,410480,-6096039,820
2017,410690,-108504865,-9266
2017,410830,-1907567,375
2017,410940,-2122621,-68
2017,411370,-13893895,-2099
2017,411520,-12927121,394
2017,411820,-2543085,-12
2017,411915,-6290982,-515
2017,411990,-3961755,717
2017,412550,-7733127,843
2017,412770,-1242031,672
2017,420240,-16213705,1128
2017,420290,-2378431,1091
2017,420420,-4167175,1552
2017,420460,-5976103,-292
2017,420540,-45552143,-3831
2017,420820,-18104304,883
2017,420890,-7328737,408
2017,420910,-21861163,5467
2017,420930,-2922861,127
2017,421660,-3600682,2341
2017,430210,-4491246,-339
2017,430310,-4820940,-458
2017,430460,-7107605,-280
2017,430510,-19985411,-615
2017,430920,-145658,1854
2017,430930,-467196,177
2017,431340,-5704729,-897
2017,431410,-3705574,926
2017,431440,-4104761,-812
2017,431490,-67357109,-10967
2017,431560,-9032370,-2079
2017,431680,-2683437,26
2017,431690,-2479501,752
2017,431870,-5774392,1072
2017,432200,237690,532
2017,500270,-16757301,-3500
2017,500370,-988982,477
2017,500830,-14487581,-3706
2017,510340,-11599419,70
2017,510760,-3661584,1097
2017,510840,-539886,1146
2017,520110,-3071493,1172
2017,520140,-658034,3801
2017,520510,-784666,374
2017,520870,-43925675,1115
2017,521880,-2100066,1038
2017,530010,-55555000,-3394
2018,110020,-5237477,-775
2018,120040,-2761100,-768
2018,130260,-14245443,2687
2018,140010,-1062484,333
2018,150080,-1196066,639
2018,150140,-13487299,-915
2018,150420,-3903793,-983
2018,150553,1883238,2899
2018,150810,-861267,-444
2018,160030,-1103545,1319
2018,172100,-2531156,-272
2018,210530,-418783,905
2018,211130,-1732441,4225
2018,221100,-6665144,-630
2018,230370,-1016801,472
2018,230440,-8362088,5667
2018,230765,-145319,1591
2018,240800,-8982,744
2018,240810,-6234887,1658
2018,250400,-1400775,521
2018,250750,-4583318,1736
2018,260290,-2219947,-260
2018,260410,-1002103,433
2018,260720,-9520741,-3197
2018,260790,-7623068,-3072
2018,260960,174256,1411
2018,261110,-236958,359
2018,261160,-33874469,-6259
2018,270430,-7582440,-845
2018,280030,-7063024,-1694
2018,290570,-7865120,265
2018,291080,-1962167,1089
2018,291920,-4272615,122
2018,292740,-19554140,3890
2018,292920,690241,347
2018,293070,-1607671,752
2018,293330,928655,1630
2018,310400,-3791812,-921
2018,310620,-5404525,26654
2018,310670,-10737049,1940
2018,311860,-8818014,1628
2018,312230,-1579996,797
2018,312510,2139276,1526
2018,312770,-2416760,-916
2018,313130,1842052,2268
2018,313170,-235851,493
2018,313670,3004221,1758
2018,314330,-295295,927
2018,314480,238982,2773
2018,314610,-912973,-385
2018,315180,-2691552,-24
2018,315250,607645,1490
2018,316720,-692884,1632
2018,317010,-2944841,850
2018,317020,-11641181,743
2018,317070,-2550655,-83
2018,320060,-4070258,1069
2018,320120,-3534938,-621
2018,320130,469112,2019
2018,320320,-1008614,1288
2018,320430,-4299,15
2018,320500,-6760577,4554
2018,320520,-2006074,1248
2018,320530,-8132218,1178
2018,330010,-6449783,-1749
2018,330040,39289,563
2018,330045,-1501774,-334
2018,330070,-464209,20
2018,330100,-2569400,-236
2018,330170,-16337663,-3957
2018,330200,-1441568,315
2018,330240,-12949146,-205
2018,330270,796480,759
2018,330330,-13119452,-1877
2018,330340,-23936,990
2018,330350,-551231,792
2018,330390,-1725036,251
2018,330415,24931,47
2018,330420,-1546370,339
2018,330452,-5093939,-429
2018,330455,-141304325,-3733
2018,330490,-3798125,-1670
2018,330500,3554005,1698
2018,330510,-999320,-113
2018,330580,56540,720
2018,330630,1316853,2253
2018,350160,-5853926,231
2018,350280,-3520562,-824
2018,350320,-2662000,296
2018,350330,-1898857,-117
2018,350410,-626729,565
2018,350570,-15147502,4118
2018,350600,-1575911,2439
2018,350760,-745089,1002
2018,350920,-5235893,-210
2018,350950,-21513064,4056
2018,351060,-1194282,200
2018,351300,-4331252,-269
2018,351350,-3240218,483
2018,351380,-5531001,754
2018,351500,-2895735,417
2018,351620,-4130835,-245
2018,351840,-810690,396
2018,351870,-3521699,-510
2018,351880,-16426980,3153
2018,351907,-5853216,-73
2018,352050,-1456876,1991
2018,352250,13747,537
2018,352310,-601753,858
2018,352340,-1794798,403
2018,352390,-1734565,963
2018,352440,-100547,955
2018,352470,-3453181,-1110
2018,352590,-18718028,2196
2018,352690,-2152403,1271
2018,352730,-3106583,400
2018,352900,-1412552,1903
2018,352940,-4233619,673
2018,353060,-2151942,1652
2018,353070,-3573681,-582
2018,353080,-151782,367
2018,353440,-9201938,872
2018,353650,-3478746,-404
2018,353800,-288081,482
2018,353870,-5551366,601
2018,353980,-1731640,-524
2018,354100,-911613,568
2018,354140,-3558051,-429
2018,354340,-910975,6704
2018,354390,-2334352,598
2018,354520,-353546,1168
2018,354580,-2522536,10
2018,354730,-1236973,788
2018,354780,-20812725,343
2018,354850,-4759069,1675
2018,354870,-21924153,2965
2018,354880,-3630460,3434
2018,354890,-2500241,465
2018,354980,-5067170,1590
2018,354990,-16180223,305
2018,355030,-271828803,46701
2018,355070,-1341418,-414
2018,355100,-1026752,-224
2018,355170,-1603918,519
2018,355220,-14194876,2323
2018,355240,-4707508,-463
2018,355250,683472,2421
2018,355280,3971054,4272
2018,355410,-6024752,-29
2018,355620,-246408,1030
2018,355670,-3609735,1085
2018,410180,-5358763,-290
2018,410480,-4028288,2067
2018,410690,-52635616,12685
2018,410830,-1415851,2551
2018,410940,-1192062,954
2018,411370,-12772747,-938
2018,411520,-6977043,2964
2018,411820,-612149,1298
2018,411915,-5769257,-438
2018,411990,-1030723,1780
2018,412550,-2878179,2827
2018,412770,-3574710,53
2018,420240,-18101469,909
2018,420290,-1700825,1232
2018,420420,-3732100,1598
2018,420460,-2814073,968
2018,420540,-19055237,2393
2018,420820,-19652428,768
2018,420890,-7512188,459
2018,420910,-18966710,8987
2018,420930,-3116858,20
2018,421660,-5775016,469
2018,430210,-3088108,603
2018,430310,-3614188,-806
2018,430460,-7973750,-1276
2018,430510,-7090987,4921
2018,430920,-2416687,411
2018,430930,-1191950,1
2018,431340,-7665198,-1882
2018,431410,-2621045,983
2018,431440,-2277113,558
2018,431490,-45330496,523
2018,431560,77032,1729
2018,431680,-2407904,962
2018,431690,-2567986,135
2018,431870,-3491563,1795
2018,432200,-150584,239
2018,500270,-6927336,1875
2018,500370,-31504587,-8564
2018,500830,-3302889,-494
2018,510340,-7344247,2980
2018,510760,-2572529,1539
2018,510840,-1237932,283
2018,520110,-2475109,1544
2018,520140,-3918290,1123
2018,520510,-823423,523
2018,520870,-26343070,5102
2018,521880,-2089987,989
2018,530010,4401789,13428
