Ano,Município,IBGE Subsetor,Salário,SaldoMov
2007,110020,1,4440,4
2007,110020,10,-1842,8
2007,110020,11,1597,9
2007,110020,14,116114,163
2007,110020,15,390,107
2007,110020,16,-18082,383
2007,110020,17,-52658,214
2007,110020,18,75848,113
2007,110020,19,-35722,116
2007,110020,2,-955,29
2007,110020,20,28505,135
2007,110020,21,294742,623
2007,110020,22,91335,180
2007,110020,23,-7021,186
2007,110020,24,-54701,-122
2007,110020,25,30503,51
2007,110020,3,6000,20
2007,110020,4,-4555,-9
2007,110020,5,-5030,-8
2007,110020,6,1260,2
2007,110020,7,54650,97
2007,110020,8,-5822,-22
2007,110020,9,-9689,-8
2007,120040,1,-4673,-11
2007,120040,10,8235,16
2007,120040,11,-528,1
2007,120040,13,-9920,35
2007,120040,14,30867,31
2007,120040,15,-226547,-292
2007,120040,16,10937,-122
2007,120040,17,70695,41
2007,120040,18,66444,73
2007,120040,19,-117830,-199
2007,120040,2,16325,38
2007,120040,20,25582,99
2007,120040,21,90492,153
2007,120040,22,-27056,-84
2007,120040,23,47193,4
2007,120040,24,-210390,-313
2007,120040,25,34067,99
2007,120040,3,-7297,-8
2007,120040,4,4457,9
2007,120040,5,596,2
2007,120040,6,-576,-1
2007,120040,7,85253,184
2007,120040,8,651,3
2007,120040,9,7985,23
2007,130260,1,12938,0
2007,130260,10,-1141274,72
2007,130260,11,-2973,85
2007,130260,12,-896,-2
2007,130260,13,280337,969
2007,130260,14,236444,372
2007,130260,15,3169415,4375
2007,130260,16,91191,1711
2007,130260,17,88453,977
2007,130260,18,-294652,63
2007,130260,19,227690,479
2007,130260,2,-50472,101
2007,130260,20,850644,1814
2007,130260,21,788063,2854
2007,130260,22,88574,235
2007,130260,23,201934,539
2007,130260,24,-48485,-35
2007,130260,25,-1898,70
2007,130260,3,343670,779
2007,130260,4,1210364,2163
2007,130260,5,-4059253,-361
2007,130260,6,2643054,4069
2007,130260,7,-21212,-31
2007,130260,8,-241435,57
2007,130260,9,-197729,-33
2007,140010,1,1606,3
2007,140010,10,438,1
2007,140010,11,-905,-2
2007,140010,12,-3176,-7
2007,140010,13,15097,43
2007,140010,14,-32550,51
2007,140010,15,415410,739
2007,140010,16,35749,211
2007,140010,17,-47838,-45
2007,140010,18,-3904,12
2007,140010,19,105138,140
2007,140010,2,3257,-5
2007,140010,20,41686,92
2007,140010,21,40092,107
2007,140010,22,25450,56
2007,140010,23,48595,53
2007,140010,24,910,2
2007,140010,25,-74128,-131
2007,140010,3,-146,2
2007,140010,5,-1567,-3
2007,140010,7,-22663,-39
2007,140010,8,8985,12
2007,140010,9,-4289,-8
2007,150080,1,528,1
2007,150080,10,-17465,-32
2007,150080,11,-11323,-21
2007,150080,13,232788,610
2007,150080,14,-367,-1
2007,150080,15,214657,488
2007,150080,16,-117346,613
2007,150080,17,155074,373
2007,150080,18,-18566,-1
2007,150080,19,221046,408
2007,150080,2,78208,146
2007,150080,20,-41971,6
2007,150080,21,51426,152
2007,150080,22,33502,83
2007,150080,23,17569,80
2007,150080,24,78637,31
2007,150080,25,-172,5
2007,150080,3,-20414,-19
2007,150080,4,-4915,-4
2007,150080,5,5954,9
2007,150080,6,384,1
2007,150080,7,-186607,-391
2007,150080,8,-12635,-2
2007,150080,9,-9884,-30
2007,150140,1,-1471,-5
2007,150140,10,17884,56
2007,150140,11,74711,85
2007,150140,13,-435623,553
2007,150140,14,1562,17
2007,150140,15,-1107148,-1215
2007,150140,16,-178571,2896
2007,150140,17,57883,479
2007,150140,18,-389343,107
2007,150140,19,-37472,459
2007,150140,2,-132285,-123
2007,150140,20,179186,422
2007,150140,21,291749,2176
2007,150140,22,490799,1066
2007,150140,23,-48120,387
2007,150140,24,-32674,-25
2007,150140,25,-115320,-23
2007,150140,3,-537,11
2007,150140,4,-14384,14
2007,150140,5,75121,125
2007,150140,6,5170,58
2007,150140,7,-267964,-472
2007,150140,8,-59589,126
2007,150140,9,-18305,-7
2007,150420,1,47693,85
2007,150420,10,-1169,-3
2007,150420,11,1577,6
2007,150420,12,944,2
2007,150420,13,-3425,55
2007,150420,14,20964,25
2007,150420,15,85943,276
2007,150420,16,168446,732
2007,150420,17,182388,310
2007,150420,18,-2097,4
2007,150420,19,48828,159
2007,150420,2,40647,92
2007,150420,20,22455,66
2007,150420,21,92348,112
2007,150420,22,35533,58
2007,150420,23,90823,71
2007,150420,25,54905,75
2007,150420,3,307587,520
2007,150420,4,-6234,-7
2007,150420,5,1750,3
2007,150420,6,1126,2
2007,150420,7,-67139,-95
2007,150420,8,35629,9
2007,150420,9,-818,3
2007,150553,1,805973,730
2007,150553,10,-16477,-32
2007,150553,11,-1255,-1
2007,150553,13,14512,31
2007,150553,14,32034,89
2007,150553,15,199523,357
2007,150553,16,319995,725
2007,150553,17,30167,40
2007,150553,18,14558,16
2007,150553,19,-36413,-21
2007,150553,2,11148,15
2007,150553,20,90663,113
2007,150553,21,5207,152
2007,150553,22,28893,57
2007,150553,23,19141,42
2007,150553,25,-9177,6
2007,150553,3,8577,16
2007,150553,5,4378,2
2007,150553,9,-7395,12
2007,150810,10,-18502,-36
2007,150810,11,220,1
2007,150810,13,-2193,17
2007,150810,14,125812,77
2007,150810,15,2588745,3229
2007,150810,16,1325,204
2007,150810,17,-12057,-9
2007,150810,18,4064,4
2007,150810,19,32812,60
2007,150810,2,-870,3
2007,150810,20,-665,15
2007,150810,21,-29450,-31
2007,150810,22,-15271,-25
2007,150810,23,5417,12
2007,150810,24,1140,3
2007,150810,25,276,2
2007,150810,3,1330,1
2007,150810,6,-2609,-4
2007,150810,7,-142287,-132
2007,150810,8,1867,2
2007,150810,9,1840,4
2007,160030,1,-10071,-2
2007,160030,10,-5905,-14
2007,160030,11,6164,12
2007,160030,13,2721,8
2007,160030,14,82607,-54
2007,160030,15,100642,266
2007,160030,16,62328,518
2007,160030,17,1979,100
2007,160030,18,8010,23
2007,160030,19,-58300,-210
2007,160030,2,4180,11
2007,160030,20,98524,156
2007,160030,21,72804,316
2007,160030,22,140370,109
2007,160030,23,-191765,140
2007,160030,24,-1143,12
2007,160030,25,-912,1
2007,160030,3,-22672,-20
2007,160030,4,-1516,-1
2007,160030,5,755,1
2007,160030,6,1140,2
2007,160030,7,173,-13
2007,160030,8,-1351,5
2007,160030,9,3424,3
2007,172100,1,-11609,12
2007,172100,10,9914,13
2007,172100,11,6092,21
2007,172100,13,-49625,-49
2007,172100,14,168477,125
2007,172100,15,-256,227
2007,172100,16,55588,726
2007,172100,17,53265,240
2007,172100,18,-18579,15
2007,172100,19,526,96
2007,172100,2,50312,88
2007,172100,20,-71814,-80
2007,172100,21,-44075,26
2007,172100,22,83458,149
2007,172100,23,168378,130
2007,172100,24,7452,7
2007,172100,25,-20559,-20
2007,172100,3,-4055,3
2007,172100,4,190,1
2007,172100,5,-1105,0
2007,172100,6,2891,8
2007,172100,7,7500,19
2007,172100,8,-1269,30
2007,172100,9,-21779,-12
2007,210530,1,554,3
2007,210530,10,7764,21
2007,210530,11,-3527,-4
2007,210530,12,-3313,-9
2007,210530,13,72798,169
2007,210530,14,1293,26
2007,210530,15,364084,529
2007,210530,16,65090,573
2007,210530,17,-45506,10
2007,210530,18,9740,26
2007,210530,19,14544,56
2007,210530,2,11770,27
2007,210530,20,-51287,19
2007,210530,21,35922,111
2007,210530,22,1496,28
2007,210530,23,-47441,-6
2007,210530,24,-440,-1
2007,210530,25,74924,199
2007,210530,3,-13854,-14
2007,210530,4,380,1
2007,210530,5,-111,0
2007,210530,6,4783,11
2007,210530,7,7375,29
2007,210530,8,7352,10
2007,210530,9,-26330,-47
2007,211130,1,85018,116
2007,211130,10,-93078,41
2007,211130,11,18819,49
2007,211130,13,-10148,454
2007,211130,14,-77741,80
2007,211130,15,1070812,1878
2007,211130,16,394044,1491
2007,211130,17,169360,310
2007,211130,18,115099,11
2007,211130,19,571343,962
2007,211130,2,54294,56
2007,211130,20,454723,680
2007,211130,21,1130580,2146
2007,211130,22,191506,406
2007,211130,23,49871,257
2007,211130,24,-10023,2
2007,211130,25,102726,227
2007,211130,3,-34698,13
2007,211130,4,1107421,1334
2007,211130,5,-979,5
2007,211130,6,-123734,-167
2007,211130,7,14407,60
2007,211130,8,-5726,-6
2007,211130,9,5256,12
2007,221100,1,2208,2
2007,221100,10,25223,68
2007,221100,11,45636,145
2007,221100,12,16484,41
2007,221100,13,-95584,-61
2007,221100,14,292890,894
2007,221100,15,-603012,-1093
2007,221100,16,395917,1031
2007,221100,17,6631,212
2007,221100,18,-200584,117
2007,221100,19,339276,872
2007,221100,2,32857,72
2007,221100,20,-50650,46
2007,221100,21,384284,1202
2007,221100,22,210819,534
2007,221100,23,304095,658
2007,221100,24,-10188,8
2007,221100,25,26032,73
2007,221100,3,19417,62
2007,221100,4,17227,46
2007,221100,5,-4097,4
2007,221100,6,18596,62
2007,221100,7,14719,61
2007,221100,8,10896,28
2007,221100,9,-6771,10
2007,230370,1,7816,-2
2007,230370,10,-14553,-19
2007,230370,11,58211,50
2007,230370,13,-18930,-31
2007,230370,14,-21741,-30
2007,230370,15,8790,51
2007,230370,16,53593,138
2007,230370,17,4116,41
2007,230370,18,1603,9
2007,230370,19,35381,74
2007,230370,2,10857,8
2007,230370,20,20131,44
2007,230370,21,-2331905,-2728
2007,230370,22,-1645,0
2007,230370,23,-2270,0
2007,230370,25,17397,44
2007,230370,3,33319,145
2007,230370,4,31954,53
2007,230370,5,-332,-1
2007,230370,6,780,2
2007,230370,7,24037,59
2007,230370,8,-2349,-7
2007,230370,9,-22087,-23
2007,230440,1,-38718,-12
2007,230440,10,-65986,52
2007,230440,11,1342164,3707
2007,230440,12,-94503,-219
2007,230440,13,-1166049,-315
2007,230440,14,-70297,19
2007,230440,15,1070888,2363
2007,230440,16,1124575,6117
2007,230440,17,454731,1633
2007,230440,18,-1553412,-185
2007,230440,19,395422,2688
2007,230440,2,20885,56
2007,230440,20,288334,1355
2007,230440,21,-24110,3525
2007,230440,22,19265,414
2007,230440,23,-79625,894
2007,230440,24,261362,799
2007,230440,25,1836,-13
2007,230440,3,-24406,95
2007,230440,4,145232,383
2007,230440,5,-45679,59
2007,230440,6,86856,141
2007,230440,7,-22016,-36
2007,230440,8,161757,370
2007,230440,9,59275,142
2007,230765,1,412,1
2007,230765,10,-163,272
2007,230765,11,-409954,10
2007,230765,12,3370,6
2007,230765,13,-20267,279
2007,230765,14,5062,14
2007,230765,15,44519,138
2007,230765,16,12288,108
2007,230765,17,-50377,73
2007,230765,18,-7995,0
2007,230765,19,137824,318
2007,230765,2,30919,73
2007,230765,20,67876,113
2007,230765,21,1555,119
2007,230765,22,196,19
2007,230765,23,7271,11
2007,230765,25,-19133,-55
2007,230765,3,141617,461
2007,230765,4,35242,57
2007,230765,5,-2140,-3
2007,230765,6,-10109,25
2007,230765,7,8402,15
2007,230765,8,3088,19
2007,230765,9,3130,47
2007,240800,1,-135976,5
2007,240800,10,-6951,-5
2007,240800,11,-30027,-59
2007,240800,12,-393,-1
2007,240800,13,208627,172
2007,240800,14,-2763,-5
2007,240800,15,-50580,-20
2007,240800,16,364163,794
2007,240800,17,44627,70
2007,240800,18,-16481,14
2007,240800,19,769439,859
2007,240800,2,28958,51
2007,240800,20,45988,53
2007,240800,21,243590,618
2007,240800,22,13194,16
2007,240800,23,-30396,62
2007,240800,24,2628,4
2007,240800,25,-84619,-277
2007,240800,3,192590,280
2007,240800,4,-62468,-100
2007,240800,5,193,3
2007,240800,6,5866,15
2007,240800,7,9387,36
2007,240800,8,-4954,-3
2007,240800,9,855,4
2007,240810,1,47787,20
2007,240810,10,-11564,-19
2007,240810,11,1691947,3985
2007,240810,12,-100084,-233
2007,240810,13,-24291,244
2007,240810,14,298561,569
2007,240810,15,-26463,416
2007,240810,16,227857,2324
2007,240810,17,141569,664
2007,240810,18,-370406,0
2007,240810,19,87335,929
2007,240810,2,10392,77
2007,240810,20,49354,204
2007,240810,21,146438,1213
2007,240810,22,132610,581
2007,240810,23,-7037,266
2007,240810,24,-3772,-2
2007,240810,25,-48447,-93
2007,240810,3,45126,121
2007,240810,4,46528,48
2007,240810,5,8554,15
2007,240810,6,1536,4
2007,240810,7,-2060,3
2007,240810,8,15235,51
2007,240810,9,-11442,15
2007,250400,1,12805,11
2007,250400,10,5444,100
2007,250400,11,131173,223
2007,250400,12,330576,878
2007,250400,13,26685,68
2007,250400,14,-27535,2
2007,250400,15,42264,120
2007,250400,16,149554,627
2007,250400,17,9762,81
2007,250400,18,-42154,15
2007,250400,19,69200,142
2007,250400,2,-16024,-6
2007,250400,20,-22934,18
2007,250400,21,-16632,158
2007,250400,22,26473,67
2007,250400,23,-12116,108
2007,250400,24,6301,-2
2007,250400,25,-11069,-23
2007,250400,3,-63769,-92
2007,250400,4,7374,33
2007,250400,5,2003,5
2007,250400,6,3714,9
2007,250400,7,80892,181
2007,250400,9,15300,51
2007,250750,1,19886,32
2007,250750,10,34211,78
2007,250750,11,49568,251
2007,250750,12,-32003,-42
2007,250750,13,39778,297
2007,250750,14,147262,389
2007,250750,15,87877,746
2007,250750,16,454955,1318
2007,250750,17,133995,393
2007,250750,18,-246568,-11
2007,250750,19,30959,162
2007,250750,2,87132,243
2007,250750,20,-302523,-166
2007,250750,21,334339,884
2007,250750,22,58323,160
2007,250750,23,-92006,191
2007,250750,24,-7814,-2
2007,250750,25,-9792,-2
2007,250750,3,4721,16
2007,250750,4,-4807,4
2007,250750,5,72707,133
2007,250750,6,814,2
2007,250750,7,211,12
2007,250750,8,-19937,71
2007,250750,9,7483,5
2007,260290,1,2660,5
2007,260290,10,-120726,23
2007,260290,11,16060,129
2007,260290,13,-99367,308
2007,260290,15,-367750,-342
2007,260290,16,-74966,150
2007,260290,17,-42599,-28
2007,260290,18,7605,11
2007,260290,19,-128636,-61
2007,260290,2,34880,75
2007,260290,20,-186524,-175
2007,260290,21,27201,120
2007,260290,22,-11212,7
2007,260290,23,1891,13
2007,260290,25,-13813,-35
2007,260290,3,52413,85
2007,260290,4,-4629,-9
2007,260290,5,760,2
2007,260290,6,5383,18
2007,260290,7,-15391,-9
2007,260290,8,-10288,1
2007,260290,9,-12261,-12
2007,260410,1,-4019,-8
2007,260410,10,22453,55
2007,260410,11,82238,288
2007,260410,13,-78965,-30
2007,260410,14,2430,9
2007,260410,15,-2216,9
2007,260410,16,337924,943
2007,260410,17,104809,194
2007,260410,18,50769,24
2007,260410,19,620649,1408
2007,260410,2,9551,28
2007,260410,20,33832,80
2007,260410,21,148657,302
2007,260410,22,64483,114
2007,260410,23,-137488,87
2007,260410,24,4843,6
2007,260410,25,3409,16
2007,260410,3,13461,36
2007,260410,4,1660,4
2007,260410,6,-511,-1
2007,260410,7,19629,50
2007,260410,8,21897,67
2007,260410,9,10467,47
2007,260720,1,-7237,-2
2007,260720,10,-7866,75
2007,260720,11,-410,-1
2007,260720,13,649631,1539
2007,260720,14,-38605,-6
2007,260720,15,144154,447
2007,260720,16,-39278,43
2007,260720,17,-19194,27
2007,260720,18,5036,4
2007,260720,19,-2880,136
2007,260720,2,9558,29
2007,260720,20,3318,16
2007,260720,21,-100584,8
2007,260720,22,125,4
2007,260720,23,-2572,-6
2007,260720,25,55934,130
2007,260720,3,850,1
2007,260720,4,6379,12
2007,260720,5,-13478,-11
2007,260720,8,-8433,-5
2007,260720,9,-400,-1
2007,260790,1,-6653,-6
2007,260790,10,76265,209
2007,260790,11,15479,49
2007,260790,13,289459,801
2007,260790,14,152857,213
2007,260790,15,-67235,-44
2007,260790,16,270035,957
2007,260790,17,48641,280
2007,260790,18,14549,31
2007,260790,19,181239,638
2007,260790,2,-12541,-23
2007,260790,20,429779,917
2007,260790,21,-53631,211
2007,260790,22,-88618,-178
2007,260790,23,96849,67
2007,260790,24,-2649,-3
2007,260790,25,58618,138
2007,260790,3,192350,270
2007,260790,4,13774,23
2007,260790,5,-196875,-213
2007,260790,6,-1730,16
2007,260790,7,-52476,-52
2007,260790,8,-95966,-46
2007,260790,9,84350,128
2007,260960,1,-725,0
2007,260960,10,-65168,42
2007,260960,11,39273,77
2007,260960,12,390,1
2007,260960,13,-64145,29
2007,260960,14,-40093,-102
2007,260960,15,570613,638
2007,260960,16,5299,224
2007,260960,17,55149,139
2007,260960,18,1662,10
2007,260960,19,-93612,304
2007,260960,2,5289,7
2007,260960,20,168064,335
2007,260960,21,430608,1512
2007,260960,22,33075,89
2007,260960,23,56395,146
2007,260960,25,12632,21
2007,260960,3,10081,26
2007,260960,4,3249,9
2007,260960,7,11328,23
2007,260960,9,-1657,1
2007,261110,1,6007,9
2007,261110,10,9426,26
2007,261110,13,-89002,-102
2007,261110,14,-662,3
2007,261110,16,34316,409
2007,261110,17,-41491,-57
2007,261110,18,596,11
2007,261110,19,51565,160
2007,261110,2,-21793,-32
2007,261110,20,-74144,-51
2007,261110,21,-41147,30
2007,261110,22,11815,30
2007,261110,23,4860,21
2007,261110,24,-5225,2
2007,261110,25,211256,1723
2007,261110,3,4153,13
2007,261110,4,-3851,-4
2007,261110,7,3440,9
2007,261110,8,-9980,-9
2007,261110,9,12844,28
2007,261160,1,-77522,-18
2007,261160,10,170543,339
2007,261160,11,358903,376
2007,261160,12,-32042,-19
2007,261160,13,-14296,638
2007,261160,14,244133,366
2007,261160,15,2754807,4331
2007,261160,16,617196,2142
2007,261160,17,110683,1023
2007,261160,18,-385398,372
2007,261160,19,2433508,5526
2007,261160,2,-222043,-46
2007,261160,20,334544,787
2007,261160,21,-574124,1140
2007,261160,22,297166,1074
2007,261160,23,-477030,212
2007,261160,24,-7570,-47
2007,261160,25,173797,344
2007,261160,3,40109,71
2007,261160,4,-59998,-12
2007,261160,5,-208120,23
2007,261160,6,14575,21
2007,261160,7,12905,55
2007,261160,8,-132075,35
2007,261160,9,41990,108
2007,270430,1,-23654,1
2007,270430,10,-167061,-8
2007,270430,11,16712,3
2007,270430,12,1427,3
2007,270430,13,-985383,-1665
2007,270430,14,123446,426
2007,270430,15,-336843,-208
2007,270430,16,-351664,834
2007,270430,17,-195616,122
2007,270430,18,-164555,13
2007,270430,19,-28458,62
2007,270430,2,-2368,-4
2007,270430,20,-56904,2
2007,270430,21,21593,544
2007,270430,22,63522,346
2007,270430,23,55294,244
2007,270430,24,1974,-16
2007,270430,25,-28290,-71
2007,270430,3,6896,18
2007,270430,4,50708,78
2007,270430,6,933,1
2007,270430,7,23625,60
2007,270430,8,-65498,-47
2007,270430,9,-10874,-26
2007,280030,1,-9077,-4
2007,280030,10,17412,50
2007,280030,11,-222968,-113
2007,280030,13,-94269,-85
2007,280030,14,-221410,35
2007,280030,15,312987,1503
2007,280030,16,80720,778
2007,280030,17,-10588,194
2007,280030,18,-139975,71
2007,280030,19,-533087,-58
2007,280030,2,-508,16
2007,280030,20,7153,94
2007,280030,21,-275152,286
2007,280030,22,301669,490
2007,280030,23,-26491,160
2007,280030,24,-28763,-13
2007,280030,25,-24036,-12
2007,280030,3,-50975,15
2007,280030,4,-76474,84
2007,280030,5,-19588,-34
2007,280030,6,-4833,8
2007,280030,7,19690,37
2007,280030,8,-18892,11
2007,280030,9,-10192,-18
2007,290570,1,-11260,-20
2007,290570,10,-1937988,155
2007,290570,11,6048,31
2007,290570,13,36062,47
2007,290570,14,93354,88
2007,290570,15,408956,1191
2007,290570,16,-39730,37
2007,290570,17,-24628,15
2007,290570,18,7009,16
2007,290570,19,-880893,240
2007,290570,2,10458,49
2007,290570,20,22969,269
2007,290570,21,167041,102
2007,290570,22,57624,104
2007,290570,23,-42578,0
2007,290570,24,-396,-1
2007,290570,25,-9273,-16
2007,290570,3,49719,72
2007,290570,4,-476177,67
2007,290570,5,45585,64
2007,290570,6,387962,251
2007,290570,7,-4136,-3
2007,290570,8,403985,203
2007,290570,9,166938,399
2007,291080,1,-14530,-13
2007,291080,10,132910,206
2007,291080,11,91237,274
2007,291080,12,56367,148
2007,291080,13,105895,271
2007,291080,14,-78156,-93
2007,291080,15,119859,197
2007,291080,16,249584,1196
2007,291080,17,238808,639
2007,291080,18,46701,44
2007,291080,19,-136374,-150
2007,291080,2,35448,99
2007,291080,20,175824,315
2007,291080,21,148451,417
2007,291080,22,33369,140
2007,291080,23,41005,71
2007,291080,24,1680,4
2007,291080,25,-266284,-303
2007,291080,3,76153,130
2007,291080,4,10066,24
2007,291080,5,2152,30
2007,291080,7,-32337,-23
2007,291080,8,14786,68
2007,291080,9,101098,211
2007,291920,1,-2863,-1
2007,291920,10,35509,76
2007,291920,11,32233,101
2007,291920,12,-15,2
2007,291920,15,-177675,-51
2007,291920,16,-35725,423
2007,291920,17,-2171,145
2007,291920,18,-5606,26
2007,291920,19,48224,861
2007,291920,2,4979,11
2007,291920,20,350265,563
2007,291920,21,1512092,3335
2007,291920,22,-18571,-30
2007,291920,23,-223519,-101
2007,291920,24,34092,67
2007,291920,25,-4415,1
2007,291920,3,42761,65
2007,291920,4,14018,45
2007,291920,5,107113,208
2007,291920,7,362,12
2007,291920,8,-72068,-74
2007,291920,9,-33322,-77
2007,292740,1,-32359,-19
2007,292740,10,11399,153
2007,292740,11,-81975,-105
2007,292740,12,-4986,-9
2007,292740,13,-27389,260
2007,292740,14,136893,152
2007,292740,15,826270,4939
2007,292740,16,224295,4130
2007,292740,17,-84895,685
2007,292740,18,-494435,208
2007,292740,19,-311153,2421
2007,292740,2,53281,155
2007,292740,20,-269000,953
2007,292740,21,-963256,1498
2007,292740,22,1894137,2095
2007,292740,23,-845080,-94
2007,292740,24,880802,815
2007,292740,25,-16875,-52
2007,292740,3,-8432,84
2007,292740,4,115721,145
2007,292740,5,129908,173
2007,292740,6,23638,32
2007,292740,7,134730,270
2007,292740,8,-62046,99
2007,292740,9,-8313,16
2007,292920,10,8661,33
2007,292920,12,-1026,0
2007,292920,13,27098,61
2007,292920,14,-2961,4
2007,292920,15,-64079,138
2007,292920,16,-2200,6
2007,292920,17,-2890,2
2007,292920,18,3164,3
2007,292920,19,-312768,-166
2007,292920,20,-26497,-12
2007,292920,21,-29157,-41
2007,292920,22,-704,-1
2007,292920,25,1280,4
2007,292920,3,-1007,6
2007,293070,1,3090,8
2007,293070,10,-40801,160
2007,293070,11,-36012,-39
2007,293070,13,823,96
2007,293070,14,55240,71
2007,293070,15,-119139,-93
2007,293070,16,-74735,-59
2007,293070,17,88611,100
2007,293070,18,870,6
2007,293070,19,161036,519
2007,293070,2,79934,172
2007,293070,20,183007,272
2007,293070,21,-68705,-91
2007,293070,22,6674,12
2007,293070,23,-51239,-62
2007,293070,25,-2384,-5
2007,293070,3,81972,110
2007,293070,4,98081,139
2007,293070,6,-140535,-88
2007,293070,7,-48172,-150
2007,293070,8,7142,12
2007,293070,9,3054,28
2007,293330,1,22995,42
2007,293330,10,48887,142
2007,293330,11,-29105,-13
2007,293330,12,45062,223
2007,293330,13,-96879,-28
2007,293330,14,-2007,0
2007,293330,15,27225,175
2007,293330,16,-438315,382
2007,293330,17,-13296,108
2007,293330,18,-39000,-4
2007,293330,19,-30641,18
2007,293330,2,7532,67
2007,293330,20,-100342,-73
2007,293330,21,26920,106
2007,293330,22,48999,115
2007,293330,23,9031,44
2007,293330,24,1769,1
2007,293330,25,-74656,-35
2007,293330,3,3047,10
2007,293330,4,-238,10
2007,293330,5,1500,4
2007,293330,6,-941,8
2007,293330,7,-12065,7
2007,293330,8,4476,19
2007,293330,9,-27001,-29
2007,310400,1,170709,106
2007,310400,10,18808,67
2007,310400,11,-5265,-11
2007,310400,12,-1017,-1
2007,310400,13,19560,40
2007,310400,14,-18900,46
2007,310400,15,-20593,-26
2007,310400,16,-12397,253
2007,310400,17,-832,15
2007,310400,18,-5039,4
2007,310400,19,89662,76
2007,310400,2,-859,-4
2007,310400,20,92575,167
2007,310400,21,19753,-84
2007,310400,22,11073,26
2007,310400,23,-2046,18
2007,310400,25,-46603,-85
2007,310400,3,316734,287
2007,310400,4,2145,18
2007,310400,6,-1721,-5
2007,310400,7,-2127,0
2007,310400,8,-4809,-3
2007,310400,9,-556,-22
2007,310620,1,129683,159
2007,310620,10,21764,226
2007,310620,11,-196225,-50
2007,310620,12,-11457,18
2007,310620,13,12988,790
2007,310620,14,-159350,88
2007,310620,15,-2127330,6904
2007,310620,16,174560,7121
2007,310620,17,221195,1661
2007,310620,18,-488218,1928
2007,310620,19,9807338,20284
2007,310620,2,-64502,43
2007,310620,20,-20187,2133
2007,310620,21,2537550,9121
2007,310620,22,-112065,746
2007,310620,23,154097,1230
2007,310620,24,597911,706
2007,310620,25,126145,286
2007,310620,3,395042,758
2007,310620,4,-44997,328
2007,310620,5,86237,216
2007,310620,6,285714,374
2007,310620,7,29036,132
2007,310620,8,-278765,247
2007,310620,9,21882,22
2007,310670,1,6413,10
2007,310670,10,232647,424
2007,310670,11,103566,228
2007,310670,12,390,1
2007,310670,13,98955,336
2007,310670,14,-44019,-105
2007,310670,15,-894228,-34
2007,310670,16,215447,856
2007,310670,17,-63324,83
2007,310670,18,-10807,17
2007,310670,19,515640,1076
2007,310670,2,4875,53
2007,310670,20,123729,562
2007,310670,21,14948,201
2007,310670,22,43722,116
2007,310670,23,115803,170
2007,310670,24,-241085,-214
2007,310670,25,-5141,-10
2007,310670,3,352130,838
2007,310670,4,542618,758
2007,310670,5,-51499,138
2007,310670,6,3934548,4756
2007,310670,7,-13555,0
2007,310670,8,19972,37
2007,310670,9,-154160,-131
2007,311860,1,9122,19
2007,311860,10,61722,346
2007,311860,11,-40372,53
2007,311860,12,-5047,-1
2007,311860,13,-126065,227
2007,311860,14,-26042,-50
2007,311860,15,-212371,860
2007,311860,16,175422,1905
2007,311860,17,-153127,920
2007,311860,18,-6498,71
2007,311860,19,-3167451,-3414
2007,311860,2,-1314451,-120
2007,311860,20,-375129,210
2007,311860,21,-485682,-490
2007,311860,22,-1862,57
2007,311860,23,-39012,85
2007,311860,24,-42459,-20
2007,311860,25,-495,30
2007,311860,3,-224411,629
2007,311860,4,-314805,442
2007,311860,5,211159,299
2007,311860,6,271639,517
2007,311860,7,-11049,68
2007,311860,8,222699,488
2007,311860,9,53472,11
2007,312230,1,6442,8
2007,312230,10,-9672,52
2007,312230,11,34992,291
2007,312230,12,-29795,-40
2007,312230,13,-7636,50
2007,312230,14,-8493,-24
2007,312230,15,-187434,-237
2007,312230,16,-77061,330
2007,312230,17,-9860,163
2007,312230,18,661,18
2007,312230,19,60483,190
2007,312230,2,-10049,-7
2007,312230,21,126007,289
2007,312230,22,-54097,67
2007,312230,23,47998,47
2007,312230,24,2100,1
2007,312230,25,14646,64
2007,312230,3,74012,299
2007,312230,4,2648,11
2007,312230,5,-8939,-17
2007,312230,6,-4431,9
2007,312230,7,8745,15
2007,312230,8,-5861,12
2007,312230,9,-2276,12
2007,312510,10,12951,25
2007,312510,11,-67178,-144
2007,312510,13,27850,66
2007,312510,15,-6672,-16
2007,312510,16,-961,38
2007,312510,17,609,8
2007,312510,18,-2241,3
2007,312510,19,-70078,-46
2007,312510,2,-8479,-12
2007,312510,20,-10587,-9
2007,312510,21,5704,11
2007,312510,22,-412,-3
2007,312510,23,2605,39
2007,312510,25,3795,10
2007,312510,3,52996,36
2007,312510,4,16583,23
2007,312510,5,40318,91
2007,312510,6,11450,42
2007,312510,7,-5447,-12
2007,312510,8,-32449,-25
2007,312510,9,123041,211
2007,312770,10,-3820,4
2007,312770,11,7489,15
2007,312770,12,-1898,-5
2007,312770,13,-93342,-18
2007,312770,14,-165923,-276
2007,312770,15,-1576,107
2007,312770,16,-63130,687
2007,312770,17,-20001,37
2007,312770,18,78636,67
2007,312770,19,27500,127
2007,312770,2,-36207,-76
2007,312770,20,-70140,-22
2007,312770,21,-12665,109
2007,312770,22,10709,88
2007,312770,23,-34583,7
2007,312770,24,1193,-2
