Ano,Município,IBGE Subsetor,Salário,SaldoMov
2009,420930,22,15123,69
2009,420930,23,-372248,-97
2009,420930,24,250,1
2009,420930,25,-54379,65
2009,420930,3,-13720,-7
2009,420930,4,-89931,-69
2009,420930,5,-5928,-6
2009,420930,6,189,10
2009,420930,7,-103384,-71
2009,420930,8,-88832,-30
2009,420930,9,-1878,-1
2009,421660,1,737,-2
2009,421660,10,55786,163
2009,421660,11,-74787,-4
2009,421660,12,-515,-1
2009,421660,13,-65064,-1
2009,421660,14,42451,102
2009,421660,15,-175509,346
2009,421660,16,-67678,958
2009,421660,17,-89411,346
2009,421660,18,-19405,12
2009,421660,19,456516,602
2009,421660,2,-79894,-65
2009,421660,20,-467407,-76
2009,421660,21,292637,1307
2009,421660,22,6934,26
2009,421660,23,-244919,65
2009,421660,24,453209,567
2009,421660,25,62425,76
2009,421660,3,-14181,-33
2009,421660,4,-60664,-24
2009,421660,5,-202528,-50
2009,421660,6,-2025,-2
2009,421660,7,-4546,18
2009,421660,8,-30761,-16
2009,421660,9,-1333,6
2009,430210,1,163,0
2009,430210,10,-33897,22
2009,430210,11,9529,23
2009,430210,12,-1366,-2
2009,430210,13,75729,235
2009,430210,14,7573,1
2009,430210,15,62792,102
2009,430210,16,-119618,139
2009,430210,17,30273,65
2009,430210,18,18764,20
2009,430210,19,92181,206
2009,430210,2,32586,49
2009,430210,20,-500,92
2009,430210,21,10799,163
2009,430210,22,94570,82
2009,430210,23,-46642,36
2009,430210,24,-839,-1
2009,430210,25,2180,2
2009,430210,3,47557,81
2009,430210,4,-6637,51
2009,430210,5,-48249,-47
2009,430210,6,27378,5
2009,430210,7,-288796,41
2009,430210,8,-3081,29
2009,430210,9,-53346,-37
2009,430310,10,2109,52
2009,430310,11,-39640,2
2009,430310,13,-74898,-23
2009,430310,14,1388,0
2009,430310,15,279964,431
2009,430310,16,-9148,250
2009,430310,17,-109075,82
2009,430310,18,333,2
2009,430310,19,211176,506
2009,430310,2,4612,12
2009,430310,20,37530,216
2009,430310,21,119284,328
2009,430310,22,-23968,0
2009,430310,23,1711,39
2009,430310,24,-14286,-4
2009,430310,25,-775,-1
2009,430310,3,-340468,-229
2009,430310,4,-753438,-297
2009,430310,5,-316184,-38
2009,430310,6,-30362,-5
2009,430310,7,-14659,-9
2009,430310,8,-170832,-109
2009,430310,9,91233,126
2009,430460,1,683,2
2009,430460,10,-144116,-4
2009,430460,11,21422,42
2009,430460,12,1372,2
2009,430460,13,-246290,-221
2009,430460,14,20378,86
2009,430460,15,232141,389
2009,430460,16,-64035,495
2009,430460,17,-29455,119
2009,430460,18,-19707,2
2009,430460,19,118969,625
2009,430460,2,-38125,56
2009,430460,20,-237520,82
2009,430460,21,355458,772
2009,430460,22,-56719,-41
2009,430460,23,-848660,-193
2009,430460,25,4428,1
2009,430460,3,-190107,-84
2009,430460,4,-1998406,-507
2009,430460,5,-242320,-191
2009,430460,6,-39166,-19
2009,430460,7,-25788,-1
2009,430460,8,-33007,16
2009,430460,9,-109204,-67
2009,430510,1,-18710,-3
2009,430510,10,-481540,0
2009,430510,11,-189394,151
2009,430510,12,-3028,-1
2009,430510,13,-407894,-265
2009,430510,14,-128803,17
2009,430510,15,29463,429
2009,430510,16,-455731,821
2009,430510,17,-21526,174
2009,430510,18,-138817,-1
2009,430510,19,426243,918
2009,430510,2,-40653,3
2009,430510,20,-395839,14
2009,430510,21,-407247,224
2009,430510,22,235779,340
2009,430510,23,-410324,220
2009,430510,24,45972,97
2009,430510,25,48238,80
2009,430510,3,-1019331,-581
2009,430510,4,-1262053,-513
2009,430510,5,-396160,-119
2009,430510,6,-3517340,-1501
2009,430510,7,-392519,-234
2009,430510,8,-27652,46
2009,430510,9,-23804,99
2009,430920,1,-2309,-6
2009,430920,10,-357550,-110
2009,430920,11,-80513,51
2009,430920,12,4672,4
2009,430920,13,9442,51
2009,430920,14,4050,91
2009,430920,15,94743,135
2009,430920,16,-13615,303
2009,430920,17,-359710,-195
2009,430920,18,-5001,8
2009,430920,19,-345164,-310
2009,430920,2,-4202,6
2009,430920,20,-160579,-70
2009,430920,21,153370,290
2009,430920,22,89413,101
2009,430920,23,-28196,96
2009,430920,24,-15940,-3
2009,430920,25,6769,8
2009,430920,3,-448621,-372
2009,430920,4,-548574,-250
2009,430920,5,-574488,-379
2009,430920,6,-943016,-246
2009,430920,7,-19106,-15
2009,430920,8,-48876,-49
2009,430920,9,-165511,-80
2009,430930,1,-695,-1
2009,430930,10,-38966,-11
2009,430930,11,-9826,11
2009,430930,13,-5764,-3
2009,430930,14,18283,26
2009,430930,15,93292,138
2009,430930,16,8879,78
2009,430930,17,-26807,-21
2009,430930,18,-30839,-4
2009,430930,19,-714,145
2009,430930,2,792,3
2009,430930,20,-83306,-33
2009,430930,21,15792,-23
2009,430930,22,-23904,-43
2009,430930,23,-9505,12
2009,430930,25,-138890,-93
2009,430930,3,-14046,-1
2009,430930,4,402284,327
2009,430930,5,5641,15
2009,430930,6,-11758,-1
2009,430930,7,-31830,-13
2009,430930,8,-202567,-38
2009,430930,9,-30344,-7
2009,431340,1,-739,0
2009,431340,10,-396761,-222
2009,431340,11,3253,101
2009,431340,12,-522081,-137
2009,431340,13,7123,34
2009,431340,14,86548,146
2009,431340,15,-336,48
2009,431340,16,-308079,348
2009,431340,17,-34040,154
2009,431340,18,-70013,-15
2009,431340,19,-244341,132
2009,431340,2,-1866,3
2009,431340,20,30519,166
2009,431340,21,-33374,189
2009,431340,22,289407,381
2009,431340,23,-192872,119
2009,431340,24,-11776,-6
2009,431340,25,-44939,3
2009,431340,3,22358,129
2009,431340,4,-214600,-103
2009,431340,5,-6008,9
2009,431340,6,3143,3
2009,431340,7,3736,25
2009,431340,8,-18499,59
2009,431340,9,130146,299
2009,431410,1,4429,4
2009,431410,10,64800,34
2009,431410,11,-622,7
2009,431410,12,1553,3
2009,431410,13,104651,218
2009,431410,14,2542,-6
2009,431410,15,60037,183
2009,431410,16,68957,948
2009,431410,17,-48828,88
2009,431410,18,-93564,-19
2009,431410,19,-47865,107
2009,431410,2,8585,20
2009,431410,20,1044,121
2009,431410,21,-206142,101
2009,431410,22,93029,301
2009,431410,23,-337112,210
2009,431410,24,318,2
2009,431410,25,-18081,11
2009,431410,3,-48881,-43
2009,431410,4,35573,-9
2009,431410,5,768,6
2009,431410,6,1224,2
2009,431410,7,46515,94
2009,431410,8,-19787,-17
2009,431440,1,7854,23
2009,431440,10,-47393,-48
2009,431440,11,21452,33
2009,431440,12,-1043,-1
2009,431440,13,-131354,52
2009,431440,14,-533,5
2009,431440,15,-93816,-24
2009,431440,16,-62610,584
2009,431440,17,11308,139
2009,431440,18,-1539899,-232
2009,431440,19,-33504,57
2009,431440,2,41979,59
2009,431440,20,88756,168
2009,431440,21,-116222,254
2009,431440,22,113334,247
2009,431440,23,-488489,-7
2009,431440,24,1364,1
2009,431440,25,3696,14
2009,431440,3,14418,19
2009,431440,4,179629,232
2009,431440,5,-19629,-17
2009,431440,6,410,0
2009,431440,7,5232,15
2009,431440,8,-1934,3
2009,431440,9,26744,69
2009,431490,1,10328,1
2009,431490,10,-524490,169
2009,431490,11,-83548,13
2009,431490,12,-5200,-3
2009,431490,13,-674036,362
2009,431490,14,-864419,-433
2009,431490,15,413118,3129
2009,431490,16,-3508588,3206
2009,431490,17,-391231,467
2009,431490,18,-1536315,-75
2009,431490,19,774693,6584
2009,431490,2,-6872,127
2009,431490,20,-2852731,47
2009,431490,21,-1437100,3414
2009,431490,22,1125046,1696
2009,431490,23,-1620250,486
2009,431490,24,304091,189
2009,431490,25,97630,65
2009,431490,3,-568347,-140
2009,431490,4,124962,-54
2009,431490,5,-76203,-69
2009,431490,6,-429368,0
2009,431490,7,-109364,-69
2009,431490,8,-629846,-184
2009,431490,9,-73773,126
2009,431560,1,-2024,-2
2009,431560,10,-173250,33
2009,431560,11,7355,12
2009,431560,13,-188327,7
2009,431560,14,25495,38
2009,431560,15,182495,178
2009,431560,16,3063,221
2009,431560,17,19372,18
2009,431560,18,-27338,-5
2009,431560,19,-251204,-71
2009,431560,2,3101,7
2009,431560,20,-175263,-140
2009,431560,21,82418,198
2009,431560,22,-31593,46
2009,431560,23,-320113,-42
2009,431560,24,3101,9
2009,431560,25,-118906,-20
2009,431560,3,13178,7
2009,431560,4,64591,125
2009,431560,5,4185,4
2009,431560,6,88859,52
2009,431560,7,-19935,-27
2009,431560,8,634,-1
2009,431560,9,-4381,-8
2009,431680,1,2827,4
2009,431680,10,4394,42
2009,431680,11,28501,67
2009,431680,12,-11387,-13
2009,431680,13,34073,122
2009,431680,14,48840,74
2009,431680,15,41090,131
2009,431680,16,-37056,296
2009,431680,17,12552,19
2009,431680,18,-26531,41
2009,431680,19,78858,236
2009,431680,2,260,0
2009,431680,20,-85456,-18
2009,431680,21,-118768,181
2009,431680,22,-30834,181
2009,431680,23,32705,165
2009,431680,24,1860,1
2009,431680,25,-15984,-60
2009,431680,3,365430,657
2009,431680,4,-2128,22
2009,431680,5,1117,1
2009,431680,6,-5920,-2
2009,431680,7,-6446,-5
2009,431680,8,7797,17
2009,431680,9,-937026,-83
2009,431690,1,3764,5
2009,431690,10,4550,17
2009,431690,11,-3108,2
2009,431690,12,-615,-1
2009,431690,13,-81467,-22
2009,431690,14,-82862,-78
2009,431690,15,-101958,-87
2009,431690,16,-166860,381
2009,431690,17,-7748,45
2009,431690,18,-84699,-14
2009,431690,19,91988,217
2009,431690,20,-52937,127
2009,431690,21,-171690,282
2009,431690,22,-54802,116
2009,431690,23,-260010,67
2009,431690,24,-3127,-4
2009,431690,25,-117252,-202
2009,431690,3,-32806,-23
2009,431690,4,-32689,-7
2009,431690,5,-5761,-28
2009,431690,6,-268557,-109
2009,431690,7,29839,54
2009,431690,8,-19066,4
2009,431690,9,6163,12
2009,431870,1,1594,2
2009,431870,10,-195587,-17
2009,431870,11,-47167,-10
2009,431870,12,2317,10
2009,431870,13,-64884,-3
2009,431870,14,6243,43
2009,431870,15,83930,221
2009,431870,16,-139042,251
2009,431870,17,55130,158
2009,431870,18,-1159,-3
2009,431870,19,119055,68
2009,431870,2,-14159,18
2009,431870,20,-21197,64
2009,431870,21,240670,806
2009,431870,22,-783,50
2009,431870,23,45044,231
2009,431870,24,117982,13
2009,431870,25,-7379,-7
2009,431870,3,-398755,-299
2009,431870,4,-741341,-328
2009,431870,5,-4288,-8
2009,431870,6,-44285,37
2009,431870,7,12437,26
2009,431870,8,-12203,18
2009,431870,9,34883,64
2009,432200,1,-7338,-4
2009,432200,10,-1356267,-180
2009,432200,11,2039,4
2009,432200,13,-17734,-27
2009,432200,14,-5213,-2
2009,432200,15,1542751,1025
2009,432200,16,-7987,-7
2009,432200,17,-14132,-5
2009,432200,18,-3403,0
2009,432200,19,107415,16
2009,432200,2,135,0
2009,432200,20,-78496,-52
2009,432200,21,37391,59
2009,432200,22,-12386,-8
2009,432200,23,-2852,-5
2009,432200,24,91873,28
2009,432200,25,-20350,-32
2009,432200,3,-28316,-1
2009,432200,4,-116768,-68
2009,432200,6,-28923,-35
2009,432200,7,7044,15
2009,432200,9,-785,-1
2009,500270,1,-20492,-16
2009,500270,10,3143,92
2009,500270,11,172518,542
2009,500270,12,-101,0
2009,500270,13,547877,1189
2009,500270,14,-217375,-141
2009,500270,15,-1047968,138
2009,500270,16,-389485,1153
2009,500270,17,-11886,280
2009,500270,18,-106687,60
2009,500270,19,114037,421
2009,500270,2,-64665,-49
2009,500270,20,-452965,201
2009,500270,21,-488286,278
2009,500270,22,-13474,403
2009,500270,23,-920694,292
2009,500270,24,-19002,-68
2009,500270,25,-32107,-79
2009,500270,3,-10783,2
2009,500270,4,23826,55
2009,500270,5,-16687,-7
2009,500270,6,-5134,-8
2009,500270,7,-13532,-90
2009,500270,8,-51539,-17
2009,500270,9,199785,375
2009,500370,1,-3447,-5
2009,500370,10,-42015,-47
2009,500370,11,-10798,-2
2009,500370,12,130,0
2009,500370,13,741332,759
2009,500370,14,-255,-5
2009,500370,15,43000,47
2009,500370,16,-34643,421
2009,500370,17,15868,80
2009,500370,18,-115136,-28
2009,500370,19,-62680,-27
2009,500370,2,-17508,-20
2009,500370,20,-30408,-27
2009,500370,21,1513573,1128
2009,500370,22,372319,516
2009,500370,23,45934,45
2009,500370,24,13337,27
2009,500370,25,-46711,-21
2009,500370,3,29396,57
2009,500370,4,-6524,-13
2009,500370,5,-1045,-1
2009,500370,6,1658,3
2009,500370,7,12148,18
2009,500370,8,-15966,-15
2009,500370,9,9961,15
2009,500830,1,-6886,-2
2009,500830,10,89718,84
2009,500830,11,-6897,111
2009,500830,12,-102339,-111
2009,500830,13,-67839,-51
2009,500830,14,3508,2
2009,500830,15,-1445580,-1263
2009,500830,16,-138055,-19
2009,500830,17,-81905,-42
2009,500830,18,-7416,8
2009,500830,19,-469613,-266
2009,500830,2,-51514,-56
2009,500830,20,205209,385
2009,500830,21,89812,133
2009,500830,22,-9773,4
2009,500830,23,28113,41
2009,500830,24,-39918,-14
2009,500830,25,483963,586
2009,500830,3,108007,134
2009,500830,4,24391,149
2009,500830,5,35673,57
2009,500830,6,37651,47
2009,500830,7,-1838,-3
2009,500830,8,-104581,-27
2009,500830,9,19904,10
2009,510340,1,49248,-7
2009,510340,10,100367,208
2009,510340,11,-73096,-48
2009,510340,13,168988,454
2009,510340,14,-212185,12
2009,510340,15,-2030101,-1113
2009,510340,16,-1024744,211
2009,510340,17,-243827,39
2009,510340,18,-170897,43
2009,510340,19,135321,687
2009,510340,20,-560435,-94
2009,510340,21,-304887,297
2009,510340,22,276393,405
2009,510340,23,-387116,238
2009,510340,24,-67729,-34
2009,510340,25,-55147,-27
2009,510340,3,-244946,-326
2009,510340,4,3925,8
2009,510340,5,-21375,4
2009,510340,6,-18256,-8
2009,510340,7,-183571,-238
2009,510340,8,-22296,-23
2009,510340,9,76028,100
2009,510760,1,931,2
2009,510760,10,-59717,92
2009,510760,11,103162,169
2009,510760,12,-3516,-5
2009,510760,13,-75208,128
2009,510760,14,-21022,5
2009,510760,15,-785535,-355
2009,510760,16,-338290,115
2009,510760,17,-232380,-92
2009,510760,18,37562,29
2009,510760,19,-20333,0
2009,510760,2,-17320,-33
2009,510760,20,-68672,118
2009,510760,21,-58472,66
2009,510760,22,9987,64
2009,510760,23,-280797,-9
2009,510760,25,-68819,90
2009,510760,3,-118388,-106
2009,510760,4,288,24
2009,510760,5,-20111,-32
2009,510760,6,-1140,1
2009,510760,7,3308,4
2009,510760,8,-4871,-5
2009,510760,9,8357,17
2009,510840,1,0,2
2009,510840,10,-79376,-44
2009,510840,11,-11575,-18
2009,510840,12,-1495,-2
2009,510840,13,-845230,-592
2009,510840,14,809,1
2009,510840,15,12804,135
2009,510840,16,-246597,256
2009,510840,17,-141057,-21
2009,510840,18,-35596,-12
2009,510840,19,-55315,8
2009,510840,2,-54169,-53
2009,510840,20,-125144,44
2009,510840,21,-62906,18
2009,510840,22,-26099,-21
2009,510840,23,-65615,-8
2009,510840,24,-1112,-2
2009,510840,25,1403,17
2009,510840,3,31886,35
2009,510840,4,-19541,-20
2009,510840,5,-10487,-7
2009,510840,6,2565,2
2009,510840,7,-94704,-36
2009,510840,8,-17307,-25
2009,510840,9,-61247,-48
2009,520110,1,11679,11
2009,520110,10,-210000,495
2009,520110,11,56863,128
2009,520110,12,-6370,-7
2009,520110,13,94745,425
2009,520110,14,-114,49
2009,520110,15,-431642,-410
2009,520110,16,-387782,129
2009,520110,17,-249746,190
2009,520110,18,-28405,-1
2009,520110,19,-118013,203
2009,520110,2,-128186,-12
2009,520110,20,-394348,123
2009,520110,21,252068,579
2009,520110,22,-7590,120
2009,520110,23,-1186530,62
2009,520110,25,-3004,18
2009,520110,3,14236,80
2009,520110,4,-31415,-24
2009,520110,5,3311,8
2009,520110,6,130989,329
2009,520110,7,63172,152
2009,520110,8,-18882,25
2009,520110,9,-19861,-30
2009,520140,1,-7134,-3
2009,520140,10,-52978,120
2009,520140,11,34384,114
2009,520140,12,-5114,-10
2009,520140,13,-75273,44
2009,520140,14,-10656,-66
2009,520140,15,-935458,499
2009,520140,16,-160984,597
2009,520140,17,-201741,95
2009,520140,18,-1278,39
2009,520140,19,159039,1547
2009,520140,2,-142932,-51
2009,520140,20,-45087,202
2009,520140,21,1252675,2087
2009,520140,22,-17213,49
2009,520140,23,-77314,55
2009,520140,24,9936,21
2009,520140,25,1983,14
2009,520140,3,49724,105
2009,520140,4,94762,93
2009,520140,5,-38769,-56
2009,520140,6,2867,4
2009,520140,7,-35935,106
2009,520140,8,-4869,100
2009,520140,9,-3420,3
2009,520510,1,-13334,-20
2009,520510,10,-45590,-2
2009,520510,11,36316,72
2009,520510,12,-2066,-3
2009,520510,13,3704,18
2009,520510,14,2788,7
2009,520510,15,-1057336,-871
2009,520510,16,-2877,160
2009,520510,17,12490,81
2009,520510,18,8241,9
2009,520510,19,-12584,36
2009,520510,2,-17823,-10
2009,520510,20,-34746,-44
2009,520510,21,33899,79
2009,520510,22,1409,17
2009,520510,23,19466,61
2009,520510,24,14861,70
2009,520510,25,-117654,-19
2009,520510,3,-1118,13
2009,520510,4,-23927,-15
2009,520510,6,-107407,49
2009,520510,7,-20614,-22
2009,520510,8,3066,6
2009,520510,9,1169,2
2009,520870,1,3461,1
2009,520870,10,45307,358
2009,520870,11,-583621,-363
2009,520870,12,5861,26
2009,520870,13,-553402,126
2009,520870,14,-408442,55
2009,520870,15,759625,3426
2009,520870,16,-3185528,1268
2009,520870,17,-500006,379
2009,520870,18,-365417,86
2009,520870,19,2343158,4686
2009,520870,2,-41874,115
2009,520870,20,-697258,843
2009,520870,21,-1372334,2142
2009,520870,22,487532,1191
2009,520870,23,-653976,-357
2009,520870,24,-96785,-66
2009,520870,25,-217156,-185
2009,520870,3,-78349,23
2009,520870,4,-57379,-2
2009,520870,5,-35724,-22
2009,520870,6,-28156,-7
2009,520870,7,-68005,103
2009,520870,8,-94711,-48
2009,520870,9,-215986,-240
2009,521880,1,-19281,-10
2009,521880,10,8293,36
2009,521880,11,24101,28
2009,521880,13,-839870,-507
2009,521880,14,-28035,-2
2009,521880,15,-268911,-242
2009,521880,16,-335649,130
2009,521880,17,-158136,-61
2009,521880,18,-17130,27
2009,521880,19,-2377,133
2009,521880,2,-14493,-19
2009,521880,20,-130271,44
2009,521880,21,78034,190
2009,521880,22,-24485,50
2009,521880,23,194512,62
2009,521880,24,1800,3
2009,521880,25,-650232,-499
2009,521880,3,-199957,-167
2009,521880,4,-18066,-3
2009,521880,5,-332,0
2009,521880,6,27180,22
2009,521880,7,4103,8
2009,521880,8,-16532,29
2009,521880,9,-8658,-2
2009,530010,1,36096,53
2009,530010,10,-35934,30
2009,530010,11,-35637,3
2009,530010,12,9242,17
2009,530010,13,-502636,177
2009,530010,14,-455469,-151
2009,530010,15,2702945,6167
2009,530010,16,-1000107,4528
2009,530010,17,-58444,931
2009,530010,18,-1363811,160
2009,530010,19,-12983337,-5639
2009,530010,2,-134703,218
2009,530010,20,-7547951,86
2009,530010,21,642697,5859
2009,530010,22,3904013,3325
2009,530010,23,-2135759,844
2009,530010,24,132938,255
2009,530010,25,-199896,31
2009,530010,3,-73704,19
2009,530010,4,83498,52
2009,530010,5,-32592,-17
2009,530010,6,-30008,8
2009,530010,7,-20562,22
2009,530010,8,40162,121
2009,530010,9,39496,323
2010,110020,1,21339,16
2010,110020,10,-8482,5
2010,110020,11,-9179,-8
2010,110020,13,43692,155
2010,110020,14,136043,181
2010,110020,15,11451803,11824
2010,110020,16,-89525,859
2010,110020,17,153918,342
2010,110020,18,132653,95
2010,110020,19,868908,1150
2010,110020,2,130933,131
2010,110020,20,299173,365
2010,110020,21,553365,1009
2010,110020,22,137391,217
2010,110020,23,432238,269
2010,110020,24,237006,126
2010,110020,25,23457,31
2010,110020,3,78950,96
2010,110020,4,2021660,1471
2010,110020,5,-365,0
2010,110020,6,-6757,-8
2010,110020,7,-38585,-26
2010,110020,8,-32300,-29
2010,110020,9,31685,55
2010,120040,1,57423,99
2010,120040,10,-5344,-4
2010,120040,11,-1994,7
2010,120040,13,8915,73
2010,120040,14,25038,-6
2010,120040,15,-206692,50
2010,120040,16,-365340,51
2010,120040,17,67597,155
2010,120040,18,37280,49
2010,120040,19,51388,66
2010,120040,2,47378,93
2010,120040,20,-19049,39
2010,120040,21,318369,539
2010,120040,22,209068,236
2010,120040,23,-36602,-9
2010,120040,24,132566,76
2010,120040,25,-112983,-134
2010,120040,3,-21274,-20
2010,120040,4,2246,4
2010,120040,5,-1656,-3
2010,120040,6,-425,-1
2010,120040,7,101297,171
2010,120040,8,-1286,-2
2010,120040,9,11430,21
2010,130260,1,93033,65
2010,130260,10,-361820,763
2010,130260,11,-28950,-29
2010,130260,12,929,1
2010,130260,13,-200674,45
2010,130260,14,-168793,17
2010,130260,15,-2756571,-818
2010,130260,16,-171054,2158
2010,130260,17,-191851,720
2010,130260,18,-18426,167
2010,130260,19,2025250,3876
2010,130260,2,31157,64
2010,130260,20,-467497,878
2010,130260,21,517033,2245
2010,130260,22,113349,210
2010,130260,23,-1153769,-37
2010,130260,24,-18283,-73
2010,130260,25,-73712,-36
2010,130260,3,383774,1052
2010,130260,4,2047815,2637
2010,130260,5,3938749,4754
2010,130260,6,-993279,518
2010,130260,7,-20077,-2
2010,130260,8,-143348,160
2010,130260,9,-130390,165
2010,140010,1,19966,20
2010,140010,10,-241,0
2010,140010,11,5339,10
2010,140010,12,-532,-1
2010,140010,13,-51256,-40
2010,140010,14,48931,53
2010,140010,15,428115,483
2010,140010,16,361285,857
2010,140010,17,91658,215
2010,140010,18,126544,77
2010,140010,19,11825,-2
2010,140010,2,-1178,-4
2010,140010,20,31845,87
2010,140010,21,224541,423
2010,140010,22,7839,22
2010,140010,23,37551,65
2010,140010,24,15195,13
2010,140010,25,18627,9
2010,140010,3,6087,6
2010,140010,4,2229,4
2010,140010,5,-3165,-4
2010,140010,6,-510,-1
2010,140010,7,-6849,-11
2010,140010,8,8213,18
2010,140010,9,26225,37
2010,150080,1,3219,16
2010,150080,10,-11930,-3
2010,150080,11,-61955,-76
2010,150080,13,21489,160
2010,150080,14,7909,4
2010,150080,15,-67898,251
2010,150080,16,73875,986
2010,150080,17,105736,304
2010,150080,18,-21430,-5
2010,150080,19,491293,712
2010,150080,2,61505,91
2010,150080,20,179419,387
2010,150080,21,117035,228
2010,150080,22,-255598,-47
2010,150080,23,75342,50
2010,150080,24,-38116,-30
2010,150080,25,-110311,-113
2010,150080,3,37017,59
2010,150080,4,19037,27
2010,150080,5,-8850,-7
2010,150080,7,-269072,-223
2010,150080,8,8650,8
2010,150080,9,-2370,-1
2010,150140,1,37567,33
2010,150140,10,14893,54
2010,150140,11,-66240,-106
2010,150140,12,330,1
2010,150140,13,-17930,163
2010,150140,14,14502,375
2010,150140,15,1170812,2898
2010,150140,16,257267,3109
2010,150140,17,144577,606
2010,150140,18,-272398,81
2010,150140,19,198887,1804
2010,150140,2,108724,185
2010,150140,20,274126,876
2010,150140,21,690963,2112
2010,150140,22,436929,692
2010,150140,23,-874123,-181
2010,150140,24,104486,60
2010,150140,25,-166222,-118
2010,150140,3,-92944,-103
2010,150140,4,49220,35
2010,150140,5,-29698,-19
2010,150140,6,-48474,-39
2010,150140,7,-259855,-63
2010,150140,8,31350,74
2010,150140,9,-19310,23
2010,150420,1,23430,28
2010,150420,10,-945,-1
2010,150420,11,2262,5
2010,150420,12,-121,0
2010,150420,13,-47415,-29
2010,150420,14,3617,6
2010,150420,15,-994334,105
2010,150420,16,-180373,402
2010,150420,17,10270,212
2010,150420,18,13091,14
2010,150420,19,13966,133
2010,150420,2,59830,139
2010,150420,20,26271,146
2010,150420,21,23019,149
2010,150420,22,31369,63
2010,150420,23,134964,112
2010,150420,24,-2371,-1
2010,150420,25,-74982,-82
2010,150420,3,-352566,119
2010,150420,4,14316,15
2010,150420,5,-1020,-2
2010,150420,6,1200,1
2010,150420,7,51375,49
2010,150420,8,4187,5
2010,150420,9,-205232,-341
2010,150553,1,3090279,2012
2010,150553,10,-2199,1
2010,150553,11,30545,15
2010,150553,13,32761,65
2010,150553,14,-69567,47
2010,150553,15,-3300257,-147
2010,150553,16,58632,471
2010,150553,17,126052,104
2010,150553,18,26332,29
2010,150553,19,864216,1102
2010,150553,2,12517,30
2010,150553,20,102719,199
2010,150553,21,-382607,-232
2010,150553,23,96987,50
2010,150553,3,-244731,-149
2010,150553,4,-265060,-134
2010,150553,7,1838,0
2010,150553,8,9576,11
2010,150553,9,-23742,-12
2010,150810,1,2695,5
2010,150810,11,65,0
2010,150810,13,3859,6
2010,150810,14,-17506,-5
2010,150810,15,-1623692,-1592
2010,150810,16,86440,244
2010,150810,17,187,2
2010,150810,18,14332,12
2010,150810,19,-20790,-10
2010,150810,2,3777,2
2010,150810,20,-8500,5
2010,150810,21,4034,33
2010,150810,22,-7414,-7
2010,150810,23,7092,3
2010,150810,25,35078,41
2010,150810,3,-378,0
2010,150810,5,555,1
2010,150810,6,-637,-1
2010,150810,7,-23846,-14
2010,150810,8,-1420,-2
2010,150810,9,-848,-2
2010,160030,1,524,1
2010,160030,10,-11536,-19
2010,160030,11,-4966,-6
2010,160030,13,14069,36
2010,160030,14,-182684,-58
2010,160030,15,-175584,26
2010,160030,16,-257485,743
2010,160030,17,47540,200
2010,160030,18,6919,51
2010,160030,19,169668,220
2010,160030,2,-11732,-15
2010,160030,20,-249726,-81
2010,160030,21,-68569,32
2010,160030,22,158310,146
2010,160030,23,89681,97
2010,160030,24,-3709,-1
2010,160030,25,-1409,7
2010,160030,3,2984,4
2010,160030,4,-4714,-5
2010,160030,6,-156,0
2010,160030,7,9563,20
2010,160030,8,-27908,-62
2010,160030,9,982,4
2010,172100,1,-11876,-4
2010,172100,10,8286,-10
2010,172100,11,-11972,-18
2010,172100,12,210,2
2010,172100,13,-9141,-11
2010,172100,14,2702,38
2010,172100,15,374043,1121
2010,172100,16,-13766,667
2010,172100,17,-127830,61
2010,172100,18,64045,42
2010,172100,19,91873,328
2010,172100,2,-5061,-1
2010,172100,20,94411,208
2010,172100,21,537256,738
2010,172100,22,27471,109
2010,172100,23,-357636,-28
2010,172100,24,-16955,-7
2010,172100,25,2580,5
2010,172100,3,8844,24
2010,172100,4,-1118,-2
2010,172100,5,-2593,-2
2010,172100,6,-10804,-14
2010,172100,7,1782,4
2010,172100,8,10390,22
2010,172100,9,-31,-4
2010,210530,1,-240,1
2010,210530,10,13561,31
2010,210530,11,5010,8
2010,210530,12,-485,-1
2010,210530,13,72338,39
2010,210530,14,-14308,-19
2010,210530,15,-77789,-14
2010,210530,16,44893,759
2010,210530,17,-62397,109
2010,210530,18,-20653,5
2010,210530,19,7948,45
2010,210530,2,15241,53
2010,210530,20,40561,108
2010,210530,21,59857,96
2010,210530,22,71051,151
2010,210530,23,35114,57
2010,210530,25,-28413,-103
2010,210530,3,-7001,-7
2010,210530,4,2895,5
2010,210530,5,-846,-1
2010,210530,6,1589,4
2010,210530,7,20182,58
2010,210530,8,1441,8
2010,210530,9,17715,34
2010,211130,1,5708,30
2010,211130,10,-23722,25
2010,211130,11,-25610,-39
2010,211130,12,638,1
2010,211130,13,338706,439
2010,211130,14,96395,172
2010,211130,15,7010760,8426
2010,211130,16,1413838,3761
2010,211130,17,544687,734
2010,211130,18,-149809,11
2010,211130,19,2600204,3279
2010,211130,2,30773,61
2010,211130,20,996144,1138
2010,211130,21,1162130,2199
2010,211130,22,294300,395
2010,211130,23,-610253,-283
2010,211130,24,5070,-6
2010,211130,25,947,-4
2010,211130,3,-232958,112
2010,211130,4,-31530,59
2010,211130,5,16237,27
2010,211130,6,24062,29
2010,211130,7,-29938,-32
2010,211130,8,34362,60
