Ano,Município,Raça Cor,Salário,SaldoMov
2009,120040,01,-1191,0
2009,120040,02,1088256,324
2009,120040,04,18428,52
2009,120040,06,-36737,-5
2009,120040,08,-78880,716
2009,120040,09,168131,396
2009,120040,{ñ,-1102,-2
2009,130260,01,-298022,-327
2009,130260,02,-6309305,-1159
2009,130260,04,-327042,-240
2009,130260,06,-815779,-535
2009,130260,08,-10584325,431
2009,130260,09,827852,1508
2009,130260,{ñ,67670,163
2009,140010,01,6637,10
2009,140010,02,-101811,208
2009,140010,04,-25990,-37
2009,140010,06,-26812,-34
2009,140010,08,474136,946
2009,140010,09,-7500,21
2009,140010,{ñ,1573,1
2009,150080,01,-7037,-3
2009,150080,02,-394460,25
2009,150080,04,-97667,23
2009,150080,06,-49173,-55
2009,150080,08,-548969,605
2009,150080,09,44738,101
2009,150080,{ñ,1548,1
2009,150140,01,-12552,11
2009,150140,02,-3159484,-407
2009,150140,04,-267891,-45
2009,150140,06,-211583,-254
2009,150140,08,-2283400,6697
2009,150140,09,495494,1008
2009,150140,{ñ,-5462,-8
2009,150420,01,-7973,6
2009,150420,02,-389543,-266
2009,150420,04,-30850,23
2009,150420,06,-44780,-58
2009,150420,08,283188,2566
2009,150420,09,-226144,-179
2009,150420,{ñ,2462,3
2009,150553,01,-42172,-25
2009,150553,02,-1240013,-923
2009,150553,04,-171963,-80
2009,150553,06,-97364,-84
2009,150553,08,-1107233,1087
2009,150553,09,90190,212
2009,150553,{ñ,36605,20
2009,150810,01,-1239,-2
2009,150810,02,-174686,-141
2009,150810,04,-102797,-63
2009,150810,06,-21722,-26
2009,150810,08,-2024851,-1904
2009,150810,09,-23029,-22
2009,160030,01,189,10
2009,160030,02,-366808,-48
2009,160030,04,6934,61
2009,160030,06,7507,14
2009,160030,08,-662995,466
2009,160030,09,215130,262
2009,160030,{ñ,565,1
2009,172100,01,-17885,-15
2009,172100,02,-744906,-516
2009,172100,04,39473,155
2009,172100,06,-33375,-40
2009,172100,08,834024,2097
2009,172100,09,57687,151
2009,172100,{ñ,-1520,-2
2009,210530,01,-37248,-73
2009,210530,02,-471835,-355
2009,210530,04,-37176,16
2009,210530,06,-49409,-68
2009,210530,08,-360432,17
2009,210530,09,-11079,19
2009,210530,{ñ,-53282,-103
2009,211130,01,-54715,-63
2009,211130,02,-6612262,-4223
2009,211130,04,-987249,-565
2009,211130,06,-219103,-150
2009,211130,08,-8989353,-2896
2009,211130,09,52323,350
2009,211130,{ñ,-19512,-14
2009,221100,01,-39503,-38
2009,221100,02,337424,1142
2009,221100,04,227466,633
2009,221100,06,77685,164
2009,221100,08,3025040,7403
2009,221100,09,182587,336
2009,230370,01,3689,5
2009,230370,02,-206505,-173
2009,230370,04,-12137,0
2009,230370,06,24775,58
2009,230370,08,236959,702
2009,230370,09,-13397,-18
2009,230370,{ñ,-16814,-20
2009,230440,01,-91147,-65
2009,230440,02,1212,6027
2009,230440,04,64890,591
2009,230440,06,310140,880
2009,230440,08,11718303,25428
2009,230440,09,1077016,2535
2009,230440,{ñ,-7600,-5
2009,230765,01,32396,59
2009,230765,02,-470239,-113
2009,230765,04,105044,223
2009,230765,06,79639,125
2009,230765,08,1161525,3185
2009,230765,09,-28288,4
2009,230765,{ñ,7135,11
2009,240800,01,-16751,-17
2009,240800,02,-736591,-278
2009,240800,04,-19759,-26
2009,240800,06,-41895,-35
2009,240800,08,85767,688
2009,240800,09,-53645,41
2009,240800,{ñ,-4895,-1
2009,240810,01,-129793,-171
2009,240810,02,-1753672,474
2009,240810,04,-178271,-13
2009,240810,06,-121099,-95
2009,240810,08,-400117,1912
2009,240810,09,246223,617
2009,240810,{ñ,16953,35
2009,250400,01,492,7
2009,250400,02,500998,1201
2009,250400,04,21757,38
2009,250400,06,-3959,9
2009,250400,08,-150583,2
2009,250400,09,11435,84
2009,250400,{ñ,465,1
2009,250750,01,-9081,-18
2009,250750,02,-647824,943
2009,250750,04,-179478,13
2009,250750,06,8940,25
2009,250750,08,2110617,4905
2009,250750,09,354542,552
2009,250750,{ñ,-10944,-14
2009,260290,01,8784,-3
2009,260290,02,-482225,-370
2009,260290,04,-165965,-177
2009,260290,06,-8324,5
2009,260290,08,-340463,-80
2009,260290,09,38624,71
2009,260290,{ñ,-500,-1
2009,260410,01,-17638,-25
2009,260410,02,135843,538
2009,260410,04,-40467,-2
2009,260410,06,-11246,7
2009,260410,08,453006,1300
2009,260410,09,73093,334
2009,260720,01,200565,183
2009,260720,02,1329891,1561
2009,260720,04,545586,697
2009,260720,06,293424,257
2009,260720,08,2082117,2015
2009,260720,09,167475,62
2009,260720,{ñ,17519,17
2009,260790,01,-39798,-23
2009,260790,02,-789661,301
2009,260790,04,101200,319
2009,260790,06,-5829,3
2009,260790,08,929528,2631
2009,260790,09,-84921,-91
2009,260790,{ñ,3554,8
2009,260960,01,7807,16
2009,260960,02,-782610,-432
2009,260960,04,4822,81
2009,260960,06,-13876,-15
2009,260960,08,848148,2645
2009,260960,09,402771,579
2009,260960,{ñ,1592,2
2009,261110,01,-14950,-5
2009,261110,02,-691696,-504
2009,261110,04,52687,-6
2009,261110,06,-15314,-23
2009,261110,08,-321477,1472
2009,261110,09,-67253,-66
2009,261110,{ñ,-17352,-41
2009,261160,01,-19749,33
2009,261160,02,-3404357,2898
2009,261160,04,-608965,84
2009,261160,06,-122546,-108
2009,261160,08,4479487,16223
2009,261160,09,305680,1121
2009,261160,{ñ,11646,24
2009,270430,01,-62427,-105
2009,270430,02,-804204,526
2009,270430,04,102610,313
2009,270430,06,306560,513
2009,270430,08,2435048,5956
2009,270430,09,14426,281
2009,270430,{ñ,-971,-2
2009,280030,01,-2184,8
2009,280030,02,388544,1509
2009,280030,04,-52123,75
2009,280030,06,100409,166
2009,280030,08,1860464,4087
2009,280030,09,59807,149
2009,280030,{ñ,15033,26
2009,290570,01,-28941,-8
2009,290570,02,-2474402,-492
2009,290570,04,-180417,311
2009,290570,06,-136262,-54
2009,290570,08,-2599966,252
2009,290570,09,-54821,157
2009,290570,{ñ,71099,87
2009,291080,01,12865,26
2009,291080,02,67751,612
2009,291080,04,739991,1363
2009,291080,06,-14921,-7
2009,291080,08,1887740,4794
2009,291080,09,55066,112
2009,291080,{ñ,18627,8
2009,291920,01,1497,1
2009,291920,02,158092,499
2009,291920,04,99754,1
2009,291920,06,25168,32
2009,291920,08,2281621,4580
2009,291920,09,450669,551
2009,291920,{ñ,100567,158
2009,292740,01,-77720,-50
2009,292740,02,-3035305,3028
2009,292740,04,697733,4110
2009,292740,06,-55181,34
2009,292740,08,3190127,21512
2009,292740,09,1537909,4124
2009,292740,{ñ,10483,28
2009,292920,01,-71605,-102
2009,292920,02,310798,151
2009,292920,04,-296577,222
2009,292920,06,-9112,-4
2009,292920,08,635504,1647
2009,292920,09,-365549,-61
2009,293070,01,4335,14
2009,293070,02,-680436,-238
2009,293070,04,-216250,-133
2009,293070,06,-16290,4
2009,293070,08,-848719,386
2009,293070,09,279302,425
2009,293070,{ñ,-2835,-2
2009,293330,01,-58672,-59
2009,293330,02,-342870,-32
2009,293330,04,42135,150
2009,293330,06,-4522,4
2009,293330,08,115560,1515
2009,293330,09,51578,213
2009,310400,01,-8582,-9
2009,310400,02,-1032835,-628
2009,310400,04,3574,37
2009,310400,06,6187,9
2009,310400,08,-142970,248
2009,310400,09,-75134,-46
2009,310400,{ñ,988,1
2009,310620,01,-593282,-377
2009,310620,02,-14336423,7886
2009,310620,04,-476380,3133
2009,310620,06,-1495369,-1368
2009,310620,08,-367608,18543
2009,310620,09,4755012,6638
2009,310620,{ñ,-242977,-185
2009,310670,01,-95093,-25
2009,310670,02,-2343161,719
2009,310670,04,-662986,-99
2009,310670,06,-46325,69
2009,310670,08,-2710919,114
2009,310670,09,576980,922
2009,310670,{ñ,28486,44
2009,311860,01,-27083,-8
2009,311860,02,-5051898,-1003
2009,311860,04,-560967,18
2009,311860,06,204934,223
2009,311860,08,-1141166,3548
2009,311860,09,700121,1093
2009,311860,{ñ,5564,3
2009,312230,01,-7392,-10
2009,312230,02,-597912,833
2009,312230,04,-44077,16
2009,312230,06,-31742,-21
2009,312230,08,-25179,245
2009,312230,09,123360,227
2009,312230,{ñ,-16610,-17
2009,312510,01,-3283,-4
2009,312510,02,549008,1000
2009,312510,04,-2594,14
2009,312510,06,12712,14
2009,312510,08,32784,107
2009,312510,09,43154,53
2009,312510,{ñ,-2081,-3
2009,312770,01,-6444,-4
2009,312770,02,-646506,-17
2009,312770,04,-153055,-63
2009,312770,06,-11031,8
2009,312770,08,-583062,-26
2009,312770,09,4629,120
2009,313130,01,-557903,-432
2009,313130,02,-2201219,54
2009,313130,04,-435427,-329
2009,313130,06,54122,69
2009,313130,08,-659374,1075
2009,313130,09,2995538,2484
2009,313130,{ñ,289070,64
2009,313170,01,-6902,-8
2009,313170,02,-536998,63
2009,313170,04,-27766,-39
2009,313170,06,136,-31
2009,313170,08,-238199,-2
2009,313170,09,296089,221
2009,313170,{ñ,1431,2
2009,313670,01,-2140,4
2009,313670,02,-1876910,266
2009,313670,04,126990,661
2009,313670,06,-34264,-41
2009,313670,08,448922,1125
2009,313670,09,518697,807
2009,313670,{ñ,3769,4
2009,314330,01,2244,17
2009,314330,02,-15182,1129
2009,314330,04,72,74
2009,314330,06,30975,80
2009,314330,08,119746,1186
2009,314330,09,-27198,28
2009,314480,01,-33542,-29
2009,314480,02,-1113132,-173
2009,314480,04,-58427,-28
2009,314480,06,38237,89
2009,314480,08,-622118,314
2009,314480,09,266398,272
2009,314480,{ñ,501,1
2009,314610,01,-3844,-3
2009,314610,02,-405481,-309
2009,314610,04,-67240,-53
2009,314610,06,60996,47
2009,314610,08,-812827,-415
2009,314610,09,51221,76
2009,315180,01,9251,13
2009,315180,02,-1242612,376
2009,315180,04,-197403,-117
2009,315180,06,7171,0
2009,315180,08,-340704,-218
2009,315180,09,-84059,-24
2009,315180,{ñ,-2152,-1
2009,315250,01,-4763,-2
2009,315250,02,17771,1077
2009,315250,04,109579,215
2009,315250,06,5931,53
2009,315250,08,-42148,65
2009,315250,09,179529,250
2009,315250,{ñ,-1522,-1
2009,316720,01,-7739,-10
2009,316720,04,-16968,73
2009,316720,06,-22018,-14
2009,316720,08,-50232,714
2009,316720,09,29320,111
2009,316720,{ñ,1233,1
2009,317010,01,-12391,-12
2009,317010,02,-345393,1723
2009,317010,04,-22440,118
2009,317010,06,13101,44
2009,317010,08,17092,406
2009,317010,09,64846,124
2009,317010,{ñ,162829,208
2009,317020,01,-19380,-14
2009,317020,04,-142022,377
2009,317020,06,-45543,24
2009,317020,08,826568,2923
2009,317020,09,-74972,363
2009,317020,{ñ,2597,4
2009,317070,01,-12325,-19
2009,317070,02,-268412,989
2009,317070,04,-72129,2
2009,317070,06,-1189,2
2009,317070,08,-21816,219
2009,317070,09,-68190,-48
2009,317070,{ñ,11601,18
2009,320060,01,-17610,-27
2009,320060,02,-843861,893
2009,320060,04,26073,89
2009,320060,06,-81406,-39
2009,320060,08,817701,1457
2009,320060,09,124480,184
2009,320060,{ñ,-3472,-1
2009,320120,01,-15338,-11
2009,320120,02,-778859,443
2009,320120,04,-153523,85
2009,320120,06,-387329,-71
2009,320120,08,-347032,191
2009,320120,09,-1441,11
2009,320120,{ñ,-5273,-2
2009,320130,01,-31094,-34
2009,320130,02,-423334,344
2009,320130,04,-50429,104
2009,320130,06,-37817,-50
2009,320130,08,87369,1450
2009,320130,09,19346,66
2009,320320,01,28369,4
2009,320320,02,-549474,-13
2009,320320,04,85791,273
2009,320320,06,-25957,-34
2009,320320,08,211342,1185
2009,320320,09,153342,188
2009,320320,{ñ,528,1
2009,320430,01,-713,-1
2009,320430,02,-2949,-4
2009,320430,04,-136,5
2009,320430,06,-3927,-5
2009,320430,08,9611,11
2009,320430,09,8046,13
2009,320500,01,-67637,-14
2009,320500,02,-4375082,-1544
2009,320500,04,-217312,297
2009,320500,06,-2723,37
2009,320500,08,-175791,3516
2009,320500,09,-7673,231
2009,320500,{ñ,-1796,-5
2009,320520,01,-42566,-26
2009,320520,02,-4918437,-718
2009,320520,04,-320521,-4
2009,320520,06,-32486,-9
2009,320520,08,-559604,2167
2009,320520,09,263229,406
2009,320520,{ñ,3552,4
2009,320530,01,-144622,-91
2009,320530,02,-5889222,-622
2009,320530,04,-422078,40
2009,320530,06,-168678,-125
2009,320530,08,-1923111,2425
2009,320530,09,-107217,147
2009,320530,{ñ,32222,23
2009,330010,01,1520,6
2009,330010,02,1692996,1712
2009,330010,04,-110767,-77
2009,330010,06,-30383,-20
2009,330010,08,-552246,-77
2009,330010,09,87997,75
2009,330010,{ñ,648,1
2009,330040,01,-17847,-4
2009,330040,02,-655083,718
2009,330040,04,-48691,114
2009,330040,06,-7736,25
2009,330040,08,-250780,-126
2009,330040,09,-102082,-138
2009,330040,{ñ,3800,1
2009,330045,01,-15071,-8
2009,330045,02,-221768,92
2009,330045,04,-25075,-20
2009,330045,06,-12271,-13
2009,330045,08,315563,496
2009,330045,09,-27206,-13
2009,330045,{ñ,9214,13
2009,330070,01,6843,10
2009,330070,02,-106603,492
2009,330070,04,26345,114
2009,330070,06,-18238,-23
2009,330070,08,217743,611
2009,330070,09,-9264,-19
2009,330100,01,-29521,-16
2009,330100,02,-1558522,-255
2009,330100,04,-70698,469
2009,330100,06,-86318,-69
2009,330100,08,-1035872,-360
2009,330100,09,17413,50
2009,330100,{ñ,86,-2
2009,330170,01,-58647,-7
2009,330170,02,-3769585,1414
2009,330170,04,101315,1022
2009,330170,06,-88749,-54
2009,330170,08,1559130,5374
2009,330170,09,-2036901,592
2009,330170,{ñ,-5154,-9
2009,330200,01,219,-4
2009,330200,02,-428010,52
2009,330200,04,-164464,-247
2009,330200,06,-30580,-36
2009,330200,08,125702,55
2009,330200,09,-86247,-34
2009,330200,{ñ,-2518,-1
2009,330240,01,-10329,-38
2009,330240,02,-3545310,74
2009,330240,04,-432777,-112
2009,330240,06,-371127,-347
2009,330240,08,-4164434,-339
2009,330240,09,142747,415
2009,330240,{ñ,356850,260
2009,330270,01,3849,7
2009,330270,02,64269,199
2009,330270,04,15794,26
2009,330270,06,3493,6
2009,330270,08,15844,61
2009,330270,09,-4170,-1
2009,330330,01,-40389,1
2009,330330,02,-2180861,1981
2009,330330,04,140734,851
2009,330330,06,81897,54
2009,330330,08,-998841,730
2009,330330,09,252513,242
2009,330330,{ñ,6356,7
2009,330340,01,-168,0
2009,330340,02,-460563,777
2009,330340,04,-17248,96
2009,330340,06,-1322,0
2009,330340,08,19940,123
2009,330340,09,-8714,-12
2009,330350,01,-1710,9
2009,330350,02,-2172754,-2132
2009,330350,04,-12334,200
2009,330350,06,-19066,-6
2009,330350,08,1188050,2767
2009,330350,09,356066,708
2009,330350,{ñ,18119,37
2009,330390,01,-22911,-7
2009,330390,02,22021,1830
2009,330390,04,-64922,54
2009,330390,06,1187,2
2009,330390,08,37795,240
2009,330390,09,33677,30
2009,330390,{ñ,719,1
2009,330415,01,455,1
2009,330415,02,-48875,-58
2009,330415,04,667,2
2009,330415,06,999,2
2009,330415,08,-25065,-37
2009,330415,09,344,0
2009,330420,01,-9041,1
2009,330420,02,-500300,-351
2009,330420,04,-252519,-112
2009,330420,06,20467,51
2009,330420,08,-1051252,-457
2009,330420,09,181483,242
2009,330420,{ñ,811,1
2009,330452,01,-4670,-2
2009,330452,02,-476243,405
2009,330452,04,-33751,27
2009,330452,06,12808,-3
2009,330452,08,23374,303
2009,330452,09,11015,-4
2009,330455,01,-1393281,-413
2009,330455,02,-45384776,12732
2009,330455,04,-1888955,5691
2009,330455,06,315239,473
2009,330455,08,-1416367,29490
2009,330455,09,-541266,3674
2009,330455,{ñ,-179692,-107
2009,330490,01,21957,10
2009,330490,02,-1085166,712
2009,330490,04,157718,471
2009,330490,06,57582,71
2009,330490,08,-222622,458
2009,330490,09,-73353,-47
2009,330490,{ñ,6776,9
2009,330500,01,-57,0
2009,330500,02,23309,154
2009,330500,04,25461,91
2009,330500,06,1730,3
2009,330500,08,-319268,-135
2009,330500,09,138327,126
2009,330510,01,-6988,-6
2009,330510,02,-87157,472
2009,330510,04,64029,290
2009,330510,06,-896,12
2009,330510,08,468008,1383
2009,330510,09,-27348,-6
2009,330510,{ñ,2573,4
2009,330580,01,-4645,-6
2009,330580,02,151301,1548
2009,330580,04,-68523,-43
2009,330580,06,-11329,-18
2009,330580,08,121087,270
2009,330580,09,-2000,-7
2009,330580,{ñ,5312,4
2009,330630,01,-78773,-10
2009,330630,02,-3040975,324
2009,330630,04,36052,608
2009,330630,06,8149,30
2009,330630,08,-105830,916
2009,330630,09,20825,143
2009,330630,{ñ,899,1
2009,350160,01,-6340,5
2009,350160,02,-1992717,450
2009,350160,04,-194229,-55
2009,350160,06,-44612,-5
2009,350160,08,-72713,224
2009,350160,09,318575,553
2009,350160,{ñ,-8564,-4
2009,350280,01,1287,1
2009,350280,02,-62782,1146
2009,350280,04,98303,209
2009,350280,06,20364,57
2009,350280,08,209296,346
2009,350280,09,58039,141
2009,350280,{ñ,22,0
2009,350320,01,1449,5
2009,350320,02,-1053450,2147
2009,350320,04,-10866,252
2009,350320,06,-6297,-12
2009,350320,08,262122,1253
2009,350320,09,230157,479
2009,350320,{ñ,393,-1
2009,350330,01,-2774,-2
2009,350330,02,-1001454,-20
2009,350330,04,-27523,46
2009,350330,06,-597,5
2009,350330,08,-19675,155
2009,350330,09,170784,287
2009,350330,{ñ,29906,45
2009,350410,01,-1949,-1
2009,350410,02,-126329,744
2009,350410,04,-2431,51
2009,350410,06,30189,24
2009,350410,08,441899,559
2009,350410,09,115731,135
2009,350410,{ñ,2547,5
2009,350570,01,-130530,-42
2009,350570,02,-11686234,469
2009,350570,04,-101569,126
2009,350570,06,-245451,-101
2009,350570,08,2192707,4355
2009,350570,09,2172223,2663
2009,350570,{ñ,44888,52
2009,350600,01,-27846,-36
2009,350600,02,-1309492,1777
2009,350600,04,-94836,109
2009,350600,06,10809,36
2009,350600,08,-230854,154
2009,350600,09,92510,158
2009,350600,{ñ,-11245,-8
2009,350760,01,309,9
2009,350760,02,-687981,345
2009,350760,04,-9012,25
2009,350760,06,-41490,-15
2009,350760,08,139786,289
2009,350760,09,110960,230
2009,350760,{ñ,9713,43
2009,350920,01,16781,21
2009,350920,02,-2516317,36
2009,350920,04,3912,123
2009,350920,06,-67494,2
2009,350920,08,-64561,401
2009,350920,09,-244040,-293
2009,350920,{ñ,-6653,-15
2009,350950,01,-51987,8
2009,350950,02,-16748913,1566
2009,350950,04,-699956,440
2009,350950,06,-228823,82
2009,350950,08,-777323,2188
2009,350950,09,297341,1003
2009,350950,{ñ,-39460,-19
2009,351060,01,-6825,-7
2009,351060,02,217663,703
2009,351060,04,41285,92
2009,351060,06,11175,11
2009,351060,08,296580,571
2009,351060,09,74694,158
2009,351060,{ñ,9957,14
2009,351300,01,-27293,-11
2009,351300,02,-1460980,278
2009,351300,04,7075,249
2009,351300,06,-10084,8
2009,351300,08,369368,908
2009,351300,09,500833,571
2009,351300,{ñ,34227,22
2009,351350,01,14365,20
2009,351350,02,-2262725,152
2009,351350,04,89372,296
2009,351350,06,88228,137
2009,351350,08,-520072,293
2009,351350,09,484162,622
2009,351350,{ñ,9003,15
2009,351380,01,-367395,-24
2009,351380,02,-7280155,-1813
2009,351380,04,-458832,-204
2009,351380,06,-161810,-41
2009,351380,08,-1063850,171
2009,351380,09,323829,635
2009,351380,{ñ,-7965,-6
2009,351500,01,-18276,-20
2009,351500,02,615978,2008
2009,351500,04,8620,122
2009,351500,06,7954,13
2009,351500,08,20947,276
2009,351500,09,-538879,-327
2009,351500,{ñ,-941,-1
2009,351620,01,-5663,2
2009,351620,02,-193101,1259
2009,351620,04,157973,320
2009,351620,06,7151,-7
2009,351620,08,408642,579
2009,351620,09,295739,405
2009,351620,{ñ,4149,5
2009,351840,01,-2265,0
2009,351840,02,836897,837
2009,351840,04,21214,60
2009,351840,06,-15563,1
2009,351840,08,-134354,54
2009,351840,09,11939,-28
2009,351840,{ñ,-1361,-2
2009,351870,01,-21255,-18
2009,351870,02,-1550234,609
2009,351870,04,-85132,-13
2009,351870,06,6534,18
2009,351870,08,-440375,-33
2009,351870,09,-39024,94
2009,351870,{ñ,12787,20
2009,351880,01,-299247,-6
2009,351880,02,-11469207,874
2009,351880,04,-428074,409
2009,351880,06,-351909,9
2009,351880,08,-1344001,1646
2009,351880,09,632940,1186
2009,351880,{ñ,-25116,-18
2009,351907,01,-26468,-16
2009,351907,02,-907349,814
2009,351907,04,60315,80
2009,351907,06,-12642,17
2009,351907,08,585213,564
2009,351907,09,197895,224
2009,351907,{ñ,-16497,-29
2009,352050,01,-10425,-17
2009,352050,02,-2879523,87
2009,352050,04,368527,506
2009,352050,06,12017,32
2009,352050,08,43698,365
2009,352050,09,352731,383
2009,352050,{ñ,65509,42
2009,352250,01,-13362,-5
2009,352250,02,-860370,-70
2009,352250,04,14068,48
2009,352250,06,-13875,-1
2009,352250,08,200217,326
2009,352250,09,131118,354
2009,352250,{ñ,-18110,-9
2009,352310,01,-1089,5
2009,352310,02,-848191,193
2009,352310,04,-37071,22
2009,352310,06,-9524,5
2009,352310,08,-158847,92
2009,352310,09,194702,227
2009,352310,{ñ,-27097,-28
2009,352340,01,2622,4
2009,352340,02,330326,1279
2009,352340,04,160132,259
2009,352340,06,-22319,-12
2009,352340,08,324270,568
2009,352340,09,11232,-12
2009,352340,{ñ,-535,-1
2009,352390,01,1800,1
2009,352390,02,-480514,1658
2009,352390,04,-33049,51
2009,352390,06,-21121,-6
2009,352390,08,-12432,128
2009,352390,09,58841,129
2009,352390,{ñ,-6553,-8
2009,352440,01,-22730,2
2009,352440,02,-1688823,784
2009,352440,04,80867,104
2009,352440,06,-95816,49
2009,352440,08,-615234,-49
2009,352440,09,-89050,154
2009,352440,{ñ,5332,5
2009,352470,01,2592,-7
2009,352470,02,-6331197,-832
2009,352470,04,-283143,10
2009,352470,06,-108044,-41
2009,352470,08,-282500,76
2009,352470,09,-364753,-155
2009,352470,{ñ,27188,28
2009,352590,01,-77207,-47
2009,352590,02,-8976088,-260
2009,352590,04,-510590,-70
2009,352590,06,-60502,-27
2009,352590,08,-647362,600
2009,352590,09,1288916,1093
2009,352590,{ñ,33978,75
2009,352690,01,-1372,6
2009,352690,02,-2227331,508
2009,352690,04,-56466,36
2009,352690,06,-64146,-26
2009,352690,08,-28276,174
2009,352690,09,227310,434
2009,352690,{ñ,-22800,-3
2009,352730,01,-3051,-3
2009,352730,02,-723528,107
2009,352730,04,-195416,-59
2009,352730,06,-8844,0
2009,352730,08,-113163,-83
2009,352730,09,-47171,-57
2009,352730,{ñ,10444,18
2009,352900,01,818,0
2009,352900,02,-610362,1115
2009,352900,04,-21802,54
2009,352900,06,12484,48
2009,352900,08,-318381,297
2009,352900,09,177194,250
2009,352900,{ñ,-2974,-4
2009,352940,01,-224,13
2009,352940,02,-2292931,531
2009,352940,04,-694381,-516
2009,352940,06,-9369,6
2009,352940,08,99410,460
2009,352940,09,101762,222
2009,352940,{ñ,2330,-1
2009,353060,01,-30327,-9
2009,353060,02,-3387680,-1213
2009,353060,04,-172093,-186
2009,353060,06,-168217,32
2009,353060,08,182867,977
2009,353060,09,158839,216
2009,353060,{ñ,13623,15
2009,353070,01,-61481,4
2009,353070,02,-3639776,240
2009,353070,04,-119205,-48
2009,353070,06,-28609,10
2009,353070,08,-356057,-232
2009,353070,09,873,66
2009,353070,{ñ,12213,10
2009,353080,01,-69841,-107
2009,353080,02,-422140,161
2009,353080,04,-185559,-69
2009,353080,06,14884,11
2009,353080,08,35283,66
2009,353080,09,600132,1201
2009,353080,{ñ,693,2
2009,353440,01,-14393,-6
2009,353440,02,-5984285,142
2009,353440,04,-224204,71
2009,353440,06,-361402,-256
2009,353440,08,-365085,1154
2009,353440,09,-592639,-289
2009,353440,{ñ,18914,22
2009,353650,01,-40419,9
2009,353650,02,-342154,1762
2009,353650,04,-420244,-191
2009,353650,06,-159474,-13
2009,353650,08,292289,746
2009,353650,09,228185,290
2009,353650,{ñ,7503,5
2009,353800,01,-47244,-43
2009,353800,02,-1815345,-208
2009,353800,04,7594,-7
2009,353800,06,-16569,-8
2009,353800,08,-131950,19
2009,353800,09,148770,65
2009,353800,{ñ,16801,23
2009,353870,01,20645,22
2009,353870,02,-6572231,-858
2009,353870,04,-269126,79
2009,353870,06,34544,25
2009,353870,08,-728469,-166
2009,353870,09,102405,463
2009,353870,{ñ,15067,26
2009,353980,01,-2623,-1
2009,353980,02,-833055,-587
2009,353980,04,78826,111
2009,353980,06,2392,-1
2009,353980,08,308074,898
2009,353980,09,-210012,-238
2009,353980,{ñ,5677,7
2009,354100,01,2281,3
2009,354100,02,154361,434
2009,354100,04,-10769,30
2009,354100,06,1098,1
2009,354100,08,203373,439
2009,354100,09,253799,296
2009,354100,{ñ,-4542,-5
2009,354140,01,-5213,-4
2009,354140,02,-394577,1464
2009,354140,04,-44343,73
2009,354140,06,-5351,14
2009,354140,08,-414650,-99
2009,354140,09,284943,513
2009,354140,{ñ,735,1
2009,354340,01,-89661,-36
2009,354340,02,-2736068,4494
2009,354340,04,310177,846
2009,354340,06,35083,20
2009,354340,08,643339,2622
2009,354340,09,655228,856
2009,354340,{ñ,52031,71
2009,354390,01,4313,10
2009,354390,02,-680911,1128
2009,354390,04,-58909,-39
2009,354390,06,-1800,16
2009,354390,08,167729,378
2009,354390,09,-1640,-11
2009,354390,{ñ,-1204,-2
2009,354520,01,-3907,-2
2009,354520,02,-664297,205
2009,354520,04,-56906,-29
2009,354520,06,-2918,3
2009,354520,08,-49179,-6
2009,354520,09,-7950,11
2009,354520,{ñ,573,1
2009,354580,01,-46331,-18
2009,354580,02,-1199620,481
2009,354580,04,-10660,50
2009,354580,06,-16022,-15
2009,354580,08,-220487,-25
2009,354580,09,35814,165
2009,354580,{ñ,-9607,0
2009,354730,01,-32796,-40
2009,354730,02,-385199,1189
2009,354730,04,-76048,41
2009,354730,06,-64832,-35
2009,354730,08,133011,529
2009,354730,09,-191346,-36
2009,354730,{ñ,43374,40
2009,354780,01,-8501,-10
2009,354780,02,-5134157,464
2009,354780,04,-279126,-4
2009,354780,06,23618,-46
2009,354780,08,-48440,1461
2009,354780,09,649163,1014
2009,354780,{ñ,71105,94
2009,354850,01,-33878,0
2009,354850,02,-3930882,951
2009,354850,04,-271207,31
2009,354850,06,-21383,-28
2009,354850,08,-580297,543
2009,354850,09,66341,301
2009,354850,{ñ,-59532,-42
2009,354870,01,-81484,-22
2009,354870,02,-21117818,-3233
2009,354870,04,-901159,-332
2009,354870,06,-372827,0
2009,354870,08,-1907021,1718
2009,354870,09,-944583,687
2009,354870,{ñ,188703,116
2009,354880,01,-23476,-28
2009,354880,02,-7719741,-1810
2009,354880,04,-180217,-17
2009,354880,06,-145894,43
2009,354880,08,360210,1211
2009,354880,09,95703,221
2009,354880,{ñ,8606,5
2009,354890,01,58,-1
2009,354890,02,-1335391,569
2009,354890,04,-1480,60
2009,354890,06,3508,11
2009,354890,08,-14152,171
2009,354890,09,177549,77
2009,354890,{ñ,-1264,-2
2009,354980,01,-30769,40
2009,354980,02,-1634569,3899
2009,354980,04,82277,325
2009,354980,06,-24407,8
2009,354980,08,24302,512
2009,354980,09,101784,162
2009,354980,{ñ,15632,19
2009,354990,01,-25742,-10
2009,354990,02,-14738605,-2512
2009,354990,04,-114695,148
2009,354990,06,-351654,26
2009,354990,08,3445075,4680
2009,354990,09,427385,560
2009,354990,{ñ,25537,20
2009,355030,01,-1463809,-257
2009,355030,02,-137601829,37911
2009,355030,04,183082,6848
2009,355030,06,-3213414,868
2009,355030,08,32656290,66318
2009,355030,09,12071628,17954
2009,355030,{ñ,1376801,1471
