Ano,Município,Raça Cor,Salário,SaldoMov
2012,330500,04,52966,103
2012,330500,06,21499,12
2012,330500,08,947378,448
2012,330500,09,18006,-17
2012,330510,01,-15994,-17
2012,330510,02,-272359,425
2012,330510,04,146491,354
2012,330510,06,153832,161
2012,330510,08,433641,950
2012,330510,09,301734,380
2012,330580,01,4985,2
2012,330580,02,-583712,314
2012,330580,04,-681,54
2012,330580,06,-6119,2
2012,330580,08,287027,473
2012,330580,09,22468,20
2012,330630,01,-2360,3
2012,330630,02,-2320371,-694
2012,330630,04,32949,149
2012,330630,06,-29998,-6
2012,330630,08,1778403,1979
2012,330630,09,3174,48
2012,350160,01,-1512,-2
2012,350160,02,-3379856,-318
2012,350160,04,-81516,-14
2012,350160,06,35281,26
2012,350160,08,-395857,210
2012,350160,09,-187462,-26
2012,350280,01,25694,35
2012,350280,02,583075,1278
2012,350280,04,137888,144
2012,350280,06,21117,14
2012,350280,08,209708,1379
2012,350280,09,39025,101
2012,350320,01,-6789,-1
2012,350320,02,-163367,698
2012,350320,04,-17585,51
2012,350320,06,8306,-4
2012,350320,08,587356,569
2012,350320,09,102086,118
2012,350330,01,2378,3
2012,350330,02,-1684284,-513
2012,350330,04,-110951,-4
2012,350330,06,12692,6
2012,350330,08,-85672,25
2012,350330,09,28927,30
2012,350410,01,-6034,-9
2012,350410,02,-1653332,-662
2012,350410,04,-132933,-165
2012,350410,06,-4471,-15
2012,350410,08,172359,199
2012,350410,09,178897,128
2012,350570,01,-21938,-51
2012,350570,02,-13836571,-1151
2012,350570,04,284682,604
2012,350570,06,-170326,-37
2012,350570,08,7224651,5841
2012,350570,09,1509634,917
2012,350600,01,-4423,2
2012,350600,02,1752600,4764
2012,350600,04,260975,396
2012,350600,06,11348,30
2012,350600,08,294635,532
2012,350600,09,-160042,-47
2012,350760,01,-7878,-3
2012,350760,02,-922180,295
2012,350760,04,-22224,-13
2012,350760,06,-2335,17
2012,350760,08,349968,409
2012,350760,09,63674,118
2012,350920,01,3978,3
2012,350920,02,-1737014,-242
2012,350920,04,52556,81
2012,350920,06,-43444,-3
2012,350920,08,333808,658
2012,350920,09,60816,38
2012,350950,01,-358912,-157
2012,350950,02,-9841601,657
2012,350950,04,2183,812
2012,350950,06,55220,-22
2012,350950,08,3551136,6401
2012,350950,09,2272279,1937
2012,351060,01,-18207,-14
2012,351060,02,-738508,-264
2012,351060,04,61894,117
2012,351060,06,-11150,-21
2012,351060,08,714571,869
2012,351060,09,-46424,33
2012,351300,01,-110949,-105
2012,351300,02,-3323425,558
2012,351300,04,-2803,194
2012,351300,06,-58922,13
2012,351300,08,-332267,399
2012,351300,09,540662,343
2012,351350,01,-8824,-5
2012,351350,02,-7112088,-2519
2012,351350,04,-613322,-273
2012,351350,06,-123168,-19
2012,351350,08,-4449999,-1645
2012,351350,09,605553,596
2012,351380,01,-30319,3
2012,351380,02,-7691194,-2379
2012,351380,04,-324575,-71
2012,351380,06,-86234,4
2012,351380,08,-941807,110
2012,351380,09,118344,557
2012,351500,01,-11968,-11
2012,351500,02,-795082,-45
2012,351500,04,6968,37
2012,351500,06,28703,9
2012,351500,08,842784,939
2012,351500,09,148380,167
2012,351620,01,9106,9
2012,351620,02,2174855,2985
2012,351620,04,267433,247
2012,351620,06,-9537,6
2012,351620,08,407052,631
2012,351620,09,237202,277
2012,351840,01,-5199,-3
2012,351840,02,394663,496
2012,351840,04,15371,42
2012,351840,06,6547,5
2012,351840,08,114250,271
2012,351840,09,114939,41
2012,351870,01,30368,38
2012,351870,02,849301,322
2012,351870,04,70394,104
2012,351870,06,17447,-3
2012,351870,08,496528,733
2012,351870,09,-14566,50
2012,351880,01,-282549,-125
2012,351880,02,-13607915,-923
2012,351880,04,-11242,573
2012,351880,06,-179021,21
2012,351880,08,4226879,6344
2012,351880,09,218167,583
2012,351907,01,-22700,-3
2012,351907,02,-1614375,307
2012,351907,04,-6120,159
2012,351907,06,-142470,-27
2012,351907,08,-183641,292
2012,351907,09,-277882,-21
2012,352050,01,-13850,-3
2012,352050,02,-3510214,-774
2012,352050,04,-41951,27
2012,352050,06,-3352,20
2012,352050,08,69889,383
2012,352050,09,455158,427
2012,352250,01,1975,7
2012,352250,02,-1545739,-409
2012,352250,04,-110752,-70
2012,352250,06,-59789,19
2012,352250,08,1414289,1391
2012,352250,09,-69216,94
2012,352310,01,-5312,-4
2012,352310,02,-986526,-195
2012,352310,04,-7162,71
2012,352310,06,-19918,3
2012,352310,08,-304269,45
2012,352310,09,485204,381
2012,352340,01,-2312,0
2012,352340,02,-1237824,-270
2012,352340,04,-297,58
2012,352340,06,-57425,-50
2012,352340,08,336080,428
2012,352340,09,-72187,-49
2012,352390,01,-48062,-17
2012,352390,02,-368102,1825
2012,352390,04,51484,127
2012,352390,06,20435,3
2012,352390,08,-59071,147
2012,352390,09,-123200,-125
2012,352440,01,-1244,1
2012,352440,02,-1636498,19
2012,352440,04,27893,56
2012,352440,06,-6755,-3
2012,352440,08,401997,482
2012,352440,09,326320,252
2012,352470,01,-24704,-10
2012,352470,02,-4000772,-397
2012,352470,04,122559,120
2012,352470,06,-108784,-7
2012,352470,08,124478,352
2012,352470,09,-63473,3
2012,352590,01,-170363,-4
2012,352590,02,-5069882,2015
2012,352590,04,-29330,346
2012,352590,06,-190507,-60
2012,352590,08,609523,1985
2012,352590,09,1367811,1294
2012,352690,01,-8653,-2
2012,352690,02,-1132781,1639
2012,352690,04,153825,315
2012,352690,06,32756,22
2012,352690,08,344905,550
2012,352690,09,-120057,-2
2012,352730,01,-6786,-5
2012,352730,02,-1022275,-192
2012,352730,04,-34981,0
2012,352730,06,-17803,-6
2012,352730,08,-361043,-261
2012,352730,09,-9178,58
2012,352900,01,-15765,-2
2012,352900,02,-1671945,475
2012,352900,04,90395,200
2012,352900,06,-24736,13
2012,352900,08,396530,754
2012,352900,09,-180136,-93
2012,352940,01,26687,28
2012,352940,02,-4832805,-1769
2012,352940,04,-202608,-18
2012,352940,06,-23575,5
2012,352940,08,-1317981,-121
2012,352940,09,-100074,-58
2012,353060,01,2560,3
2012,353060,02,-1946727,575
2012,353060,04,-23186,127
2012,353060,06,-125907,12
2012,353060,08,-435323,-355
2012,353060,09,110145,97
2012,353070,01,-5166,0
2012,353070,02,-2156827,-267
2012,353070,04,-69686,100
2012,353070,06,-1897,-3
2012,353070,08,-115463,59
2012,353070,09,-202872,-77
2012,353080,01,-38077,-29
2012,353080,02,-651173,-613
2012,353080,04,224123,158
2012,353080,06,-15495,-20
2012,353080,08,199299,39
2012,353080,09,545558,431
2012,353440,01,-44406,-33
2012,353440,02,-9838045,-1498
2012,353440,04,-479528,-149
2012,353440,06,-183759,-65
2012,353440,08,-171122,1342
2012,353440,09,1317553,1190
2012,353650,01,-3112,8
2012,353650,02,-1452473,621
2012,353650,04,1736535,866
2012,353650,06,47656,48
2012,353650,08,2423980,1544
2012,353650,09,-422405,-160
2012,353800,01,-3651,0
2012,353800,02,316961,899
2012,353800,04,82385,73
2012,353800,06,11568,1
2012,353800,08,286039,560
2012,353800,09,294320,152
2012,353870,01,-4051,4
2012,353870,02,-630602,1802
2012,353870,04,80991,310
2012,353870,06,219320,50
2012,353870,08,1025671,1032
2012,353870,09,-1063093,-732
2012,353980,01,-20611,-14
2012,353980,02,-250804,748
2012,353980,04,24055,63
2012,353980,06,-60460,-19
2012,353980,08,1342332,1957
2012,353980,09,685,8
2012,354100,01,5239,4
2012,354100,02,372892,821
2012,354100,04,65232,99
2012,354100,06,-16774,-12
2012,354100,08,-82855,104
2012,354100,09,45527,69
2012,354140,01,-32144,-18
2012,354140,02,-1425233,282
2012,354140,04,-12133,107
2012,354140,06,278,15
2012,354140,08,170536,589
2012,354140,09,253331,424
2012,354340,01,-81735,-45
2012,354340,02,-629774,3369
2012,354340,04,167892,553
2012,354340,06,78137,21
2012,354340,08,1348520,2287
2012,354340,09,537615,794
2012,354390,01,-13285,-3
2012,354390,02,-1332164,596
2012,354390,04,76344,229
2012,354390,06,-2156,5
2012,354390,08,-252061,211
2012,354390,09,-112061,5
2012,354520,01,-3004,-3
2012,354520,02,-1049410,379
2012,354520,04,-24483,-4
2012,354520,06,4467,1
2012,354520,08,185381,244
2012,354520,09,39849,39
2012,354580,01,-5983,-7
2012,354580,02,-1256930,-231
2012,354580,04,-19361,51
2012,354580,06,3152,5
2012,354580,08,-213400,17
2012,354580,09,-211094,-135
2012,354730,01,-73496,-46
2012,354730,02,-3355380,-457
2012,354730,04,-46841,27
2012,354730,06,18944,19
2012,354730,08,449315,480
2012,354730,09,448734,344
2012,354780,01,-73732,-15
2012,354780,02,-3117911,2063
2012,354780,04,460213,588
2012,354780,06,-192385,-26
2012,354780,08,4336082,5370
2012,354780,09,1162207,1034
2012,354850,01,-15763,5
2012,354850,02,-3720790,20
2012,354850,04,288890,413
2012,354850,06,18995,72
2012,354850,08,2298693,2904
2012,354850,09,382465,467
2012,354870,01,-42837,-13
2012,354870,02,-16868713,-3089
2012,354870,04,-1027424,-513
2012,354870,06,-138502,57
2012,354870,08,981722,1975
2012,354870,09,-1371857,85
2012,354880,01,-38671,-16
2012,354880,02,-4684612,-680
2012,354880,04,246593,304
2012,354880,06,-89971,-45
2012,354880,08,-150825,504
2012,354880,09,583966,522
2012,354890,01,-970,2
2012,354890,02,-1677247,796
2012,354890,04,-12706,71
2012,354890,06,-45447,-2
2012,354890,08,-62218,110
2012,354890,09,118051,145
2012,354980,01,7593,-5
2012,354980,02,-243463,3247
2012,354980,04,18630,211
2012,354980,06,1877,33
2012,354980,08,1070572,1185
2012,354980,09,568075,560
2012,354990,01,1854,8
2012,354990,02,-12339322,-3115
2012,354990,04,-144723,11
2012,354990,06,-298917,-50
2012,354990,08,738518,1886
2012,354990,09,-326814,285
2012,355030,01,829466,2110
2012,355030,02,-137043458,6460
2012,355030,04,3897742,7756
2012,355030,06,-1835912,1062
2012,355030,08,49484365,56967
2012,355030,09,18412602,14903
2012,355070,01,-17057,-18
2012,355070,02,678960,276
2012,355070,04,-26710,-60
2012,355070,06,-3263,-3
2012,355070,08,491552,351
2012,355070,09,-1855,1
2012,355100,01,-10339,-10
2012,355100,02,-1007511,-813
2012,355100,04,-158837,-103
2012,355100,06,-10318,-6
2012,355100,08,-594151,-344
2012,355100,09,70197,71
2012,355170,01,-61547,-30
2012,355170,02,-2671643,-386
2012,355170,04,-79628,-75
2012,355170,06,-19975,-16
2012,355170,08,-430441,-183
2012,355170,09,54664,37
2012,355220,01,-114268,-39
2012,355220,02,-971835,2538
2012,355220,04,340066,259
2012,355220,06,-91762,2
2012,355220,08,-387165,590
2012,355220,09,627936,466
2012,355240,01,20,4
2012,355240,02,-2644622,-250
2012,355240,04,-160324,-65
2012,355240,06,314927,19
2012,355240,08,428767,714
2012,355240,09,-183942,-153
2012,355250,01,-15837,-17
2012,355250,02,-1014711,437
2012,355250,04,-31381,33
2012,355250,06,-109140,-11
2012,355250,08,614487,652
2012,355250,09,111810,158
2012,355280,01,-10293,-11
2012,355280,02,-1270928,-497
2012,355280,04,35031,106
2012,355280,06,-59383,-7
2012,355280,08,-1034058,-198
2012,355280,09,261346,228
2012,355410,01,1720,15
2012,355410,02,-1207297,728
2012,355410,04,-160754,-78
2012,355410,06,-17001,9
2012,355410,08,-192085,229
2012,355410,09,624297,349
2012,355620,01,-35765,-32
2012,355620,02,-3400495,-923
2012,355620,04,-31807,81
2012,355620,06,-4948,16
2012,355620,08,-87707,161
2012,355620,09,-120522,-62
2012,355670,01,-13233,-12
2012,355670,02,-692992,576
2012,355670,04,-83367,26
2012,355670,06,-15077,6
2012,355670,08,1219335,1769
2012,355670,09,464821,698
2012,410180,01,-3649,-3
2012,410180,02,-12753174,-4322
2012,410180,04,-2215733,-1124
2012,410180,06,-278822,-112
2012,410180,08,-6471396,-2355
2012,410180,09,-323613,136
2012,410480,01,2948,10
2012,410480,02,-981279,1910
2012,410480,04,-44964,6
2012,410480,06,-50912,-35
2012,410480,08,252328,517
2012,410480,09,415619,716
2012,410690,01,-149329,-39
2012,410690,02,-37480743,187
2012,410690,04,-541211,298
2012,410690,06,-561984,-71
2012,410690,08,5269227,8529
2012,410690,09,6653997,8861
2012,410830,01,-2992,-4
2012,410830,02,181001,1583
2012,410830,04,4261,38
2012,410830,06,5692,9
2012,410830,08,671395,1061
2012,410830,09,481700,538
2012,410940,01,54,1
2012,410940,02,10167,830
2012,410940,04,-36917,-26
2012,410940,06,-53885,-29
2012,410940,08,137045,240
2012,410940,09,224802,295
2012,411370,01,-21386,-22
2012,411370,02,-2173043,1442
2012,411370,04,182495,404
2012,411370,06,-82231,10
2012,411370,08,1200253,1888
2012,411370,09,763032,1052
2012,411520,01,-25527,-17
2012,411520,02,-1519352,2451
2012,411520,04,96544,221
2012,411520,06,745,20
2012,411520,08,799805,1682
2012,411520,09,1001320,1238
2012,411820,01,-8362,-8
2012,411820,02,-471942,128
2012,411820,04,-15155,-3
2012,411820,06,-25491,-29
2012,411820,08,20245,286
2012,411820,09,387929,402
2012,411915,01,-22648,-13
2012,411915,02,-1163876,-184
2012,411915,04,78476,105
2012,411915,06,21313,47
2012,411915,08,80203,218
2012,411915,09,181385,362
2012,411990,01,7458,6
2012,411990,02,1016375,2330
2012,411990,04,421,11
2012,411990,06,-85976,-35
2012,411990,08,180211,382
2012,411990,09,-25211,86
2012,412550,01,-100421,-127
2012,412550,02,-2364194,990
2012,412550,04,156466,221
2012,412550,06,91239,82
2012,412550,08,1168984,1082
2012,412550,09,-68281,301
2012,412770,01,-6135,-5
2012,412770,02,798179,1466
2012,412770,04,-20667,-24
2012,412770,06,18468,26
2012,412770,08,113578,268
2012,412770,09,299895,431
2012,420240,01,-13501,-10
2012,420240,02,-10428289,65
2012,420240,04,-50344,17
2012,420240,06,-331158,-272
2012,420240,08,90064,235
2012,420240,09,893964,1299
2012,420290,01,-11800,-12
2012,420290,02,-1136183,428
2012,420290,04,13099,52
2012,420290,06,-127885,-69
2012,420290,08,153751,146
2012,420290,09,435237,688
2012,420420,01,54641,75
2012,420420,02,-2080173,983
2012,420420,04,20185,74
2012,420420,06,-32998,-32
2012,420420,08,203237,403
2012,420420,09,46644,510
2012,420460,01,-1316,-3
2012,420460,02,-2942783,398
2012,420460,04,-131610,14
2012,420460,06,20933,15
2012,420460,08,108372,136
2012,420460,09,899494,1274
2012,420540,01,-81232,-97
2012,420540,02,-5774515,104
2012,420540,04,-121441,166
2012,420540,06,-187193,-133
2012,420540,08,-11108,903
2012,420540,09,1544953,2387
2012,420820,01,86936,160
2012,420820,02,-1801889,1238
2012,420820,04,-32835,-12
2012,420820,06,-158068,-110
2012,420820,08,-94987,87
2012,420820,09,1627150,1408
2012,420890,01,-4275,-4
2012,420890,02,-7167237,-1004
2012,420890,04,-79804,-8
2012,420890,06,-153545,-143
2012,420890,08,-32740,93
2012,420890,09,1062442,1213
2012,420910,01,-13724,-15
2012,420910,02,-12041175,-106
2012,420910,04,-72596,59
2012,420910,06,-509148,-367
2012,420910,08,152210,591
2012,420910,09,1644804,2266
2012,420930,01,2523,3
2012,420930,02,-580711,790
2012,420930,04,23245,20
2012,420930,06,-176904,-137
2012,420930,08,48559,145
2012,420930,09,619207,765
2012,421660,01,10087,9
2012,421660,02,1067794,4137
2012,421660,04,-55475,40
2012,421660,06,-100972,-82
2012,421660,08,215031,219
2012,421660,09,1157133,1478
2012,430210,01,-4415,-1
2012,430210,02,-899349,534
2012,430210,04,13588,22
2012,430210,06,-37704,-34
2012,430210,08,-41826,-14
2012,430210,09,703042,818
2012,430310,01,-4343,-7
2012,430310,02,-1046417,569
2012,430310,04,-85459,-32
2012,430310,06,-11457,-9
2012,430310,08,45161,129
2012,430310,09,-54077,161
2012,430460,01,-6729,-6
2012,430460,02,-1204951,1669
2012,430460,04,327377,293
2012,430460,06,45506,28
2012,430460,08,589354,516
2012,430460,09,1020831,948
2012,430510,01,35200,37
2012,430510,02,-14143470,-1641
2012,430510,04,-236596,-53
2012,430510,06,-29291,-29
2012,430510,08,-312886,214
2012,430510,09,1531454,1865
2012,430920,01,-15136,-7
2012,430920,02,-396164,1344
2012,430920,04,163266,229
2012,430920,06,-244,-7
2012,430920,08,-34393,32
2012,430920,09,467098,530
2012,430930,01,-1998,-2
2012,430930,02,-574831,386
2012,430930,04,-54358,56
2012,430930,06,4646,4
2012,430930,08,-261761,-13
2012,430930,09,-80839,7
2012,431340,01,21484,13
2012,431340,02,-3545671,-574
2012,431340,04,-41903,42
2012,431340,06,-18289,-8
2012,431340,08,-12340,138
2012,431340,09,28643,333
2012,431410,01,-87,-1
2012,431410,02,-1882412,120
2012,431410,04,16110,30
2012,431410,06,10254,17
2012,431410,08,222873,300
2012,431410,09,574996,640
2012,431440,01,-1607,-2
2012,431440,02,-307439,408
2012,431440,04,3020,-62
2012,431440,06,-4466,-3
2012,431440,08,30708,36
2012,431440,09,315319,443
2012,431490,01,-169471,-123
2012,431490,02,-10083769,6941
2012,431490,04,39083,1585
2012,431490,06,-221024,-141
2012,431490,08,92210,1790
2012,431490,09,3617049,4804
2012,431560,01,-33367,-9
2012,431560,02,5762166,4725
2012,431560,04,581968,506
2012,431560,06,11545,-5
2012,431560,08,1193108,661
2012,431560,09,613312,864
2012,431680,01,4798,1
2012,431680,02,-313042,1334
2012,431680,04,157705,111
2012,431680,06,-11913,-15
2012,431680,08,251649,175
2012,431680,09,273699,345
2012,431690,01,9186,10
2012,431690,02,-515867,780
2012,431690,04,-43657,-1
2012,431690,06,-5124,-3
2012,431690,08,124327,223
2012,431690,09,813872,1090
2012,431870,01,5649,5
2012,431870,02,-1940398,4
2012,431870,04,-38053,22
2012,431870,06,16189,20
2012,431870,08,57442,173
2012,431870,09,438481,610
2012,432200,01,-4781,-5
2012,432200,02,-1621893,-560
2012,432200,04,-90866,-51
2012,432200,06,-17880,-5
2012,432200,08,-721644,-380
2012,432200,09,123977,128
2012,500270,01,65428,99
2012,500270,02,-2430501,-61
2012,500270,04,153835,255
2012,500270,06,36542,28
2012,500270,08,646139,2828
2012,500270,09,831664,1517
2012,500370,01,596981,542
2012,500370,02,1301833,600
2012,500370,04,-110229,-99
2012,500370,06,-14526,-13
2012,500370,08,715597,788
2012,500370,09,246371,368
2012,500830,01,-16619,-4
2012,500830,02,2530860,937
2012,500830,04,119005,82
2012,500830,06,12554,-35
2012,500830,08,1455885,1106
2012,500830,09,280053,360
2012,510340,01,-165053,-34
2012,510340,02,-2193269,-451
2012,510340,04,20416,409
2012,510340,06,-136217,-54
2012,510340,08,-505610,2349
2012,510340,09,722473,1208
2012,510760,01,-13100,-13
2012,510760,02,-1798567,-901
2012,510760,04,101721,142
2012,510760,06,-56328,-45
2012,510760,08,80030,1228
2012,510760,09,719110,913
2012,510840,01,3589,6
2012,510840,02,-910550,-416
2012,510840,04,97154,171
2012,510840,06,-9283,-8
2012,510840,08,-7609,759
2012,510840,09,87331,237
2012,520110,01,-6726,-9
2012,520110,02,-777047,208
2012,520110,04,33096,159
2012,520110,06,-101115,-24
2012,520110,08,977369,2639
2012,520110,09,301108,685
2012,520140,01,11065,21
2012,520140,02,-5029942,-201
2012,520140,04,-181829,-39
2012,520140,06,84681,275
2012,520140,08,-1253078,2521
2012,520140,09,562864,484
2012,520510,01,-59810,-50
2012,520510,02,-147677,370
2012,520510,04,-31748,2
2012,520510,06,-134452,-83
2012,520510,08,-99562,35
2012,520510,09,24406,23
2012,520870,01,-162753,-96
2012,520870,02,-12739144,-1757
2012,520870,04,-611412,391
2012,520870,06,-1614922,-707
2012,520870,08,168202,14965
2012,520870,09,1556047,2077
2012,521880,01,-65070,-82
2012,521880,02,-543524,-41
2012,521880,04,-348149,-335
2012,521880,06,-211209,-168
2012,521880,08,840421,2121
2012,521880,09,59071,203
2012,530010,01,-242075,-200
2012,530010,02,-7420214,1125
2012,530010,04,-569631,74
2012,530010,06,659606,822
2012,530010,08,-279236,5480
2012,530010,09,3506969,2194
2013,110020,01,-47768,-35
2013,110020,02,-3357516,-1205
2013,110020,04,-491295,-193
2013,110020,06,-425789,-255
2013,110020,08,-15184959,-6383
2013,110020,09,-176770,-20
2013,120040,01,-3755,-1
2013,120040,02,1422073,760
2013,120040,04,-40363,-17
2013,120040,06,-39722,-57
2013,120040,08,-1116353,-523
2013,120040,09,-490878,-395
2013,130260,01,-72242,-33
2013,130260,02,-7354660,-1184
2013,130260,04,-195598,4
2013,130260,06,-733826,-305
2013,130260,08,-763022,14306
2013,130260,09,367246,703
2013,140010,01,-2880,-7
2013,140010,02,-686446,-635
2013,140010,04,31723,22
2013,140010,06,-23898,-23
2013,140010,08,-1064796,-1305
2013,140010,09,22645,27
2013,150080,01,-24450,-18
2013,150080,02,-447423,-378
2013,150080,04,-70993,-61
2013,150080,06,228527,227
2013,150080,08,-749807,183
2013,150080,09,279984,341
2013,150140,01,26950,40
2013,150140,02,-3770820,-2213
2013,150140,04,-322730,-76
2013,150140,06,-585175,-409
2013,150140,08,-5449381,28
2013,150140,09,800851,992
2013,150420,01,-15632,-6
2013,150420,02,-310726,57
2013,150420,04,-70077,44
2013,150420,06,-7286,4
2013,150420,08,437683,1719
2013,150420,09,-258093,-249
2013,150553,01,-47295,-11
2013,150553,02,-5108287,-997
2013,150553,04,-805798,-309
2013,150553,06,-351681,-254
2013,150553,08,-13094262,-5390
2013,150553,09,-67279,-6
2013,150810,01,-5900,-1
2013,150810,02,-565631,-143
2013,150810,04,-4078,-3
2013,150810,06,-27332,-17
2013,150810,08,-231498,-31
2013,150810,09,63202,85
2013,160030,01,3231,11
2013,160030,02,-312108,104
2013,160030,04,-14536,39
2013,160030,06,-123020,-63
2013,160030,08,-584647,1164
2013,160030,09,-25521,49
2013,172100,01,10557,12
2013,172100,02,-318041,-263
2013,172100,04,-175650,-98
2013,172100,06,-64183,-26
2013,172100,08,487569,1110
2013,172100,09,-735469,-604
2013,210530,01,-2814,1
2013,210530,02,-166923,241
2013,210530,04,-165139,-60
2013,210530,06,-5586,23
2013,210530,08,-4491913,-783
2013,210530,09,136724,139
2013,211130,01,-5641,-11
2013,211130,02,-3094111,-1076
2013,211130,04,-1154319,-473
2013,211130,06,-345369,-237
2013,211130,08,-5180178,1648
2013,211130,09,-1033584,-768
2013,221100,01,-94720,-101
2013,221100,02,-977422,83
2013,221100,04,445864,972
2013,221100,06,34192,89
2013,221100,08,-1616854,3595
2013,221100,09,533620,594
2013,230370,01,6616,8
2013,230370,02,-68439,179
2013,230370,04,-13123,29
2013,230370,06,33150,11
2013,230370,08,644210,1749
2013,230370,09,76008,104
2013,230440,01,-86276,8
2013,230440,02,-6493544,413
2013,230440,04,-840264,-335
2013,230440,06,-397978,-174
2013,230440,08,1763861,19470
2013,230440,09,1308955,1320
2013,230765,01,-35543,-33
2013,230765,02,-352113,-51
2013,230765,04,-94720,-80
2013,230765,06,313547,489
2013,230765,08,1008113,2274
2013,230765,09,202755,193
2013,240800,01,11890,15
2013,240800,02,-1056986,-13
2013,240800,04,-64749,10
2013,240800,06,-80310,-56
2013,240800,08,-2410911,501
2013,240800,09,163530,66
2013,240810,01,-29620,9
2013,240810,02,-2283839,-450
2013,240810,04,22577,104
2013,240810,06,-121204,-188
2013,240810,08,-2372791,113
2013,240810,09,332175,447
2013,250400,01,5613,14
2013,250400,02,-599989,-632
2013,250400,04,-75476,-84
2013,250400,06,-10835,-4
2013,250400,08,-768043,-396
2013,250400,09,300617,359
2013,250750,01,14816,14
2013,250750,02,-1888864,-566
2013,250750,04,117176,328
2013,250750,06,-58878,-9
2013,250750,08,1586536,4204
2013,250750,09,-485389,-276
2013,260290,01,4586,-2
2013,260290,02,-636991,536
2013,260290,04,-4734,7
2013,260290,06,-13032,-17
2013,260290,08,-869999,-455
2013,260290,09,32584,2
2013,260410,01,-7456,-6
2013,260410,02,-650046,-20
2013,260410,04,-96603,-35
2013,260410,06,17033,39
2013,260410,08,1844324,2419
2013,260410,09,212159,210
2013,260720,01,-53434,-46
2013,260720,02,-5425247,-1505
2013,260720,04,-1079997,-106
2013,260720,06,-745683,-278
2013,260720,08,8707202,1735
2013,260720,09,115791,51
2013,260790,01,-35123,-19
2013,260790,02,-1580209,-550
2013,260790,04,3468,138
2013,260790,06,-40071,6
2013,260790,08,-651808,1711
2013,260790,09,319956,385
2013,260960,01,14245,19
2013,260960,02,-3716811,-3708
2013,260960,04,-118753,-104
2013,260960,06,4298,25
2013,260960,08,-89593,992
2013,260960,09,1509467,1926
2013,261110,01,53591,55
2013,261110,02,-514488,-74
2013,261110,04,-211172,-151
2013,261110,06,-53516,-57
2013,261110,08,92913,1112
2013,261110,09,99527,197
2013,261160,01,-108609,-109
2013,261160,02,-11566176,-2698
2013,261160,04,-150613,548
2013,261160,06,372540,484
2013,261160,08,-3909283,4113
2013,261160,09,981354,1254
2013,270430,01,-45641,-30
2013,270430,02,-1599358,-194
2013,270430,04,29306,47
2013,270430,06,-122755,-46
2013,270430,08,867607,2273
2013,270430,09,-810629,-595
2013,280030,01,-48394,-37
2013,280030,02,1404807,494
2013,280030,04,250394,191
2013,280030,06,132818,40
2013,280030,08,5211526,7416
2013,280030,09,4230,-146
2013,290570,01,14482,20
2013,290570,02,-2814676,102
2013,290570,04,-1145669,-447
2013,290570,06,1110,-2
2013,290570,08,-5221674,-350
2013,290570,09,1980231,1052
2013,291080,01,-26969,-19
2013,291080,02,-542642,458
2013,291080,04,806,306
2013,291080,06,127250,99
2013,291080,08,633550,2707
2013,291080,09,-383362,-482
2013,291920,01,-34040,-25
2013,291920,02,-1448859,-238
2013,291920,04,130,175
2013,291920,06,-59674,-36
2013,291920,08,-5254558,-3153
2013,291920,09,163934,331
2013,292740,01,-304189,-200
2013,292740,02,-10749535,-1712
2013,292740,04,-2779071,304
2013,292740,06,-762517,-153
2013,292740,08,-13252951,7427
2013,292740,09,1379076,2360
2013,292920,01,-1296,-3
2013,292920,02,-360990,-38
2013,292920,04,-46150,82
2013,292920,06,-21756,-4
2013,292920,08,-819465,463
2013,292920,09,-1137130,-599
2013,293070,01,-99205,-53
2013,293070,02,-1275102,-307
2013,293070,04,-116632,-5
2013,293070,06,-24691,-4
2013,293070,08,-1178510,-198
2013,293070,09,-183862,-211
2013,293330,01,12836,-7
2013,293330,02,297747,433
2013,293330,04,-77257,-44
2013,293330,06,-17092,-5
2013,293330,08,621644,684
2013,293330,09,242831,133
2013,310400,01,1349,3
2013,310400,02,988457,723
2013,310400,04,41696,76
2013,310400,06,-9519,-3
2013,310400,08,-30339,24
2013,310400,09,290025,346
2013,310620,01,-703143,-286
2013,310620,02,-43392071,-7238
2013,310620,04,-2645721,808
2013,310620,06,-298771,94
2013,310620,08,-31735614,-1445
2013,310620,09,2514887,3589
2013,310670,01,-41094,-20
2013,310670,02,-1912080,278
2013,310670,04,-684480,-147
2013,310670,06,-34554,25
2013,310670,08,-4889651,-624
2013,310670,09,876655,756
2013,311860,01,-25916,-21
2013,311860,02,-5577739,-2214
2013,311860,04,-581078,207
2013,311860,06,152613,280
2013,311860,08,2071682,6089
2013,311860,09,1299968,1037
2013,312230,01,-1309,-1
2013,312230,02,-1814672,-36
2013,312230,04,-53025,43
2013,312230,06,-88143,-63
2013,312230,08,-172059,271
2013,312230,09,59848,43
2013,312510,01,-2258,-2
2013,312510,02,64422,316
2013,312510,04,25471,33
2013,312510,06,-7671,0
2013,312510,08,718544,815
2013,312510,09,234762,230
2013,312770,01,-1745,-5
2013,312770,02,148933,506
2013,312770,04,374549,434
2013,312770,06,-7381,-2
2013,312770,08,48478,383
2013,312770,09,12748,69
2013,313130,01,-105264,60
2013,313130,02,-2623417,-443
2013,313130,04,-382507,-127
2013,313130,06,-25238,20
2013,313130,08,-4090202,-1056
2013,313130,09,178030,146
2013,313170,01,10037,5
